title.year,actor,rank,high,med,low,title.year,actor,rank,high,med,low,title.year,actor,rank,high,med,low,title.year,actor,rank,high,med,low,title.year,actor,rank,high,med,low,title.year,actor,rank,high,med,low
2013,Patrick Wilson,1.5,0,1,0,2013,Vera Farmiga,3,0,1,0,2013,Lili Taylor,4.5,0,1,0,2013,Ron Livingston,6,0,1,0,2013,Hayley McFarland,7.5,0,1,0,2013,Mackenzie Foy,9,0,1,0
2013,Leonardo DiCaprio,1,1,0,0,2013,Jonah Hill,2,1,0,0,2013,Margot Robbie,3,1,0,0,2013,Kyle Chandler,4,1,0,0,2013,Rob Reiner,5,1,0,0,2013,Matthew McConaughey,6,1,0,0
2014,Mark Wahlberg,1,1,0,0,2014,Stanley Tucci,2,1,0,0,2014,Nicola Peltz,3,1,0,0,2014,Jack Reynor,4,1,0,0,2014,Li Bingbing,5,1,0,0,2014,Sophia Myles,6,1,0,0
2013,Chris Hemsworth,1,1,0,0,2013,Natalie Portman,2,1,0,0,2013,Tom Hiddleston,3,1,0,0,2013,Anthony Hopkins,4,1,0,0,2013,Christopher Eccleston,5,1,0,0,2013,Jaimie Alexander,6,1,0,0
1999,Keanu Reeves,1.5,0,1,0,1999,Laurence Fishburne,3,0,1,0,1999,Carrie-Anne Moss,4.5,0,1,0,1999,Hugo Weaving,6,0,1,0,1999,Gloria Foster,7.5,0,1,0,1999,Joe Pantoliano,9,0,1,0
2014,Mickey Rourke,1,1,0,0,2014,Jessica Alba,2,1,0,0,2014,Josh Brolin,3,1,0,0,2014,Joseph Gordon-Levitt,4,1,0,0,2014,Rosario Dawson,5,1,0,0,2014,Bruce Willis,6,1,0,0
2003,Johnny Depp,1,1,0,0,2003,Geoffrey Rush,2,1,0,0,2003,Orlando Bloom,3,1,0,0,2003,Keira Knightley,4,1,0,0,2003,Jack Davenport,5,1,0,0,2003,Kevin McNally,6,1,0,0
2015,Jason Statham,1.5,0,1,0,2015,Michael Angarano,3,0,1,0,2015,Milo Ventimiglia,4.5,0,1,0,2015,Dominik GarcÌ_a-Lorido,6,0,1,0,2015,Anne Heche,7.5,0,1,0,2015,SofÌ_a Vergara,9,0,1,0
2002,Elijah Wood,1,1,0,0,2002,Ian McKellen,2,1,0,0,2002,Viggo Mortensen,3,1,0,0,2002,Liv Tyler,4,1,0,0,2002,Orlando Bloom,5,1,0,0,2002,John Rhys-Davies,6,1,0,0
2015,Tom Hardy,1,1,0,0,2015,Gary Oldman,2,1,0,0,2015,Noomi Rapace,3,1,0,0,2015,Joel Kinnaman,4,1,0,0,2015,Paddy Considine,5,1,0,0,2015,Jason Clarke,6,1,0,0
2014,Frank Grillo,1.5,0,1,0,2014,Carmen Ejogo,3,0,1,0,2014,Zach Gilford,4.5,0,1,0,2014,Kiele Sanchez,6,0,1,0,2014,ZoÌÇ Borde,7.5,0,1,0,2014,Justina Machado,9,0,1,0
2015,Anna Kendrick,1.5,0,1,0,2015,Rebel Wilson,3,0,1,0,2015,Hailee Steinfeld,4.5,0,1,0,2015,Brittany Snow,6,0,1,0,2015,Skylar Astin,7.5,0,1,0,2015,Adam DeVine,9,0,1,0
2015,Emily Blunt,1.5,0,1,0,2015,Benicio del Toro,3,0,1,0,2015,Josh Brolin,4.5,0,1,0,2015,Victor Garber,6,0,1,0,2015,Jon Bernthal,7.5,0,1,0,2015,Daniel Kaluuya,9,0,1,0
2016,Brenton Thwaites,1,1,0,0,2016,Nikolaj Coster-Waldau,2,1,0,0,2016,Gerard Butler,3,1,0,0,2016,Courtney Eaton,4,1,0,0,2016,Elodie Yung,5,1,0,0,2016,Geoffrey Rush,6,1,0,0
2016,Dakota Johnson,1,1,0,0,2016,Rebel Wilson,2,1,0,0,2016,Alison Brie,3,1,0,0,2016,Nicholas Braun,4,1,0,0,2016,Damon Wayans Jr.,5,1,0,0,2016,Anders Holm,6,1,0,0
2014,Jake Gyllenhaal,1.5,0,1,0,2014,Rene Russo,3,0,1,0,2014,Riz Ahmed,4.5,0,1,0,2014,Bill Paxton,6,0,1,0,2014,Kevin Rahm,7.5,0,1,0,2014,Michael Hyatt,9,0,1,0
2014,Bradley Cooper,1,1,0,0,2014,Sienna Miller,2,1,0,0,2014,Kyle Gallner,3,1,0,0,2014,Cole Konis,4,1,0,0,2014,Ben Reed,5,1,0,0,2014,Elise Robertson,6,1,0,0
1994,Tom Hanks,1,1,0,0,1994,Robin Wright,2,1,0,0,1994,Gary Sinise,3,1,0,0,1994,Mykelti Williamson,4,1,0,0,1994,Sally Field,5,1,0,0,1994,Michael Conner Humphreys,6,1,0,0
2016,Gerard Butler,1,1,0,0,2016,Aaron Eckhart,2,1,0,0,2016,Morgan Freeman,3,1,0,0,2016,Angela Bassett,4,1,0,0,2016,Melissa Leo,5,1,0,0,2016,Robert Forster,6,1,0,0
2014,Olivia Cooke,1.5,0,1,0,2014,Ana Coto,3,0,1,0,2014,Daren Kagasoff,4.5,0,1,0,2014,Douglas Smith,6,0,1,0,2014,Vivis Colombetti,7.5,0,1,0,2014,Bianca A. Santos,9,0,1,0
1994,Jonathan Taylor Thomas,1,1,0,0,1994,Matthew Broderick,2,1,0,0,1994,James Earl Jones,3,1,0,0,1994,Jeremy Irons,4,1,0,0,1994,Moira Kelly,5,1,0,0,1994,Niketa Calame,6,1,0,0
2014,Ben Stiller,1,1,0,0,2014,Rami Malek,2,1,0,0,2014,Rebel Wilson,3,1,0,0,2014,Robin Williams,4,1,0,0,2014,Owen Wilson,5,1,0,0,2014,Dick Van Dyke,6,1,0,0
2014,Robert Downey Jr.,1,1,0,0,2014,Robert Duvall,2,1,0,0,2014,Vera Farmiga,3,1,0,0,2014,Vincent D'Onofrio,4,1,0,0,2014,Jeremy Strong,5,1,0,0,2014,Billy Bob Thornton,6,1,0,0
2003,Elijah Wood,1,1,0,0,2003,Ian McKellen,2,1,0,0,2003,Viggo Mortensen,3,1,0,0,2003,Liv Tyler,4,1,0,0,2003,Orlando Bloom,5,1,0,0,2003,John Rhys-Davies,6,1,0,0
1991,Arnold Schwarzenegger,1,1,0,0,1991,Linda Hamilton,2,1,0,0,1991,Edward Furlong,3,1,0,0,1991,Robert Patrick,4,1,0,0,1991,Earl Boen,5,1,0,0,1991,Joe Morton,6,1,0,0
2015,Henry Cavill,1,1,0,0,2015,Armie Hammer,2,1,0,0,2015,Alicia Vikander,3,1,0,0,2015,Elizabeth Debicki,4,1,0,0,2015,Luca Calvani,5,1,0,0,2015,Sylvester Groth,6,1,0,0
2009,Robert Downey Jr.,1,1,0,0,2009,Jude Law,2,1,0,0,2009,Rachel McAdams,3,1,0,0,2009,Mark Strong,4,1,0,0,2009,Eddie Marsan,5,1,0,0,2009,Robert Maillet,6,1,0,0
2016,Bruce Willis,1.5,0,1,0,2016,Dave Bautista,3,0,1,0,2016,Christopher Meloni,4.5,0,1,0,2016,Danny A. Abeckaser,6,0,1,0,2016,Lydia Hull,7.5,0,1,0,2016,Tyler Jon Olson,9,0,1,0
2015,Mila Kunis,1,1,0,0,2015,Channing Tatum,2,1,0,0,2015,Sean Bean,3,1,0,0,2015,Eddie Redmayne,4,1,0,0,2015,Douglas Booth,5,1,0,0,2015,Tuppence Middleton,6,1,0,0
2014,Cameron Diaz,1,1,0,0,2014,Jason Segel,2,1,0,0,2014,Rob Corddry,3,1,0,0,2014,Ellie Kemper,4,1,0,0,2014,Rob Lowe,5,1,0,0,2014,Nat Faxon,6,1,0,0
1994,John Travolta,2,0,0,1,1994,Samuel L. Jackson,4,0,0,1,1994,Uma Thurman,6,0,0,1,1994,Bruce Willis,8,0,0,1,1994,Ving Rhames,10,0,0,1,1994,Harvey Keitel,12,0,0,1
1985,Michael J. Fox,1.5,0,1,0,1985,Christopher Lloyd,3,0,1,0,1985,Lea Thompson,4.5,0,1,0,1985,Crispin Glover,6,0,1,0,1985,Thomas F. Wilson,7.5,0,1,0,1985,Claudia Wells,9,0,1,0
2001,Daniel Radcliffe,1,1,0,0,2001,Rupert Grint,2,1,0,0,2001,Emma Watson,3,1,0,0,2001,Richard Harris,4,1,0,0,2001,Maggie Smith,5,1,0,0,2001,Robbie Coltrane,6,1,0,0
2016,Pablo Schreiber,1,1,0,0,2016,John Krasinski,2,1,0,0,2016,David Denman,3,1,0,0,2016,Toby Stephens,4,1,0,0,2016,Max Martini,5,1,0,0,2016,James Badge Dale,6,1,0,0
2009,Christian Bale,1,1,0,0,2009,Sam Worthington,2,1,0,0,2009,Anton Yelchin,3,1,0,0,2009,Moon Bloodgood,4,1,0,0,2009,Bryce Dallas Howard,5,1,0,0,2009,Helena Bonham Carter,6,1,0,0
2013,Kristen Bell,1,1,0,0,2013,Idina Menzel,2,1,0,0,2013,Jonathan Groff,3,1,0,0,2013,Josh Gad,4,1,0,0,2013,Santino Fontana,5,1,0,0,2013,Alan Tudyk,6,1,0,0
2016,Tina Fey,1.5,0,1,0,2016,Margot Robbie,3,0,1,0,2016,Billy Bob Thornton,4.5,0,1,0,2016,Martin Freeman,6,0,1,0,2016,Josh Charles,7.5,0,1,0,2016,Alfred Molina,9,0,1,0
2011,Johnny Depp,1,1,0,0,2011,Ian McShane,2,1,0,0,2011,PenÌ©lope Cruz,3,1,0,0,2011,Geoffrey Rush,4,1,0,0,2011,Gemma Ward,5,1,0,0,2011,Richard Griffiths,6,1,0,0
2015,Domhnall Gleeson,1.5,0,1,0,2015,Alicia Vikander,3,0,1,0,2015,Sonoya Mizuno,4.5,0,1,0,2015,Oscar Isaac,6,0,1,0,2015,Corey Johnson,7.5,0,1,0,2015,Claire Selby,9,0,1,0
2015,Raymond Ochoa,1,1,0,0,2015,Jack Bright,2,1,0,0,2015,Jeffrey Wright,3,1,0,0,2015,Frances McDormand,4,1,0,0,2015,Maleah Nipay-Padilla,5,1,0,0,2015,Ryan Teeple,6,1,0,0
2006,Daniel Craig,1,1,0,0,2006,Eva Green,2,1,0,0,2006,Mads Mikkelsen,3,1,0,0,2006,Judi Dench,4,1,0,0,2006,Jeffrey Wright,5,1,0,0,2006,Giancarlo Giannini,6,1,0,0
2016,ChloÌÇ Grace Moretz,1,1,0,0,2016,Nick Robinson,2,1,0,0,2016,Ron Livingston,3,1,0,0,2016,Maggie Siff,4,1,0,0,2016,Alex Roe,5,1,0,0,2016,Maria Bello,6,1,0,0
2014,Taron Egerton,1,1,0,0,2014,Colin Firth,2,1,0,0,2014,Samuel L. Jackson,3,1,0,0,2014,Michael Caine,4,1,0,0,2014,Mark Strong,5,1,0,0,2014,Sofia Boutella,6,1,0,0
2011,FranÌ_ois Cluzet,1.5,0,1,0,2011,Omar Sy,3,0,1,0,2011,Anne Le Ny,4.5,0,1,0,2011,Audrey Fleurot,6,0,1,0,2011,Clotilde Mollet,7.5,0,1,0,2011,Alba GaÌøa Kraghede Bellugi,9,0,1,0
2014,Jeff Bridges,1,1,0,0,2014,Julianne Moore,2,1,0,0,2014,Ben Barnes,3,1,0,0,2014,Alicia Vikander,4,1,0,0,2014,Kit Harington,5,1,0,0,2014,Djimon Hounsou,6,1,0,0
2015,Michael B. Jordan,1,1,0,0,2015,Sylvester Stallone,2,1,0,0,2015,Graham McTavish,3,1,0,0,2015,Tessa Thompson,4,1,0,0,2015,Phylicia Rash€Åd,5,1,0,0,2015,Hans Marrero,6,1,0,0
2014,Alberto Casqueiro,1.5,0,1,0,2014,AntÌ_n Lamapereira,3,0,1,0,2014,Che MariÌ±o,4.5,0,1,0,2014,Raquel MartÌ_nez,6,0,1,0,2014,ÌÅngeles MenduiÌ±a,7.5,0,1,0,2014,Marc Rodriguez,9,0,1,0
2007,Johnny Depp,1,1,0,0,2007,Orlando Bloom,2,1,0,0,2007,Keira Knightley,3,1,0,0,2007,Chow Yun-fat,4,1,0,0,2007,Geoffrey Rush,5,1,0,0,2007,Jonathan Pryce,6,1,0,0
2016,Mary Elizabeth Winstead,1.5,0,1,0,2016,John Goodman,3,0,1,0,2016,John Gallagher Jr.,4.5,0,1,0,2016,Douglas M. Griffin,6,0,1,0,2016,Cindy Hogan,7.5,0,1,0,2016,Bradley Cooper,9,0,1,0
2012,Channing Tatum,1,1,0,0,2012,Jonah Hill,2,1,0,0,2012,Brie Larson,3,1,0,0,2012,Ellie Kemper,4,1,0,0,2012,Ice Cube,5,1,0,0,2012,Dave Franco,6,1,0,0
2016,Chris Pine,1.5,0,1,0,2016,Zachary Quinto,3,0,1,0,2016,Karl Urban,4.5,0,1,0,2016,Zoe Saldana,6,0,1,0,2016,Simon Pegg,7.5,0,1,0,2016,John Cho,9,0,1,0
2014,Tom McGrath,1,1,0,0,2014,Chris Miller,2,1,0,0,2014,Christopher Knights,3,1,0,0,2014,Conrad Vernon,4,1,0,0,2014,John Malkovich,5,1,0,0,2014,Benedict Cumberbatch,6,1,0,0
2011,Chris Hemsworth,1,1,0,0,2011,Natalie Portman,2,1,0,0,2011,Tom Hiddleston,3,1,0,0,2011,Anthony Hopkins,4,1,0,0,2011,Stellan SkarsgÌ´rd,5,1,0,0,2011,Kat Dennings,6,1,0,0
2008,Liam Neeson,1.5,0,1,0,2008,Famke Janssen,3,0,1,0,2008,Maggie Grace,4.5,0,1,0,2008,Katie Cassidy,6,0,1,0,2008,Holly Valance,7.5,0,1,0,2008,Xander Berkeley,9,0,1,0
2013,Robert Downey Jr.,1,1,0,0,2013,Gwyneth Paltrow,2,1,0,0,2013,Guy Pearce,3,1,0,0,2013,Don Cheadle,4,1,0,0,2013,Ben Kingsley,5,1,0,0,2013,Rebecca Hall,6,1,0,0
2016,Josh Duhamel,1.5,0,1,0,2016,Alice Eve,3,0,1,0,2016,Malin ÌÉkerman,4.5,0,1,0,2016,Lee Byung-hun,6,0,1,0,2016,Julia Stiles,7.5,0,1,0,2016,Glen Powell,9,0,1,0
2014,Tom Cruise,1,1,0,0,2014,Emily Blunt,2,1,0,0,2014,Brendan Gleeson,3,1,0,0,2014,Bill Paxton,4,1,0,0,2014,Jonas Armstrong,5,1,0,0,2014,Tony Way,6,1,0,0
2016,Michael Shannon,1.5,0,1,0,2016,Jaeden Lieberher,3,0,1,0,2016,Joel Edgerton,4.5,0,1,0,2016,Kirsten Dunst,6,0,1,0,2016,Adam Driver,7.5,0,1,0,2016,David Jensen,9,0,1,0
1997,YÅçji Matsuda,1.5,0,1,0,1997,Yuriko Ishida,3,0,1,0,1997,YÅÇko Tanaka,4.5,0,1,0,1997,Kaoru Kobayashi,6,0,1,0,1997,Masahiko Nishimura,7.5,0,1,0,1997,Tsunehiko KamijÌ«,9,0,1,0
2003,Uma Thurman,1.5,0,1,0,2003,Lucy Liu,3,0,1,0,2003,Vivica A. Fox,4.5,0,1,0,2003,Daryl Hannah,6,0,1,0,2003,David Carradine,7.5,0,1,0,2003,Michael Madsen,9,0,1,0
1996,Will Smith,1,1,0,0,1996,Bill Pullman,2,1,0,0,1996,Jeff Goldblum,3,1,0,0,1996,Mary McDonnell,4,1,0,0,1996,Judd Hirsch,5,1,0,0,1996,Robert Loggia,6,1,0,0
2016,Mel Gibson,1.5,0,1,0,2016,Erin Moriarty,3,0,1,0,2016,William H. Macy,4.5,0,1,0,2016,Elisabeth RÌ_hm,6,0,1,0,2016,Michael Parks,7.5,0,1,0,2016,Thomas Mann,9,0,1,0
2008,Robert Downey Jr.,1,1,0,0,2008,Terrence Howard,2,1,0,0,2008,Jeff Bridges,3,1,0,0,2008,Gwyneth Paltrow,4,1,0,0,2008,Leslie Bibb,5,1,0,0,2008,Shaun Toub,6,1,0,0
2015,Keanu Reeves,2,0,0,1,2015,Lorenza Izzo,4,0,0,1,2015,Ana de Armas,6,0,0,1,2015,Aaron Burns,8,0,0,1,2015,Colleen Camp,10,0,0,1,2015,Ignacia Allamand,12,0,0,1
2014,Andy Serkis,1,1,0,0,2014,Jason Clarke,2,1,0,0,2014,Toby Kebbell,3,1,0,0,2014,Keri Russell,4,1,0,0,2014,Judy Greer,5,1,0,0,2014,Gary Oldman,6,1,0,0
2015,Ryan Reynolds,1.5,0,1,0,2015,Ben Kingsley,3,0,1,0,2015,Natalie Martinez,4.5,0,1,0,2015,Matthew Goode,6,0,1,0,2015,Michelle Dockery,7.5,0,1,0,2015,Melora Hardin,9,0,1,0
2015,Ambyr Childers,1.5,0,1,0,2015,Thomas Jane,3,0,1,0,2015,Bryan Greenberg,4.5,0,1,0,2015,Bruce Willis,6,0,1,0,2015,Johnathon Schaech,7.5,0,1,0,2015,Charlotte Kirk,9,0,1,0
2016,Josh Brolin,1.5,0,1,0,2016,George Clooney,3,0,1,0,2016,Alden Ehrenreich,4.5,0,1,0,2016,Ralph Fiennes,6,0,1,0,2016,Jonah Hill,7.5,0,1,0,2016,Scarlett Johansson,9,0,1,0
2009,Brad Pitt,1,1,0,0,2009,MÌ©lanie Laurent,2,1,0,0,2009,Christoph Waltz,3,1,0,0,2009,Eli Roth,4,1,0,0,2009,Michael Fassbender,5,1,0,0,2009,Diane Kruger,6,1,0,0
2016,Jake Gyllenhaal,1.5,0,1,0,2016,Chris Cooper,3,0,1,0,2016,Naomi Watts,4.5,0,1,0,2016,Heather Lind,6,0,1,0,2016,Judah Lewis,7.5,0,1,0,2016,C.J. Wilson,9,0,1,0
2013,Sandra Bullock,1,1,0,0,2013,George Clooney,2,1,0,0,2013,Ed Harris,3,1,0,0,2013,Orto Ignatiussen,4,1,0,0,2013,Phaldut Sharma,5,1,0,0,2013,Amy Warren,6,1,0,0
2015,Karl Glusman,2,0,0,1,2015,Aomi Muyock,4,0,0,1,2015,Klara Kristin,6,0,0,1,2015,Juan Saavedra,8,0,0,1,2015,Gaspar NoÌ©,10,0,0,1,2015,Vincent Maraval,12,0,0,1
2014,Andrew Garfield,1,1,0,0,2014,Emma Stone,2,1,0,0,2014,Jamie Foxx,3,1,0,0,2014,Dane DeHaan,4,1,0,0,2014,Colm Feore,5,1,0,0,2014,Felicity Jones,6,1,0,0
1994,Tim Robbins,1.5,0,1,0,1994,Morgan Freeman,3,0,1,0,1994,Bob Gunton,4.5,0,1,0,1994,William Sadler,6,0,1,0,1994,Clancy Brown,7.5,0,1,0,1994,Gil Bellows,9,0,1,0
2003,Albert Brooks,1,1,0,0,2003,Ellen DeGeneres,2,1,0,0,2003,Alexander Gould,3,1,0,0,2003,Willem Dafoe,4,1,0,0,2003,Brad Garrett,5,1,0,0,2003,Allison Janney,6,1,0,0
2014,Maika Monroe,2,0,0,1,2014,Keir Gilchrist,4,0,0,1,2014,Olivia Luccardi,6,0,0,1,2014,Lili Sepe,8,0,0,1,2014,Bailey Spry,10,0,0,1,2014,Jake Weary,12,0,0,1
2014,Jason Bateman,1,1,0,0,2014,Jason Sudeikis,2,1,0,0,2014,Charlie Day,3,1,0,0,2014,Jennifer Aniston,4,1,0,0,2014,Kevin Spacey,5,1,0,0,2014,Jamie Foxx,6,1,0,0
2014,Angelina Jolie,1,1,0,0,2014,Elle Fanning,2,1,0,0,2014,Juno Temple,3,1,0,0,2014,Sharlto Copley,4,1,0,0,2014,Isobelle Molloy,5,1,0,0,2014,Miranda Richardson,6,1,0,0
2015,Johnny Depp,1,1,0,0,2015,Gwyneth Paltrow,2,1,0,0,2015,Ewan McGregor,3,1,0,0,2015,Paul Bettany,4,1,0,0,2015,Olivia Munn,5,1,0,0,2015,Jeff Goldblum,6,1,0,0
2010,Steve Carell,1,1,0,0,2010,Jason Segel,2,1,0,0,2010,Russell Brand,3,1,0,0,2010,Julie Andrews,4,1,0,0,2010,Will Arnett,5,1,0,0,2010,Kristen Wiig,6,1,0,0
2012,Daniel Craig,1,1,0,0,2012,Judi Dench,2,1,0,0,2012,Javier Bardem,3,1,0,0,2012,Ralph Fiennes,4,1,0,0,2012,Naomie Harris,5,1,0,0,2012,BÌ©rÌ©nice Marlohe,6,1,0,0
2015,Tom Hanks,1,1,0,0,2015,Mark Rylance,2,1,0,0,2015,Amy Ryan,3,1,0,0,2015,Alan Alda,4,1,0,0,2015,Sebastian Koch,5,1,0,0,2015,Austin Stowell,6,1,0,0
2007,Patton Oswalt,1,1,0,0,2007,Lou Romano,2,1,0,0,2007,Janeane Garofalo,3,1,0,0,2007,Ian Holm,4,1,0,0,2007,Peter Sohn,5,1,0,0,2007,Brian Dennehy,6,1,0,0
1997,Tommy Lee Jones,1,1,0,0,1997,Will Smith,2,1,0,0,1997,Linda Fiorentino,3,1,0,0,1997,Vincent D'Onofrio,4,1,0,0,1997,Rip Torn,5,1,0,0,1997,Tony Shalhoub,6,1,0,0
2016,James Arnold Taylor,1.5,0,1,0,2016,David Kaye,3,0,1,0,2016,Armin Shimerman,4.5,0,1,0,2016,Sylvester Stallone,6,0,1,0,2016,Rosario Dawson,7.5,0,1,0,2016,John Goodman,9,0,1,0
2008,Daniel Craig,1,1,0,0,2008,Olga Kurylenko,2,1,0,0,2008,Mathieu Amalric,3,1,0,0,2008,Judi Dench,4,1,0,0,2008,Giancarlo Giannini,5,1,0,0,2008,Gemma Arterton,6,1,0,0
2014,Seth Rogen,1.5,0,1,0,2014,Zac Efron,3,0,1,0,2014,Rose Byrne,4.5,0,1,0,2014,Dave Franco,6,0,1,0,2014,Ike Barinholtz,7.5,0,1,0,2014,Christopher Mintz-Plasse,9,0,1,0
2016,Seth Rogen,1.5,0,1,0,2016,Kristen Wiig,3,0,1,0,2016,Jonah Hill,4.5,0,1,0,2016,Salma Hayek,6,0,1,0,2016,James Franco,7.5,0,1,0,2016,Edward Norton,9,0,1,0
2013,Steve Carell,1,1,0,0,2013,Kristen Wiig,2,1,0,0,2013,Benjamin Bratt,3,1,0,0,2013,Miranda Cosgrove,4,1,0,0,2013,Russell Brand,5,1,0,0,2013,Ken Jeong,6,1,0,0
1981,Harrison Ford,1,1,0,0,1981,Karen Allen,2,1,0,0,1981,Paul Freeman,3,1,0,0,1981,Ronald Lacey,4,1,0,0,1981,John Rhys-Davies,5,1,0,0,1981,Denholm Elliott,6,1,0,0
2002,Tobey Maguire,1,1,0,0,2002,Willem Dafoe,2,1,0,0,2002,Kirsten Dunst,3,1,0,0,2002,James Franco,4,1,0,0,2002,Cliff Robertson,5,1,0,0,2002,J.K. Simmons,6,1,0,0
2011,Daniel Radcliffe,1,1,0,0,2011,Rupert Grint,2,1,0,0,2011,Emma Watson,3,1,0,0,2011,Alan Rickman,4,1,0,0,2011,Maggie Smith,5,1,0,0,2011,Helena Bonham Carter,6,1,0,0
2015,Christian Bale,1.5,0,1,0,2015,Steve Carell,3,0,1,0,2015,Ryan Gosling,4.5,0,1,0,2015,Brad Pitt,6,0,1,0,2015,Melissa Leo,7.5,0,1,0,2015,Hamish Linklater,9,0,1,0
2011,Tom Cruise,1,1,0,0,2011,Jeremy Renner,2,1,0,0,2011,Simon Pegg,3,1,0,0,2011,Paula Patton,4,1,0,0,2011,Anil Kapoor,5,1,0,0,2011,Josh Holloway,6,1,0,0
2006,Johnny Depp,1,1,0,0,2006,Orlando Bloom,2,1,0,0,2006,Keira Knightley,3,1,0,0,2006,Bill Nighy,4,1,0,0,2006,Jack Davenport,5,1,0,0,2006,Stellan SkarsgÌ´rd,6,1,0,0
2006,Ivana Baquero,1.5,0,1,0,2006,Maribel VerdÌ_,3,0,1,0,2006,Sergi LÌ_pez,4.5,0,1,0,2006,Doug Jones,6,0,1,0,2006,Ariadna Gil,7.5,0,1,0,2006,Alex Angulo,9,0,1,0
2013,Henry Cavill,1,1,0,0,2013,Amy Adams,2,1,0,0,2013,Michael Shannon,3,1,0,0,2013,Diane Lane,4,1,0,0,2013,Russell Crowe,5,1,0,0,2013,Antje Traue,6,1,0,0
1987,Arnold Schwarzenegger,1,1,0,0,1987,Carl Weathers,2,1,0,0,1987,Elpidia Carrillo,3,1,0,0,1987,Bill Duke,4,1,0,0,1987,Jesse Ventura,5,1,0,0,1987,Sonny Landham,6,1,0,0
2015,Jason Clarke,1,1,0,0,2015,Jake Gyllenhaal,2,1,0,0,2015,Josh Brolin,3,1,0,0,2015,John Hawkes,4,1,0,0,2015,Sam Worthington,5,1,0,0,2015,Robin Wright,6,1,0,0
1989,Michael Keaton,1,1,0,0,1989,Jack Nicholson,2,1,0,0,1989,Kim Basinger,3,1,0,0,1989,Michael Gough,4,1,0,0,1989,Pat Hingle,5,1,0,0,1989,Billy Dee Williams,6,1,0,0
1995,Brad Pitt,1.5,0,1,0,1995,Morgan Freeman,3,0,1,0,1995,Gwyneth Paltrow,4.5,0,1,0,1995,Richard Roundtree,6,0,1,0,1995,R. Lee Ermey,7.5,0,1,0,1995,John C. McGinley,9,0,1,0
2015,Anya Taylor-Joy,1.5,0,1,0,2015,Ralph Ineson,3,0,1,0,2015,Kate Dickie,4.5,0,1,0,2015,Harvey Scrimshaw,6,0,1,0,2015,Bathsheba Garnett,7.5,0,1,0,2015,Sarah Stephens,9,0,1,0
2005,Natalie Portman,1,1,0,0,2005,Hugo Weaving,2,1,0,0,2005,Stephen Rea,3,1,0,0,2005,Stephen Fry,4,1,0,0,2005,John Hurt,5,1,0,0,2005,Tim Pigott-Smith,6,1,0,0
2015,Sam Rockwell,1,1,0,0,2015,Rosemarie DeWitt,2,1,0,0,2015,Saxon Sharbino,3,1,0,0,2015,Kyle Catlett,4,1,0,0,2015,Kennedi Clements,5,1,0,0,2015,Jared Harris,6,1,0,0
2016,Martina Stoessel,1.5,0,1,0,2016,Maria Clara Alonso,3,0,1,0,2016,Georgina AmorÌ_s,4.5,0,1,0,2016,Beatrice Arnera,6,0,1,0,2016,Jorge Blanco,7.5,0,1,0,2016,Sofia Carson,9,0,1,0
1984,Bill Murray,1,1,0,0,1984,Dan Aykroyd,2,1,0,0,1984,Sigourney Weaver,3,1,0,0,1984,Harold Ramis,4,1,0,0,1984,Rick Moranis,5,1,0,0,1984,Annie Potts,6,1,0,0
2015,Kevin Hart,1.5,0,1,0,2015,Josh Gad,3,0,1,0,2015,Kaley Cuoco,4.5,0,1,0,2015,Affion Crockett,6,0,1,0,2015,Jorge Garcia,7.5,0,1,0,2015,Corey Holcomb,9,0,1,0
2002,Ray Romano,1,1,0,0,2002,John Leguizamo,2,1,0,0,2002,Denis Leary,3,1,0,0,2002,Goran Visnjic,4,1,0,0,2002,Jack Black,5,1,0,0,2002,Cedric the Entertainer,6,1,0,0
1979,Sigourney Weaver,1.5,0,1,0,1979,Tom Skerritt,3,0,1,0,1979,Veronica Cartwright,4.5,0,1,0,1979,Harry Dean Stanton,6,0,1,0,1979,John Hurt,7.5,0,1,0,1979,Ian Holm,9,0,1,0
2015,Chris Hemsworth,1,1,0,0,2015,Leehom Wang,2,1,0,0,2015,Tang Wei,3,1,0,0,2015,Viola Davis,4,1,0,0,2015,Holt McCallany,5,1,0,0,2015,Andy On,6,1,0,0
1984,Arnold Schwarzenegger,1.5,0,1,0,1984,Michael Biehn,3,0,1,0,1984,Linda Hamilton,4.5,0,1,0,1984,Paul Winfield,6,0,1,0,1984,Lance Henriksen,7.5,0,1,0,1984,Bess Motta,9,0,1,0
2014,James Franco,1,1,0,0,2014,Seth Rogen,2,1,0,0,2014,Lizzy Caplan,3,1,0,0,2014,Randall Park,4,1,0,0,2014,Diana Bang,5,1,0,0,2014,Timothy Simons,6,1,0,0
2014,Christian Bale,1,1,0,0,2014,Joel Edgerton,2,1,0,0,2014,John Turturro,3,1,0,0,2014,Aaron Paul,4,1,0,0,2014,Ben Mendelsohn,5,1,0,0,2014,MarÌ_a Valverde,6,1,0,0
2013,Leonardo DiCaprio,1,1,0,0,2013,Tobey Maguire,2,1,0,0,2013,Carey Mulligan,3,1,0,0,2013,Joel Edgerton,4,1,0,0,2013,Elizabeth Debicki,5,1,0,0,2013,Isla Fisher,6,1,0,0
