studio,genres,num_voted_users,num_user_for_reviews,imdb_score,aspect_ratio,movie_facebook_likes,Type,Year,Runtime,Budget,budget.diff,Revenue.diff,Actor1,Actor2,Actor3,Actor4,Actor5,Actor6
BV,Drama,193770,2003,6.5,1.85,0,PG13,2004,108,60000000,16641175.81,146710782.3,4,2,2,4,3,3
BV,Action,81444,192,6.2,2.35,955,PG13,2003,115,50000000,5940108.04,-30171396,2,2,4,1,3,3
Lions,Crime,248123,437,7.6,2.35,10000,R,2005,122,42000000,1231497.34,-72092632.13,2,3,1,2,3,3
Sum.,Action,81800,211,5.5,1.85,15000,R,2011,105,50000000,10750896.65,-82050155.6,2,3,4,2,3,3
LGF,Comedy,57266,89,5.7,2.35,14000,PG13,2012,110,40000000,-2582235.14,-54500497.7,2,1,2,4,3,3
Mira.,Action,84325,205,5.4,1.85,0,PG,2001,88,35000000,-7636662.38,39493416.6,1,3,2,3,3,3
RKO,Animation,94225,136,7.4,1.33,0,Approved,1942,70,858000,-192666.667,170310600,3,3,3,1,3,3
FoxS,Comedy,22369,100,6.6,2.35,21000,PG,2015,122,10000000,-32177171.7,-66897389.7,1,3,1,2,3,3
Fox,Action,92464,331,7.3,2.35,19000,PG13,1986,99,25000000,12017016.47,-38274731.53,4,2,4,2,3,3
MGMW,Action,52052,173,4.5,1.85,0,PG13,2008,85,35000000,-5963509.83,-80459736.3,1,3,4,2,3,3
Uni.,Comedy,85531,152,5.5,1.85,0,PG13,2010,98,100000000,56576254.59,199341668.5,2,2,2,2,3,3
WB,Comedy,151812,556,6.5,1.85,0,PG,1998,119,65000000,21407415.73,145568946,2,3,4,2,3,3
BV,Biography,133526,521,7.9,2.35,0,R,1999,157,90000000,47481720.35,-41129167,2,3,4,4,3,3
Focus,Horror,25210,126,5.2,2.35,13000,R,2015,97,10000000,-32177171.7,-99993637.7,1,3,5,2,3,3
Par.,Adventure,212085,492,7.7,2.35,15000,PG13,2007,127,70000000,30615497.1,31432127.5,2,3,4,4,3,3
WB,Horror,141663,383,7,1.85,20000,R,2009,123,20000000,-20301245.04,-73432148.1,2,1,2,2,3,3
Sony,Drama,102248,403,6.1,2.35,34000,PG13,2014,118,70000000,28357932.39,19580240.2,2,3,2,4,3,3
Uni.,Drama,232577,1026,8.2,2.35,11000,R,1978,183,15000000,6954992.412,-18215351.88,2,3,4,4,3,3
WB,Adventure,160321,178,6.3,2.35,0,PG13,1995,90,30000000,-2026455.82,111880683.9,2,2,5,4,3,3
Par.,Drama,188887,662,7.6,2.35,0,R,2001,131,70000000,27363337.62,-11464493.4,2,2,4,2,3,3
Uni.,Comedy,211296,428,6.3,1.85,0,PG13,2004,115,80000000,36641175.81,406656201.3,2,3,2,2,3,3
Uni.,Comedy,85903,92,6,1.85,0,PG,1995,100,50000000,17973544.18,187423344.9,2,2,2,4,3,3
DW,Fantasy,58184,805,4.9,2.35,0,PG13,1999,113,80000000,37481720.35,-10230174,2,3,2,3,3,3
WB,Comedy,87739,133,6.7,1.85,0,R,1984,96,4500000,-8886511.32,24561619.32,3,2,3,1,3,3
Fox,Crime,119150,219,7.4,1.85,0,R,1987,126,15000000,1839999.87,-13947200.06,1,3,1,4,3,3
WB,Drama,482064,1106,8.1,2.35,14000,PG13,2004,132,30000000,-13358824.19,106776908.3,2,2,2,2,3,3
Rela.,Adventure,18042,73,5.9,1.85,0,PG,2013,91,55000000,10795466.71,-16595538.6,2,2,4,2,3,3
Fox,Adventure,52908,102,6.5,2.35,0,PG,2008,90,55000000,14036490.17,-88462522.3,2,3,4,4,3,3
DW,Adventure,140499,358,7,1.85,0,G,2000,84,45000000,222477.06,123514746.4,2,4,2,4,3,3
Par.,Adventure,91082,274,7.8,2.35,28000,R,2013,115,12000000,-32204533.29,-108940626.6,2,3,4,4,3,3
Col.,Adventure,271794,584,8.1,1.85,24000,R,1986,89,8000000,-4982983.53,3012268.47,1,3,2,3,3,3
Focus,Comedy,307639,513,8,2.35,32000,R,2008,107,15000000,-25963509.83,-74329032.3,2,2,1,2,3,3
Sum.,Comedy,270441,378,7.7,1.85,40000,R,2011,100,8000000,-31249103.35,-71793773.6,2,3,2,4,3,3
Par.,Action,97838,286,7.6,2.35,3000,PG13,1996,111,46000000,11010939.14,57896475.13,4,3,2,2,3,3
Fox,Action,42614,120,6.8,1.85,0,R,1988,107,13000000,-1293157.89,-9869384.65,2,4,1,4,3,3
FoxS,Drama,145395,375,7.3,2.35,23000,NC17,2011,100,6500000,-32749103.35,-93287881.6,2,2,1,4,3,3
WB,Action,223393,550,5.6,2.35,24000,PG13,2011,114,200000000,160750896.7,108869615.4,2,2,2,2,3,3
Par.,Action,256213,338,7.2,2.35,0,R,2007,124,61000000,21615497.1,-8430902.5,2,3,2,4,3,3
Uni.,Fantasy,31371,166,5.7,1.85,0,R,1990,84,13000000,-10710019.13,-47043385.17,2,3,4,1,3,3
Uni.,Comedy,145974,611,6.3,2.35,10000,PG13,2008,108,52000000,11036490.17,503510066.7,2,2,4,5,3,3
MGM,Action,61018,140,5.8,2.35,0,R,1995,108,35000000,2973544.18,12495150.9,1,3,2,4,3,3
Fox,Biography,152089,309,8.1,2.35,0,M,1969,110,6000000,288978.25,44882120,2,1,2,4,3,3
Uni.,Comedy,104005,248,6.2,2.35,18000,R,2012,134,35000000,-7582235.14,-46141711.7,2,3,2,2,3,3
Uni.,Adventure,283480,263,7.4,1.37,0,PG,1990,118,40000000,16289980.87,161720592.8,2,3,2,4,3,3
Focus,Drama,189683,559,7.7,1.85,0,R,2003,124,20000000,-24059891.96,-58067044,2,2,1,2,3,3
Uni.,Horror,87447,371,6.5,2.35,0,PG13,2005,104,43000000,2231497.34,-4245709.13,2,3,2,4,3,3
Fox,Action,140780,376,6.3,2.35,0,R,2007,89,24000000,-15384502.9,-4162145.5,2,2,2,4,3,3
Focus,Comedy,102125,324,7,1.85,10000,R,2009,105,7000000,-33301245.04,-83598065.1,1,3,4,4,3,3
Sony,Biography,225122,234,7.8,2.35,0,R,1997,127,35000000,-8068856.22,-73533700.6,2,2,2,2,3,3
Par.,Adventure,245333,678,7.5,1.85,42000,PG,2011,126,170000000,130750896.7,74788603.4,2,3,2,4,3,3
Col.,Biography,171726,256,8.1,2.35,12000,PG,1982,191,22000000,7816666.67,-11220316.08,4,3,4,2,3,3
Uni.,Action,75903,109,6.2,2.35,0,PG13,2014,99,25000000,-16642067.61,18594024.2,2,1,2,4,3,3
LGF,Action,112516,223,6.2,1.85,0,R,2009,96,20000000,-20301245.04,-80467822.1,2,2,1,2,3,3
SGem,Action,151580,672,6.2,2.35,0,R,2004,94,45000000,1641175.81,19408097.3,2,2,4,2,3,3
ORF,Crime,181025,336,7.7,1.85,38000,R,2012,109,7000000,-35582235.14,-86074113.7,2,3,2,4,3,3
BV,Comedy,29738,85,6.2,2.39,12000,PG,2014,81,28000000,-13642067.61,-34749645.8,2,2,1,4,3,3
Par.,Horror,76828,314,5.8,1.85,24000,R,2011,83,5000000,-34249103.35,94722261.4,1,3,4,1,3,3
Par.,Comedy,101730,131,6.4,2.35,0,R,2010,104,20000000,-23423745.41,-61529188.5,1,3,2,4,3,3
TriS,Adventure,182802,363,6.7,2.35,13000,PG,1991,144,70000000,44800909.09,222101356.8,2,3,2,1,3,3
Uni.,Action,166693,276,6.8,2.35,19000,R,2012,115,85000000,42417764.86,73875707.3,2,2,2,2,3,3
LGF,Crime,173848,203,7.3,2.35,25000,R,2011,119,40000000,750896.65,-25568658.6,2,3,2,4,3,3
BV,Animation,102933,230,6.9,1.78,0,G,1996,91,100000000,65010939.14,8035326.13,2,3,4,4,3,3
Sony,Action,71574,244,5.9,2.35,951,PG,2005,129,75000000,34231497.34,46179537.87,2,2,3,2,3,3
WB,Action,129601,648,4.8,1.85,0,PG13,1999,106,170000000,127481720.4,120685602,2,1,2,4,3,3
BV,Comedy,90539,379,5.6,2.35,0,PG13,2000,100,45000000,222477.06,12596656.4,4,3,2,2,3,3
Fox,Action,243053,488,6.1,2.35,0,PG13,2008,88,85000000,44036490.17,115899615.7,2,2,2,4,3,3
LGF,Horror,142115,614,6.2,1.85,0,R,2006,108,10000000,-27894725.68,76776390.17,1,5,2,4,3,3
Over.,Action,121432,310,6.8,2.35,10000,R,2009,108,33000000,-7301245.04,-94383072.1,2,2,1,4,3,3
Sony,Biography,79892,619,6.4,1.85,0,PG13,2006,123,40000000,2105274.32,-26626084.83,2,2,4,2,3,3
BV,Comedy,53687,152,5.7,1.85,1000,G,2004,113,40000000,-3358824.19,-14837302.7,1,3,3,3,3,3
Mira.,Drama,604904,682,8.3,1.85,31000,R,1997,126,10000000,-33068856.22,110444737.4,2,2,3,4,3,3
TriS,Action,96096,172,6.4,2.35,0,R,1993,112,70000000,47441048.15,168263463.2,2,2,2,4,3,3
Par.,Fantasy,206776,1248,6.9,1.85,0,R,2001,136,68000000,25363337.62,94947577.6,2,3,2,2,3,3
SonR,Action,51349,213,4.3,2.35,0,PG13,2005,101,87000000,46231497.34,-25146595.13,2,2,2,2,3,3
BV,Adventure,75176,252,7.1,1.85,26000,PG,2011,103,45000000,5750896.65,54202680.4,2,3,2,2,3,3
Par.,Action,89816,347,6.3,2.35,0,PG13,2003,119,60000000,15940108.04,-22225071,2,2,2,4,3,3
Par.,Crime,48559,145,6,2.35,0,R,2014,111,25000000,-16642067.61,-96232664.8,2,2,2,4,3,3
Uni.,Action,102129,432,5.5,2.35,0,PG13,2002,92,60000000,18955704.27,54758847.5,4,3,2,4,3,3
FoxS,Crime,64625,281,7.4,1.85,0,R,2006,92,15000000,-22894725.68,-37630520.83,2,2,2,2,3,3
Fox,Adventure,47900,130,6.9,1.85,11000,PG,2014,92,145000000,103357932.4,137508635.2,2,3,2,2,3,3
SPC,Comedy,64794,131,7.3,2.35,17000,R,2011,96,6000000,-33249103.35,-91421282.6,2,2,2,4,3,3
Fox,Action,86902,411,6.4,2.35,0,PG13,2001,106,40000000,-2636662.38,-16687561.4,2,3,4,2,3,3
Uni.,Action,273921,522,7.5,1.85,36000,PG13,2010,112,60000000,16576254.59,-63644357.5,2,3,2,2,3,3
Uni.,Biography,333542,533,8.2,2.35,11000,R,1995,178,52000000,19973544.18,15607525.9,2,2,4,3,3,3
RAtt.,Biography,92599,225,7.1,1.85,21000,R,2011,107,3500000,-35749103.35,-91477517.6,2,2,3,5,3,3
Focus,Adventure,87203,221,6.7,2.35,25000,R,2012,101,10000000,-32582235.14,-124564208.7,2,3,4,4,3,3
Uni.,Biography,76842,173,7.2,2.35,4000,R,1989,145,14000000,-4666469.65,75616346.69,1,5,4,4,3,3
Uni.,Adventure,61753,133,7.3,1.33,5000,G,1988,69,12300000,-1993157.89,29864817.35,4,3,1,2,3,3
NL,Comedy,67604,218,7.1,1.85,12000,R,1997,97,15000000,-28068856.22,-51232184.6,2,2,2,4,3,3
Focus,Adventure,237848,377,7.8,1.85,71000,PG13,2012,94,16000000,-26582235.14,-65937331.7,2,2,4,4,3,3
DW,Comedy,185258,404,7.2,2.35,0,R,2003,91,24000000,-20059891.96,-31439534,4,3,2,4,3,3
Par.,Musical,170027,350,7.2,2.35,13000,PG13,1978,110,6000000,-2045007.588,113598418.1,1,3,2,4,3,3
Sony,Animation,64387,85,6.5,2.35,15000,PG,2013,95,78000000,33795466.71,121789082.4,2,2,2,2,3,3
Sum.,Adventure,72715,103,6.5,1.85,0,R,2008,109,19000000,-21963509.83,-87575634.3,1,3,4,4,3,3
NL,Action,38348,135,6.1,2.35,0,R,2003,109,36000000,-8059891.96,-74143957,2,3,2,2,3,3
FoxS,Drama,67760,226,7.3,2.35,0,R,2009,112,7000000,-33301245.04,-75565961.1,2,2,2,4,3,3
LGF,Action,48245,154,5.4,1.85,0,R,2008,99,45000000,4036490.17,-63844180.3,2,3,4,2,3,3
WB,Crime,280228,420,7.6,2.35,29000,R,2010,125,37000000,-6423745.41,42717219.5,2,2,2,2,3,3
Uni.,Action,87768,187,6.3,2.35,12000,R,2010,111,32000000,-11423745.41,-92899025.5,1,2,2,4,3,3
Fox,Action,149947,326,6.8,2.35,18000,PG13,2010,98,100000000,56576254.59,56496549.5,2,3,2,1,3,3
Fox,Action,81523,214,5.6,2.35,0,PG13,2008,101,70000000,29036490.17,-34222962.3,2,3,3,2,3,3
WB,Drama,97047,452,6.8,2.35,0,R,1999,150,55000000,12481720.35,-1188247,2,2,2,1,3,3
Fox,Comedy,247289,611,7.1,1.85,0,R,1998,119,23000000,-20592584.27,264632102,2,3,2,4,3,3
BV,Comedy,54723,99,6.2,1.85,0,PG,1984,111,8000000,-5386511.32,13184059.32,2,3,4,4,3,3
Uni.,Crime,113295,235,7.1,2.35,0,PG13,2009,127,60000000,19698754.96,-27244205.1,2,2,2,4,3,3
SonR,Comedy,246492,685,6.4,1.85,7000,PG13,2006,107,82500000,44605274.32,150580874.2,2,3,2,3,3,3
Wein.,Drama,141425,283,7.4,1.66,25000,R,2010,112,1000000,-42423745.41,-98953182.5,4,1,2,2,3,3
WB,Action,57873,414,6.1,2.35,0,PG,2008,135,120000000,79036490.17,-12385804.3,2,2,2,1,3,3
MGM,Crime,73068,419,6.8,2.35,0,R,1999,113,48000000,5481720.35,22886102,2,3,2,4,3,3
FoxS,Action,94892,189,6.8,2.35,0,R,2008,109,20000000,-20963509.83,-40761701.3,2,2,1,1,3,3
CBS,Comedy,40654,97,5.3,2.35,0,PG13,2010,106,35000000,-8423745.41,-33831908.5,1,3,1,2,3,3
WBNL,Action,67296,133,5.8,1.85,0,PG,2012,94,79000000,36417764.86,221492262.3,2,3,2,2,3,3
Sony,Comedy,143251,710,7.7,1.85,0,R,2002,114,19000000,-22044295.73,-77773159.5,2,2,2,2,3,3
Uni.,Comedy,136680,149,6.4,2.35,13000,R,2011,112,52000000,12750896.65,-35531119.6,2,3,2,3,3,3
CIP,Horror,157857,1191,7.9,2.35,12000,R,1978,91,300000,-7745007.588,1784648.12,3,4,3,4,3,3
WB,Comedy,85629,144,6,1.85,14000,R,2015,100,40000000,-2177171.7,-41164202.7,2,3,2,2,3,3
Fox,Comedy,58957,91,6,1.85,0,R,2011,106,20000000,-19249103.35,-80555460.6,2,2,2,4,3,3
Uni.,Action,91640,210,5.6,2.35,20000,PG13,2013,96,130000000,85795466.71,-64947038.6,2,2,2,2,3,3
Sony,Adventure,27257,59,5.4,1.85,0,PG,2013,105,105000000,60795466.71,220838639.4,2,2,2,3,3,3
Anch.,Horror,56402,209,6.3,2.35,17000,R,2010,108,2000000,-41423745.41,-110736107.5,3,3,3,2,3,3
WB,Comedy,216486,242,6.9,1.85,0,PG13,1994,86,15000000,-13472296.88,4631987.2,2,4,4,4,3,3
Sony,Action,63599,208,5.8,2.35,0,PG13,2005,110,50000000,9231497.34,-51786088.13,2,3,2,2,3,3
Sony,Action,72259,788,6.4,1.85,0,PG13,2001,106,137000000,94363337.62,-23308933.4,2,3,2,1,3,3
WDim.,Comedy,50337,177,3.5,1.85,13000,PG13,2013,86,20000000,-24204533.29,-48216794.6,1,3,2,4,3,3
Uni.,Drama,169023,703,7.1,1.85,10000,PG13,1998,178,90000000,46407415.73,37687551,2,3,2,2,3,3
Sony,Adventure,41259,72,6.1,2.35,0,PG,2009,91,70000000,29698754.96,-10082634.1,2,3,2,4,3,3
Fox,Fantasy,357581,588,7.9,1.85,16000,PG13,1990,105,20000000,-3710019.13,-29806990.17,1,1,1,2,3,3
BV,Adventure,48806,263,7.3,2.35,11000,PG,2006,120,40000000,2105274.32,33355569.17,1,2,4,4,3,3
WBNL,Comedy,146899,185,6.4,2.35,0,PG13,2009,102,20000000,-20301245.04,21239076.9,2,3,2,1,3,3
NL,Drama,121937,431,7.6,1.85,15000,PG13,2001,132,22000000,-20636662.38,-68169868.4,1,3,4,2,3,3
NL,Biography,70771,671,6.7,2.35,0,PG13,2005,135,30000000,-10768502.66,-65684514.13,2,3,2,4,3,3
Sony,Comedy,80305,393,5.7,1.85,0,R,2001,89,16000000,-26636662.38,-41972431.4,1,2,3,4,3,3
NL,Action,121084,221,6.2,2.35,0,PG13,2007,91,140000000,100615497.1,153894334.5,4,2,2,2,3,3
CBS,Comedy,106755,173,6.6,2.35,27000,PG13,2013,105,28000000,-16204533.29,7806911.4,2,2,1,2,3,3
Sum.,Action,80556,184,6.6,2.35,0,PG13,2008,115,20000000,-20963509.83,-64704139.3,1,3,4,4,3,3
Sony,Comedy,34258,178,6.3,2.35,0,PG13,2012,100,30000000,-12582235.14,-19919446.7,1,2,2,2,3,3
Uni.,Comedy,88714,235,6.3,1.85,0,PG,2007,90,25000000,-14384502.9,125608445.5,2,3,1,2,3,3
Sony,Mystery,51996,302,7,2.35,0,R,1999,100,16000000,-26518279.65,-82854991,1,2,2,2,3,3
WBNL,Drama,74476,184,7.4,2.35,15000,PG13,2009,109,30000000,-10301245.04,-19313524.1,2,2,2,4,3,3
CBS,Drama,64190,129,5.6,2.35,16000,PG13,2011,86,17000000,-22249103.35,-67815985.6,2,3,4,2,3,3
Sony,Drama,168314,903,7.3,1.85,12000,R,2004,104,27000000,-16358824.19,5518289.3,2,2,2,3,3,3
Over.,Comedy,109620,268,6.2,2.35,15000,R,2009,93,24000000,-16301245.04,-46299041.1,2,2,2,4,3,3
BV,Action,60326,142,5.8,2.35,2000,R,1997,125,50000000,6931143.78,-67319541.6,2,2,2,4,3,3
WB,Action,112769,305,6.6,2.35,0,PG13,2006,105,55000000,17105274.32,-21435703.83,2,3,2,4,3,3
Par.,Drama,171882,292,7.8,1.85,14000,PG13,1993,118,11000000,-11558951.85,-56736747.79,1,1,2,4,3,3
Uni.,Action,110073,194,6.2,2.35,0,PG13,2011,104,75000000,35750896.65,41949066.4,2,2,2,2,3,3
Uni.,Comedy,115099,257,5.4,2.35,2000,PG,2007,96,175000000,135615497.1,68872101.5,2,3,2,4,3,3
SPC,Drama,150082,384,7.3,2.35,36000,PG13,2013,98,18000000,-26204533.29,-29090057.6,2,2,2,4,3,3
Rela.,Drama,43084,99,6.7,2.35,19000,PG13,2014,117,26000000,-15642067.61,-99477581.8,2,2,2,2,3,3
WB,Comedy,81334,291,6.5,1.85,0,PG13,2007,96,40000000,615497.1,41768523.5,2,3,4,4,3,3
Col.,Adventure,192775,559,8.4,2.2,11000,PG,1962,216,15000000,1720666.67,36393303,4,3,2,1,3,3
WB,Drama,190990,915,7.3,1.85,23000,PG13,2006,96,35000000,-2894725.68,-71795534.83,2,1,2,2,3,3
Par.,Action,103241,742,7.1,2.35,5000,R,2002,138,75000000,33955704.27,4086451.5,2,3,2,2,3,3
SPC,Adventure,126307,210,6.8,1.85,19000,PG13,2009,123,30000000,-10301245.04,-53219624.1,2,3,2,4,3,3
UA,Drama,264533,609,8.1,2.35,12000,PG13,2004,121,17500000,-25858824.19,-71986737.7,1,3,1,2,3,3
CBS,Action,80574,157,6.5,2.35,12000,R,2010,98,24000000,-19423745.41,-88227190.5,2,2,2,4,3,3
BV,Comedy,87785,362,6.8,1.85,0,PG,1999,131,100000000,57481720.35,-7719079,2,2,2,2,3,3
Uni.,Comedy,100837,301,6.4,1.85,0,R,2009,146,75000000,34698754.96,-53569417.1,2,2,2,4,3,3
ParV,Drama,243799,908,7.5,1.85,0,R,2006,143,25000000,-12894725.68,48229757.17,2,2,3,2,3,3
Fox,Comedy,127571,207,6.3,2.35,0,PG13,2010,97,55000000,11576254.59,40954963.5,2,3,2,2,3,3
PDW,Drama,125109,593,6.7,2.35,16000,PG13,2009,136,65000000,24698754.96,-21502813.1,2,2,2,2,3,3
PDW,Action,172754,187,7.3,2.35,13000,PG,2010,95,130000000,86576254.59,210576848.5,2,2,2,2,3,3
BV,Drama,44966,411,5.6,2.35,0,PG13,2005,105,30000000,-10768502.66,-70747434.13,2,2,2,4,3,3
LGF,Action,48999,280,6,2.35,0,R,2008,107,20500000,-20463509.83,-96242197.3,1,3,4,4,3,3
Par.,Fantasy,63855,248,6.6,1.85,0,R,1989,103,11500000,-7166469.65,-27915884.31,1,3,4,4,3,3
LGF,Crime,152247,189,7.3,2.35,0,R,2008,112,20000000,-20963509.83,-41508774.3,2,3,4,4,3,3
Uni.,Comedy,106909,268,5.9,1.85,0,PG13,2004,90,42000000,-1358824.19,61976648.3,2,2,2,3,3,3
Mira.,Comedy,58260,286,7.7,1.85,0,R,2003,88,500000,-43559891.96,-109815069,4,2,3,4,3,3
WB,Crime,75201,256,6.6,2.35,0,R,2010,117,80000000,36576254.59,-36407577.5,4,2,2,4,3,3
LGF,Horror,47169,162,5.9,2.35,17000,PG13,2012,92,14000000,-28582235.14,-48754422.7,2,3,4,2,3,3
WBNL,Comedy,132048,203,6.4,2.35,12000,PG13,2009,129,40000000,-301245.04,62231041.9,2,2,2,2,3,3
Saban,Drama,21370,132,6.6,2.35,0,R,2014,122,16000000,-25642067.61,-132973805.8,1,2,1,2,3,3
Dim.,Horror,98535,734,5.5,2.35,0,R,2000,116,40000000,-4777522.94,60514458.4,2,2,4,2,3,3
USA,Comedy,254404,840,7.8,1.85,0,R,1999,112,13000000,-29518279.65,-78555483,2,2,2,2,3,3
Fox,Adventure,102338,450,6.6,2.35,0,PG13,2008,165,130000000,89036490.17,-56777568.3,2,2,2,4,3,3
WB,Biography,102728,279,6.6,2.35,16000,R,2011,137,35000000,-4249103.35,-26375526.6,1,2,2,1,3,3
Par.,Drama,459346,822,7.8,2.35,23000,PG13,2008,166,150000000,109036490.2,227600512.7,2,2,2,2,3,3
LGS,Action,44891,202,4.2,2.35,12000,PG13,2014,99,70000000,28357932.39,-74124342.8,2,3,2,4,3,3
MGM,Fantasy,105446,321,7.4,2.35,11000,PG,1982,114,10700000,-3483333.33,33241794.92,1,3,1,2,3,3
Uni.,Crime,63363,644,5.6,2.35,0,R,2006,121,50000000,12105274.32,-37989222.83,2,2,2,4,3,3
FoxS,Drama,136367,975,6.7,1.85,39000,PG13,2011,139,32000000,-7249103.35,-56307330.6,2,1,4,2,3,3
Fox,Action,98629,316,7.2,1.85,0,R,1986,116,16000000,3017016.47,-43374731.53,2,3,1,2,3,3
Sony,Comedy,182757,483,6.9,1.85,19000,PG13,2006,136,85000000,47105274.32,107068275.2,2,2,2,2,3,3
WB,Drama,114321,548,6.8,2.35,0,PG,2006,99,40000000,2105274.32,27729686.17,2,2,5,3,3,3
ORF,Comedy,56605,89,7.3,2.35,23000,R,2015,103,700000,-41477171.7,-134888874.7,3,3,1,4,3,3
UA,Comedy,143086,211,8.6,1.37,0,G,1936,87,1500000,307000,2950000,1,3,4,4,3,3
Dis.,Comedy,107408,259,7.8,1.66,0,Approved,1964,139,6000000,2093104.875,60923176.37,1,3,4,2,3,3
Sony,Crime,127528,422,6.6,2.35,0,PG13,2008,90,40000000,-963509.83,44829920.7,2,3,2,4,3,3
Par.,Comedy,156717,357,6.4,1.85,0,PG13,2003,116,50000000,5940108.04,58876558,1,3,4,2,3,3
Fox,Action,171418,619,6.4,2.35,17000,R,2010,107,40000000,-3423745.41,14939896.5,4,3,2,4,3,3
Fox,Comedy,75152,288,5.8,1.85,0,PG,2003,98,40000000,-4059891.96,71717230,2,1,2,2,3,3
Col.,Drama,181879,319,7.6,2.35,0,R,1992,138,40000000,18183266.07,156331158.5,2,3,2,2,3,3
PDW,Adventure,123553,174,7.3,1.85,25000,PG,2012,97,145000000,102417764.9,172741172.3,2,2,2,2,3,3
Sony,Drama,83786,231,7.5,2.35,0,R,2007,124,20000000,-19384502.9,-81905590.5,2,2,2,4,3,3
Uni.,Comedy,318634,1004,7.7,2.35,52000,R,2003,135,40000000,-4059891.96,126436883,4,3,2,2,3,3
Sony,Comedy,71754,166,7.2,2.35,0,PG,1992,128,40000000,18183266.07,20549765.48,2,3,2,2,3,3
ORF,Action,59248,164,5.6,1.85,48000,R,2013,107,12000000,-32204533.29,-111587377.6,2,3,2,4,3,3
Fox,Action,23546,92,6.3,2.35,819,G,1971,98,2500000,-641833.333,-18737338,4,3,4,2,3,3
WB,Action,213668,270,7.8,1.85,0,PG13,1993,130,40000000,17441048.15,282139012.2,2,3,4,3,3,3
FoxS,Biography,145580,351,7.7,2.35,0,R,2006,121,6000000,-31894725.68,-39072454.83,1,4,3,2,3,3
Uni.,Comedy,162331,332,6.3,2.35,0,R,2003,103,55000000,10940108.04,112954320,2,3,2,2,3,3
NL,Drama,189032,560,7.9,2.35,0,R,1997,155,15000000,-28068856.22,-72387103.6,2,3,2,5,3,3
RTWC,Crime,83234,475,5.7,1.85,30000,R,2013,90,4800000,-39404533.29,-116258151.6,2,3,4,4,3,3
RKO,Drama,275720,706,8.6,1.37,41000,PG,1946,130,3180000,753333.333,-6150000,1,3,4,4,3,3
WB,Action,107227,279,7.3,2.35,3000,R,1998,140,50000000,6407415.73,-60704868,2,4,4,5,3,3
Col.,Comedy,149108,273,7.6,1.85,0,R,1989,96,16000000,-2666469.65,7438194.69,2,2,1,2,3,3
Sony,Action,137003,658,6.9,2.35,0,PG13,2001,132,65000000,22363337.62,9046709.6,2,2,4,2,3,3
Par.,Action,77029,466,5.4,2.35,0,PG13,2003,136,60000000,15940108.04,-44286616,2,2,2,2,3,3
Fox,SciFi,163130,1264,5,1.85,6000,R,2008,91,60000000,19036490.17,57072228.7,2,3,2,2,3,3
Par.,Horror,120416,857,6.7,2.35,10000,R,1997,96,60000000,16931143.78,-88815455.6,2,2,2,1,3,3
BV,Biography,142416,420,7.9,1.85,0,R,1994,127,18000000,-10472296.88,-96697951.8,2,4,2,4,3,3
SPC,Comedy,301149,509,7.7,1.85,78000,PG13,2011,94,30000000,-9249103.35,40137662.4,2,3,4,2,3,3
MGM,Drama,49874,450,4.6,2.35,0,NC17,1995,128,45000000,12973544.18,-80154095.1,1,3,4,4,3,3
Fox,Comedy,153468,204,7.3,1.85,0,PG,1988,104,18000000,3706842.11,97072745.35,2,3,2,4,3,3
WBNL,Horror,75345,290,5.2,2.35,0,R,2009,82,40000000,-301245.04,71138739.9,4,3,2,4,3,3
UA,Adventure,165638,301,8.3,2.35,8000,Approved,1963,172,4000000,-4859285.714,-20293615.71,1,4,4,1,3,3
Sony,Drama,112175,329,7.5,1.85,11000,R,1994,133,30000000,1527703.12,58053474.2,2,4,2,1,3,3
Over.,Horror,93272,251,6.5,2.35,0,R,2010,101,20000000,-23423745.41,-56352776.5,2,3,2,1,3,3
Par.,Action,126464,175,7.3,1.85,0,R,1984,105,15000000,1613488.68,259723203.3,2,3,4,2,3,3
WB,Action,99043,643,5.8,2.35,0,R,1999,105,60000000,17481720.35,-27770851,2,3,4,4,3,3
Fox,Adventure,22838,56,4.4,1.85,0,G,2011,87,75000000,35750896.65,231713878.4,2,2,4,4,3,3
WB,Drama,76303,376,5.6,2.35,0,PG13,2009,115,30000000,-10301245.04,-81694868.1,2,4,2,2,3,3
WB,Comedy,90374,318,6.7,1.85,0,R,2000,98,41300000,-3477522.94,5051833.4,2,2,4,4,3,3
Fox,Biography,89424,224,7.2,2.35,0,R,2000,129,32000000,-12777522.94,-52504908.6,2,3,2,2,3,3
Sony,Adventure,55889,390,6.4,2.35,0,R,1999,148,60000000,17481720.35,-34442762,2,1,4,2,3,3
BV,Adventure,117212,367,7.2,1.66,0,PG,2002,85,80000000,38955704.27,35197194.5,4,3,4,2,3,3
Par.,Action,142440,505,6.3,2.35,3000,PG13,2007,115,70000000,30615497.1,91607977.5,2,2,2,2,3,3
WBNL,Comedy,95437,211,5.7,1.85,9000,PG13,2010,125,52000000,8576254.59,105176737.5,2,3,2,3,3,3
Sony,Drama,149222,749,6.9,1.85,0,R,1999,97,10500000,-32018279.65,-25516871,3,1,1,4,3,3
NM,Drama,179235,2814,7.1,2.35,13000,R,2004,127,30000000,-13358824.19,501912682.3,2,3,4,4,3,3
