ID,director_facebook_likes,cast_total_facebook_likes,num_voted_users,num_user_for_reviews,imdb_score,movie_facebook_likes,Revenue,Budget,profit,response
386,127,2121,440084,755,8,122000,609016565,120000000,489016565,Profit
387,102,25462,357275,1061,7.6,18000,34266564,7000000,27266564,Profit
388,117,49743,87165,184,6.5,12000,123494610,40000000,83494610,Profit
389,97,16999,171568,571,6.7,0,281929795,25000000,256929795,Profit
390,96,10886,54010,130,6.1,13000,240360392,50000000,190360392,Profit
391,122,19078,822500,2715,8.4,22000,356296601,15000000,341296601,Profit
392,124,20553,333248,1159,6.4,19000,544272402,125000000,419272402,Profit
393,126,39319,343274,742,7.7,18000,263920180,90000000,173920180,Profit
394,137,2938,103589,351,7.2,35000,163442937,65000000,98442937,Profit
395,126,22722,348861,798,6.5,0,478207520,110000000,368207520,Profit
396,133,2371,74009,317,6.6,0,156167015,32000000,124167015,Profit
397,116,17347,561773,871,8.2,28000,269958228,33000000,236958228,Profit
398,89,26839,56501,97,6.7,16000,466183544,80000000,386183544,Profit
399,100,12150,157016,824,5.7,0,274703340,115000000,159703340,Profit
400,99,1375,213863,310,6.4,59000,179379533,65000000,114379533,Profit
401,118,26683,174578,534,5.8,0,302469017,175000000,127469017,Profit
402,78,2039,128285,297,7.3,0,169327687,100000000,69327687,Profit
403,97,5547,160418,296,5.7,16000,216197492,20000000,196197492,Profit
404,111,24928,238916,328,7.1,32000,71664962,58000000,13664962,Profit
405,108,3660,340085,327,7.8,12000,3.32E+08,40000000,2.92E+08,Profit
406,178,1976,736638,1065,8.4,17000,2.10E+08,72000000,1.38E+08,Profit
407,109,14073,155745,1053,6.8,10000,104478416,50000000,54478416,Profit
408,94,2259,13562,103,6.1,19000,88923251,18000000,70923251,Profit
409,115,1554,78008,160,6.7,23000,97594140,28000000,69594140,Profit
410,83,25788,124641,289,6.6,0,171757863,60000000,111757863,Profit
411,114,5095,236421,515,7.3,70000,188133322,90000000,98133322,Profit
412,116,20233,189806,316,6.7,16000,170432927,100000000,70432927,Profit
413,97,2480,89351,214,7.1,5000,267045765,105000000,162045765,Profit
414,172,22686,284825,828,7.5,124000,130482868,102000000,28482868,Profit
415,122,72115,533607,692,7.8,117000,205738714,21000000,184738714,Profit
416,101,956,268581,1109,7.6,20000,209947037,17000000,192947037,Profit
417,109,17866,33856,147,7.3,34000,61619773,11000000,50619773,Profit
418,96,12071,165333,186,7,19000,484635760,90000000,394635760,Profit
419,118,14024,141179,419,5.9,9000,226497209,95000000,131497209,Profit
420,106,1819,57349,177,6.4,0,32248241,12000000,20248241,Profit
421,119,2958,149680,328,6.5,0,333011068,110000000,223011068,Profit
422,101,36892,51326,116,6.5,8000,43528634,8500000,35028634,Profit
423,128,7067,197584,918,6.1,42000,89792502,82000000,7792502,Profit
424,120,820,641997,1017,8,13000,377910544,15000000,362910544,Profit
425,105,26233,165792,392,6.7,44000,31327899,20000000,11327899,Profit
426,116,16149,222403,453,6.6,23000,335154643,150000000,185154643,Profit
427,109,20956,270228,194,6.6,41000,150483765,35000000,115483765,Profit
428,122,1484,52894,185,7.3,55000,88880821,22000000,66880821,Profit
429,127,17551,125305,343,6.4,39000,98337295,38000000,60337295,Profit
430,116,12758,334345,2741,6.5,0,591739379,132000000,459739379,Profit
431,133,12285,383784,331,8,12000,354825435,25000000,329825435,Profit
432,92,2184,119974,169,6.6,0,91327197,35000000,56327197,Profit
433,120,1105,74249,276,6.7,0,1.16E+08,7200000,108800000,Profit
434,109,23923,286178,631,6.8,0,326551094,35000000,291551094,Profit
435,102,16143,375879,402,6.5,56000,254455986,80000000,174455986,Profit
436,119,20391,166269,735,7.7,0,85306374,15000000,70306374,Profit
437,127,22254,254841,426,7.1,36000,299268508,110000000,189268508,Profit
438,106,14607,200035,407,7.1,36000,127869379,50200000,77669379,Profit
439,133,2176,680041,760,8.7,32000,108981275,3000000,105981275,Profit
440,94,11984,279179,440,7.6,63000,35692920,18000000,17692920,Profit
441,88,4478,171792,222,7.5,12000,304320254,90000000,214320254,Profit
442,102,24107,34964,150,4.8,28000,55969000,50000000,5969000,Profit
443,126,1008,69534,294,6.3,0,210300000,34000000,176300000,Profit
444,87,3086,259083,763,7.4,0,527068851,75000000,452068851,Profit
445,88,15001,112167,123,6.3,0,2.30E+08,80000000,1.50E+08,Profit
446,95,24205,211226,317,7.2,0,363398565,120000000,243398565,Profit
447,100,22128,246698,471,7.8,64000,469160692,60000000,409160692,Profit
448,110,4210,295375,645,7.6,15000,86915017,40000000,46915017,Profit
449,123,4825,133177,380,6.6,24000,158674180,43000000,115674180,Profit
450,97,37907,222099,549,7.2,10000,53478166,16000000,37478166,Profit
451,107,4631,177383,447,7.4,44000,371940071,130000000,241940071,Profit
452,90,5046,114287,137,6.7,16000,554987477,130000000,424987477,Profit
453,123,14017,182661,681,5.2,0,228738393,110000000,118738393,Profit
454,118,44797,227072,560,6.9,20000,157107755,80000000,77107755,Profit
455,115,38963,38202,135,5.7,41000,122413057,14800000,107613057,Profit
456,84,3629,111526,347,5.5,0,220673217,48000000,172673217,Profit
457,96,28817,414335,881,7.5,10000,231411584,7500000,223911584,Profit
458,136,37723,534658,3597,6.5,13000,924317558,115000000,809317558,Profit
459,123,20499,192930,581,7.8,12000,129266061,30000000,99266061,Profit
460,120,7860,200077,189,6.6,0,358991681,18000000,340991681,Profit
461,165,673,266020,836,8,92000,44349000,4000000,40349000,Profit
462,112,3388,287822,849,7.1,37000,260095987,50000000,210095987,Profit
463,117,13877,461609,1168,8.2,34000,32768670,28000000,4768670,Profit
464,101,1031,58498,99,6.4,0,500188435,103000000,397188435,Profit
465,113,1441,240241,391,7.5,0,261317921,65000000,196317921,Profit
466,87,24770,139114,245,7.8,15000,46471023,40000000,6471023,Profit
467,96,1433,447785,888,8.9,40000,1.00E+06,340000,660000,Profit
468,148,18752,426359,760,8.2,76000,56255142,15000000,41255142,Profit
469,109,15608,195043,329,6.1,27000,144492830,50000000,94492830,Profit
470,131,18204,164238,434,6.4,33000,205366737,150000000,55366737,Profit
471,88,2726,160281,427,7.8,16000,83453539,3500000,79953539,Profit
472,116,20966,260981,373,7.2,0,350448145,30000000,320448145,Profit
473,121,1865,74957,251,6.8,0,161777836,7000000,154777836,Profit
474,125,17611,73950,258,6.8,2000,97572000,7000000,90572000,Profit
475,113,17152,210542,332,6.9,29000,130786397,30000000,100786397,Profit
476,127,2129,613473,895,8.1,19000,920100000,63000000,857100000,Profit
477,131,28544,277505,495,8.3,10000,159157447,14000000,145157447,Profit
478,87,14574,92106,171,5.7,2000,189015611,63000000,126015611,Profit
479,81,3344,13523,95,6.9,0,44107032,4900000,39207032,Profit
480,86,2070,220392,243,6.8,0,1.81E+08,45000000,1.36E+08,Profit
481,121,23484,307539,577,7,0,188072649,92000000,96072649,Profit
482,89,3285,146019,119,6.7,0,603900354,150000000,453900354,Profit
483,126,18726,167967,243,7.1,20000,156835339,30000000,126835339,Profit
484,91,3969,177828,714,7.3,11000,90259536,30000000,60259536,Profit
485,104,13076,530870,1413,7.2,11000,585349010,150000000,435349010,Profit
486,143,16007,63330,405,6.4,0,1.39E+08,35000000,1.04E+08,Profit
487,82,3442,387508,1123,8.6,23000,10462500,950000,9512500,Profit
488,106,33645,245152,1344,7.2,0,248118121,75000000,173118121,Profit
489,101,12406,245621,514,6.4,23000,293329073,110000000,183329073,Profit
490,110,10438,194422,1057,7.4,7000,102356381,28000000,74356381,Profit
491,103,692,66593,153,5.5,31000,563749323,110000000,453749323,Profit
492,176,20354,324671,458,7.8,0,266465037,100000000,166465037,Profit
493,169,29991,240396,2367,6.1,0,391081192,270000000,121081192,Profit
494,101,1026,140740,151,6.1,0,1.70E+08,35000000,1.35E+08,Profit
495,116,23811,275869,389,7.9,36000,129190869,25000000,104190869,Profit
496,150,25517,197412,720,7.4,71000,275293450,65000000,210293450,Profit
497,108,22739,168717,178,6.2,24000,147780440,25000000,122780440,Profit
498,95,16884,66308,225,5.5,0,113006880,56000000,57006880,Profit
499,95,29551,277172,986,7,66000,66486080,30000000,36486080,Profit
500,128,16199,303864,596,7.3,16000,219417255,60000000,159417255,Profit
501,94,15419,145350,643,5.5,0,264105545,92000000,172105545,Profit
502,83,229,133348,204,7.7,0,184925486,1488423,183437063,Profit
503,180,3076,270790,549,8.3,16000,51973029,18000000,33973029,Profit
504,146,23227,318955,460,8.1,75000,124272124,25000000,99272124,Profit
505,117,15590,255257,374,7,0,42431017,27000000,15431017,Profit
506,102,13631,351274,457,8,131000,33400000,13000000,20400000,Profit
507,118,15732,503631,636,8,64000,414211549,15000000,399211549,Profit
508,132,14790,142569,737,5.8,10000,277448382,70000000,207448382,Profit
509,107,389,12276,117,6.3,21000,46069568,20000000,26069568,Profit
510,89,18132,151424,252,6.3,0,122444772,80000000,42444772,Profit
511,201,7123,316018,2618,7.2,0,5.50E+08,207000000,3.43E+08,Profit
512,127,2118,72085,263,6.8,2000,195312802,28000000,167312802,Profit
513,110,13069,219171,388,6.9,19000,356830601,15000000,341830601,Profit
514,92,2848,9509,53,3.5,11000,21164799,20000000,1164799,Profit
515,89,13794,79094,129,5.4,0,114663461,30000000,84663461,Profit
516,148,2566,142448,319,7.9,14000,115229890,27000000,88229890,Profit
517,95,4134,188679,864,6.6,0,152925093,4000000,148925093,Profit
518,147,12954,178126,511,6.6,0,273339556,130000000,143339556,Profit
519,138,1814,212106,1445,5.7,0,245360480,137000000,108360480,Profit
520,108,7872,200260,431,6.4,0,287553595,30000000,257553595,Profit
521,109,7833,6276,55,6.8,16000,7.70E+07,16000000,6.10E+07,Profit
522,107,38751,310540,669,6.7,97000,126041322,32000000,94041322,Profit
523,93,4701,95294,363,7.8,12000,119500000,2600000,116900000,Profit
524,99,1686,395921,859,8,19000,30039392,4000000,26039392,Profit
525,107,24805,92712,294,5.1,6000,31556061,16000000,15556061,Profit
526,106,18669,353442,387,6.9,31000,1.17E+08,35000000,8.20E+07,Profit
527,121,23008,235133,494,8.3,0,2.30E+07,18000000,5.00E+06,Profit
528,106,22590,172217,405,6.3,0,101371017,70000000,31371017,Profit
529,138,27797,80861,431,5.3,24000,71009334,25000000,46009334,Profit
530,101,1272,139184,243,6.4,12000,64572262,36000000,28572262,Profit
531,92,3165,65709,194,5.1,15000,71154592,65000000,6154592,Profit
532,93,2043,157051,261,6.7,29000,1.00E+08,12000000,8.80E+07,Profit
533,113,8398,172112,181,6.7,39000,234989584,50000000,184989584,Profit
534,136,15999,259492,415,7.4,51000,335062621,75000000,260062621,Profit
535,92,2847,57276,146,5.2,0,361366633,60000000,301366633,Profit
536,84,3416,87494,540,6.1,0,28650575,12600000,16050575,Profit
537,106,4482,101178,283,6.3,10000,559852396,200000000,359852396,Profit
538,128,70,18656,137,6.7,933,1.30E+07,3000000,1.00E+07,Profit
539,99,2323,81699,291,5.4,45000,255273813,6500000,248773813,Profit
540,131,1898,74374,225,6.6,0,183700000,27500000,156200000,Profit
541,129,2031,221521,1049,7.2,0,121214377,105000000,16214377,Profit
542,118,27114,98472,492,5.9,0,105316267,88000000,17316267,Profit
543,93,4705,211971,326,6.1,0,798958165,160000000,638958165,Profit
544,131,26679,202382,751,5.9,44000,303025485,209000000,94025485,Profit
545,83,1645,119590,548,5.2,0,141220678,45000000,96220678,Profit
546,120,3632,208422,342,7,3000,160388063,85000000,75388063,Profit
547,93,2444,119213,154,6.9,17000,746921274,145000000,601921274,Profit
548,100,16264,120798,444,6.6,10000,305875730,165000000,140875730,Profit
549,128,3386,50041,116,7.1,23000,63013281,34000000,29013281,Profit
550,88,1178,90360,147,7.5,0,84300000,2600000,81700000,Profit
551,95,15237,72591,289,6.8,0,186053725,120000000,66053725,Profit
552,138,17087,283967,535,7.3,11000,245676146,80000000,165676146,Profit
553,119,11013,172405,203,6.8,0,141407024,19000000,122407024,Profit
554,91,1804,103022,269,6.3,0,260696994,75000000,185696994,Profit
555,122,22370,305929,633,7.7,0,104876233,45000000,59876233,Profit
556,110,4714,141533,786,5.8,0,179265204,78000000,101265204,Profit
557,102,28497,181443,311,6,12000,271430189,80000000,191430189,Profit
558,140,17171,208817,296,7.6,5000,355237933,52000000,303237933,Profit
559,97,36064,86251,260,6.5,58000,66980456,25000000,41980456,Profit
560,100,2036,294810,387,7.8,29000,591794936,260000000,331794936,Profit
561,103,55175,176598,374,6,25000,278346189,100000000,178346189,Profit
562,119,17584,422606,555,7.6,0,169860655,20000000,149860655,Profit
563,118,16758,217507,325,7.2,0,105173115,30000000,75173115,Profit
564,98,337,184641,326,6.9,81000,116980662,35000000,81980662,Profit
565,103,5161,299127,1509,7.7,0,103911669,1200000,102711669,Profit
566,99,12952,266103,456,6.8,11000,196482882,75000000,121482882,Profit
567,136,45271,259519,431,7.5,11000,152944660,57000000,95944660,Profit
568,117,11036,338383,611,8,32000,307077295,55000000,252077295,Profit
569,146,6217,238747,2153,7.1,11000,235926552,100000000,135926552,Profit
570,107,20466,83893,132,6.8,15000,78874843,11000000,67874843,Profit
571,119,29461,176169,548,6.6,0,144056873,40000000,104056873,Profit
572,84,26754,119675,216,6.6,0,346079773,55000000,291079773,Profit
573,110,14609,209133,962,7.6,0,71441250,21000000,50441250,Profit
574,123,15362,225282,339,6.8,0,224012234,75000000,149012234,Profit
575,110,16691,138190,405,6.1,30000,226904017,75000000,151904017,Profit
576,107,1529,101840,193,6.2,0,36230219,12305523,23924696,Profit
577,95,5286,88529,262,5.8,0,113857533,10800000,103057533,Profit
578,110,25964,240962,724,7.7,36000,252276927,38000000,214276927,Profit
579,107,14710,43743,293,5.4,0,70200000,30000000,40200000,Profit
580,94,1024,76791,100,6.1,0,26049082,8000000,18049082,Profit
581,88,2217,33042,90,5.1,0,292817841,150000000,142817841,Profit
582,119,15449,61621,219,7.3,0,1.33E+08,24000000,1.09E+08,Profit
583,114,1766,106416,205,6.3,22000,197687603,195000000,2687603,Profit
584,150,22697,149922,438,6.6,0,419651413,225000000,194651413,Profit
585,101,21276,296904,604,6.7,0,484572835,80000000,404572835,Profit
586,103,259,48675,214,6.8,16000,54418872,5000000,49418872,Profit
587,110,3174,191437,582,7.1,0,131183530,45000000,86183530,Profit
588,188,12940,126357,497,7.3,0,300218018,55000000,245218018,Profit
589,150,1075,497946,761,8.5,21000,120072577,35000000,85072577,Profit
590,110,911,171151,513,6.8,0,30411183,25000000,5411183,Profit
591,103,4722,105478,291,6.2,0,57120318,35000000,22120318,Profit
592,171,4074,131217,380,7.6,0,90000098,70000000,20000098,Profit
593,119,13391,136019,443,5.8,14000,227817248,120000000,107817248,Profit
594,109,390,192462,334,7,42000,97552050,40000000,57552050,Profit
595,125,11135,213476,271,6.9,11000,4.63E+08,14000000,4.49E+08,Profit
596,87,16571,53786,211,6.3,0,95608995,34000000,61608995,Profit
597,114,7099,145270,322,7.6,54000,180274123,42000000,138274123,Profit
598,127,2601,224013,2319,7.6,10000,179213434,52500000,126713434,Profit
599,96,22436,163665,169,6.5,9000,205298907,38000000,167298907,Profit
600,117,16828,200359,1009,7.7,0,181001478,80000000,101001478,Profit
601,102,5178,28621,58,5.9,0,1.24E+08,40000000,8.40E+07,Profit
602,120,12755,357579,1100,7.7,15000,96060858,13000000,83060858,Profit
603,105,8281,128629,348,5.9,98000,112265139,69000000,43265139,Profit
604,104,18322,145852,164,6.8,32000,196114570,30000000,166114570,Profit
605,113,34738,173530,264,6.7,40000,105200903,60000000,45200903,Profit
606,129,1397,261069,506,7.8,25000,109423648,50000000,59423648,Profit
607,161,1035,149444,273,8.2,0,33300000,3000000,30300000,Profit
608,120,22750,135601,493,6.1,0,140464664,75000000,65464664,Profit
609,121,762,48636,214,6.2,0,1.60E+08,36000000,1.24E+08,Profit
610,108,24286,260442,507,7,0,330444045,55000000,275444045,Profit
611,103,2857,118951,1382,4.2,18000,318502923,150000000,168502923,Profit
612,124,13864,161972,356,8.2,9000,26010864,5000000,21010864,Profit
613,96,3151,40883,122,6.8,11000,108255770,60000000,48255770,Profit
614,110,2239,155153,524,6.8,58000,77712439,3000000,74712439,Profit
615,101,638,149835,243,6.6,0,42105111,24000000,18105111,Profit
616,92,16982,276746,264,7.1,19000,74952305,8000000,66952305,Profit
617,110,1954,187181,564,7,0,2.15E+08,41000000,1.74E+08,Profit
618,121,1261,203963,420,7.6,58000,149295601,40000000,109295601,Profit
619,127,6171,127497,287,6.6,0,285444603,140000000,145444603,Profit
620,96,1919,103787,615,5.9,3000,123729176,80000000,43729176,Profit
621,107,662,142496,399,7.1,0,340487652,85000000,255487652,Profit
622,106,561,65044,173,5,13000,82087155,35000000,47087155,Profit
623,99,663,21034,153,5.8,23000,101332962,12000000,89332962,Profit
624,98,14007,43328,110,5.7,0,106303988,50000000,56303988,Profit
625,98,4567,29867,181,6.2,27000,61548707,15000000,46548707,Profit
626,82,2945,38438,241,6.5,0,354248063,127500000,226748063,Profit
627,98,20453,485430,492,8.2,33000,494878759,165000000,329878759,Profit
628,113,80849,199039,479,6.2,82000,245527149,150000000,95527149,Profit
629,92,1953,189413,306,7.5,15000,73326666,15000000,58326666,Profit
630,113,764,106446,227,6.3,11000,415686217,155000000,260686217,Profit
631,118,13426,244840,372,6.6,0,368100420,70000000,298100420,Profit
632,147,8484,235992,1768,8,16000,20117339,15000000,5117339,Profit
633,116,32563,58023,281,6.3,0,116672912,70000000,46672912,Profit
634,141,12840,199056,387,7.8,14000,113020255,55000000,58020255,Profit
635,114,46944,194489,192,7.3,12000,25739015,18000000,7739015,Profit
636,188,1906,241030,1437,8,13000,48451803,37000000,11451803,Profit
637,104,29505,271691,243,6.8,0,225990978,70000000,155990978,Profit
638,129,20056,86422,363,6.6,0,96105964,80000000,16105964,Profit
639,107,43291,183208,337,7.2,26000,245724603,135000000,110724603,Profit
640,108,16031,52888,175,6.5,0,35424826,22000000,13424826,Profit
641,88,5227,31649,98,4.5,2000,443140005,75000000,368140005,Profit
642,136,34839,263329,899,6.9,0,162949164,126000000,36949164,Profit
643,124,23603,146134,393,6.4,0,315156409,85000000,230156409,Profit
644,121,13421,186879,791,6.2,0,155446362,50000000,105446362,Profit
645,109,26625,101977,161,6.5,0,63100000,25000000,38100000,Profit
646,136,12396,135404,318,6.7,0,250288523,95000000,155288523,Profit
647,154,11945,317166,928,7.7,0,456758981,140000000,316758981,Profit
648,96,2936,136667,273,7.1,13000,38119483,22700000,15419483,Profit
649,91,2158,382240,660,8.3,14000,5028948,400000,4628948,Profit
650,125,33865,178731,261,7.7,0,206678440,26000000,180678440,Profit
651,95,1991,342585,839,8.5,18000,9440272,1800000,7640272,Profit
652,142,19454,207613,1144,7.1,4000,215294342,110000000,105294342,Profit
653,139,1474,224671,470,7.7,11000,314178011,50000000,264178011,Profit
654,133,53094,283563,312,7.6,27000,110206216,50000000,60206216,Profit
655,81,399,186786,3400,6.4,0,2.48E+08,25000,247975000,Profit
656,90,664,160440,394,6.6,0,347325802,90000000,257325802,Profit
657,115,9578,205284,439,7.3,22000,177243185,20000000,157243185,Profit
658,162,15912,142067,457,7.4,0,231976425,27000000,204976425,Profit
659,95,8134,315549,789,7,0,235483004,11000000,224483004,Profit
660,96,28071,110390,522,7.2,6000,137587063,60000000,77587063,Profit
661,150,12289,200556,611,7.4,15000,171120329,90000000,81120329,Profit
662,118,57426,375456,292,7.4,44000,142851197,50000000,92851197,Profit
663,98,7461,115050,911,5.9,4000,183474602,10000000,173474602,Profit
664,206,24598,138863,1390,5.5,0,167298192,155000000,12298192,Profit
665,97,5032,245989,554,7,0,129042871,17000000,112042871,Profit
666,140,20440,63493,302,5.7,26000,204594016,60000000,144594016,Profit
667,154,25522,239540,462,7.5,0,39673162,12000000,27673162,Profit
668,98,2630,136580,545,7.6,15000,9.40E+07,15000000,7.90E+07,Profit
669,146,46726,116159,488,7.2,28000,177584879,66000000,111584879,Profit
670,128,14747,109188,625,7,0,9.40E+07,50000000,4.40E+07,Profit
671,96,3492,111087,319,5.9,0,139352633,10000000,129352633,Profit
672,132,7081,136954,346,6.5,32000,203277636,66000000,137277636,Profit
673,110,21554,96565,135,5.5,0,1.36E+08,40000000,9.60E+07,Profit
674,96,3119,90070,248,7.1,11000,48572000,11000000,37572000,Profit
675,106,2270,91017,284,7.2,0,5.00E+07,6000000,4.40E+07,Profit
676,98,6742,122187,339,6.1,0,96455697,37000000,59455697,Profit
677,96,3013,20885,60,6.1,0,11122090,6000000,5122090,Profit
678,113,13446,156348,380,5.5,0,201596308,90000000,111596308,Profit
679,104,12170,92074,502,6.4,0,40283321,15000000,25283321,Profit
680,125,52201,181380,223,6.9,0,441286195,25000000,416286195,Profit
681,87,1461,114692,285,6.1,2000,160583018,40000000,120583018,Profit
682,115,74382,80580,375,6.7,0,202292902,50000000,152292902,Profit
683,111,2978,124501,154,6.1,0,160259319,30000000,130259319,Profit
684,131,1520,51314,265,5.7,0,187884007,20000000,167884007,Profit
685,121,1323,150308,498,7.3,18000,152500343,25000000,127500343,Profit
686,100,17902,198701,1138,6.7,0,102441078,33000000,69441078,Profit
687,107,14006,60476,97,5.9,0,157920733,60000000,97920733,Profit
688,87,29050,156267,340,6.3,0,85167639,32000000,53167639,Profit
689,89,5855,93748,410,5.1,1000,178262620,45000000,133262620,Profit
690,103,19168,202967,378,6.6,36000,2.90E+07,28000000,1.00E+06,Profit
691,143,33160,400292,657,8,14000,170877916,100000000,70877916,Profit
692,139,5458,54096,494,7.5,0,68296293,22000000,46296293,Profit
693,142,1769,59941,452,6.8,0,81974493,7000000,74974493,Profit
694,236,2398,186485,382,8,0,424208848,22000000,402208848,Profit
695,111,4696,156929,624,7.7,14000,27200316,27000000,200316,Profit
696,129,19148,273108,646,7.6,0,184376254,45000000,139376254,Profit
697,106,1675,271592,2335,6.7,0,408247917,72000000,336247917,Profit
698,77,368,72639,371,7,19000,424760,7000,417760,Profit
699,101,74,144021,391,7.1,0,1.29E+08,27000000,1.02E+08,Profit
700,109,13388,124185,238,6.1,11000,215283742,150000000,65283742,Profit
701,107,4046,100821,554,4.8,0,259175788,120000000,139175788,Profit
702,99,12831,72326,116,6.1,0,212874442,80000000,132874442,Profit
703,129,2387,175607,252,8.3,0,159616327,5500000,154116327,Profit
704,88,33822,30055,70,5.9,593,55181129,50000000,5181129,Profit
705,99,16184,152826,253,5.8,19000,3.01E+08,150000000,1.51E+08,Profit
706,113,103354,93790,288,6.6,0,77944725,52000000,25944725,Profit
707,108,19945,104356,186,6.3,14000,114977104,25000000,89977104,Profit
708,92,6137,25484,189,5.1,13000,54819301,30000000,24819301,Profit
709,89,1367,54101,210,5.8,15000,160602194,50000000,110602194,Profit
710,93,28767,196422,444,7,0,42931041,12000000,30931041,Profit
711,176,1004,144337,309,6.1,0,264218220,175000000,89218220,Profit
712,94,24994,281649,458,7.7,21000,8203235,5000000,3203235,Profit
713,120,129,217740,1641,7.9,0,213525736,17000000,196525736,Profit
714,140,64599,230931,585,7,0,214104620,80000000,134104620,Profit
715,158,533,372990,1107,8.1,16000,76181545,25000000,51181545,Profit
716,128,2507,132423,349,7.2,15000,60222298,45000000,15222298,Profit
717,92,3101,76207,194,6,0,68233629,11000000,57233629,Profit
718,100,2968,61321,217,6.2,0,86369815,35000000,51369815,Profit
719,178,5074,110394,433,7.7,0,124731534,40000000,84731534,Profit
720,132,1873,212204,738,6.6,24000,284139100,250000000,34139100,Profit
721,102,2488,104066,207,5.7,15000,68267862,68000000,267862,Profit
722,110,2382,40469,135,6.1,0,27640028,20000000,7640028,Profit
723,114,214,209396,580,6.8,11000,94679598,25000000,69679598,Profit
724,101,32015,321283,1848,7.8,17000,119723856,4000000,115723856,Profit
725,110,26451,262153,507,7.8,10000,56308881,27000000,29308881,Profit
726,100,4606,190030,583,8,30000,133432856,15000000,118432856,Profit
727,99,1066,47364,75,6.5,0,48190704,44000000,4190704,Profit
728,110,46646,108843,281,6.1,54000,167221571,7000000,160221571,Profit
729,95,3092,62861,232,5.9,0,70067909,19000000,51067909,Profit
730,97,19404,260607,485,7.9,47000,9760104,5000000,4760104,Profit
731,107,3066,225102,862,7.8,16000,7.10E+07,26000000,4.50E+07,Profit
732,96,799,51204,247,4.6,26000,142817992,5000000,137817992,Profit
733,121,1446,128010,136,6.7,0,321731527,35000000,286731527,Profit
734,101,16926,61360,129,6.6,25000,36606743,20000000,16606743,Profit
735,135,2575,143696,241,7.6,0,200512643,30000000,170512643,Profit
736,100,15369,91151,283,5.4,20000,89162162,42000000,47162162,Profit
737,101,42918,149285,668,7.5,10000,25504513,1800000,23704513,Profit
738,104,4082,96233,313,7.4,26000,32935319,11000000,21935319,Profit
739,132,1933,172792,1740,6.6,0,97607453,50000000,47607453,Profit
740,83,22813,127345,250,6.8,0,155019340,80000000,75019340,Profit
741,82,505,297014,1198,7.3,0,261572744,18000000,243572744,Profit
742,141,4528,190439,351,7.2,0,378882411,115000000,263882411,Profit
743,102,2509,291875,533,8.1,14000,16538431,2777000,13761431,Profit
744,94,2725,162909,795,6.2,0,296633907,63000000,233633907,Profit
745,108,7273,193770,2003,6.5,0,256697520,60000000,196697520,Profit
746,114,428,81444,192,6.2,955,88323487,50000000,38323487,Profit
747,110,13396,57266,89,5.7,14000,79700000,40000000,39700000,Profit
748,88,4499,84325,205,5.4,0,147934180,35000000,112934180,Profit
749,70,63,94225,136,7.4,0,267447150,858000,266589150,Profit
750,122,583,22369,100,6.6,21000,85978266,10000000,75978266,Profit
751,98,24082,85531,152,5.5,0,310650585,100000000,210650585,Profit
752,119,17768,151812,556,6.5,0,250821495,65000000,185821495,Profit
753,97,2403,25210,126,5.2,13000,52882018,10000000,42882018,Profit
754,127,16034,212085,492,7.7,15000,135560026,70000000,65560026,Profit
755,123,88953,141663,383,7,20000,41596251,20000000,21596251,Profit
756,118,27674,102248,403,6.1,34000,154984035,70000000,84984035,Profit
757,183,34025,232577,1026,8.2,11000,5.00E+07,15000000,3.50E+07,Profit
758,90,2203,160321,178,6.3,0,212385533,30000000,182385533,Profit
759,131,5103,188887,662,7.6,0,96976270,70000000,26976270,Profit
760,106,24938,211296,428,6.3,0,516642939,80000000,436642939,Profit
761,100,2638,85903,92,6,0,287928194,50000000,237928194,Profit
762,113,17786,58184,805,4.9,0,91188905,80000000,11188905,Profit
763,96,3113,87739,133,6.7,0,81198894,4500000,76698894,Profit
764,126,1607,119150,219,7.4,0,43848069,15000000,28848069,Profit
765,132,28830,482064,1106,8.1,14000,216763646,30000000,186763646,Profit
766,91,3104,18042,73,5.9,0,1.10E+08,55000000,5.50E+07,Profit
767,84,1817,140499,358,7,0,224834564,45000000,179834564,Profit
768,115,3798,91082,274,7.8,28000,17654912,12000000,5654912,Profit
769,89,644,271794,584,8.1,24000,52287000,8000000,44287000,Profit
770,107,173,307639,513,8,32000,32002538,15000000,17002538,Profit
771,100,39807,270441,378,7.7,40000,39187783,8000000,31187783,Profit
772,111,6315,97838,286,7.6,3000,1.50E+08,46000000,1.04E+08,Profit
773,107,1747,42614,120,6.8,0,44726644,13000000,31726644,Profit
774,101,15230,145395,375,7.3,23000,17693675,6500000,11193675,Profit
775,123,17657,223393,550,5.6,24000,219851172,200000000,19851172,Profit
776,124,1640,256213,338,7.2,0,95696996,61000000,34696996,Profit
777,72,2646,31371,166,5.7,0,35763605,13000000,22763605,Profit
778,108,26002,145974,611,6.3,10000,609841637,52000000,557841637,Profit
779,108,1715,61018,140,5.8,0,1.13E+08,35000000,7.80E+07,Profit
780,110,2169,152089,309,8.1,0,102308889,6000000,96308889,Profit
781,134,1050,104005,248,6.2,18000,88058786,35000000,53058786,Profit
782,118,3986,283480,263,7.4,0,244527583,40000000,204527583,Profit
783,124,7567,189683,559,7.7,0,60427839,20000000,40427839,Profit
784,104,1274,87447,371,6.5,0,91974818,43000000,48974818,Profit
