ID,director_facebook_likes,cast_total_facebook_likes,num_voted_users,num_user_for_reviews,imdb_score,movie_facebook_likes,Revenue,Budget,profit,response
785,94,2124,140780,376,6.3,0,99965753,24000000,75965753,Profit
786,106,1120,102125,324,7,10000,31430334,7000000,24430334,Profit
787,147,56014,225122,234,7.8,0,41954997,35000000,6954997,Profit
788,126,36017,245333,678,7.5,42000,185770160,170000000,15770160,Profit
789,240,1943,171726,256,8.1,12000,77737889,22000000,55737889,Profit
790,99,2394,75903,109,6.2,0,153997819,25000000,128997819,Profit
791,96,30541,112516,223,6.2,0,34560577,20000000,14560577,Profit
792,98,16791,151580,672,6.2,0,129394835,45000000,84394835,Profit
793,109,27788,181025,336,7.7,38000,48126384,7000000,41126384,Profit
794,81,47677,29738,85,6.2,12000,100654149,28000000,72654149,Profit
795,94,2371,76828,314,5.8,24000,205703818,5000000,200703818,Profit
796,104,5707,101730,131,6.4,0,49779728,20000000,29779728,Profit
797,142,64259,182802,363,6.7,13000,300854823,70000000,230854823,Profit
798,115,36237,166693,276,6.8,19000,208076205,85000000,123076205,Profit
799,118,13943,173848,203,7.3,25000,85412898,40000000,45412898,Profit
800,91,4842,102933,230,6.9,0,100138851,100000000,138851,Profit
801,129,2864,71574,244,5.9,951,142400065,75000000,67400065,Profit
802,106,15870,129601,648,4.8,0,222104681,170000000,52104681,Profit
803,107,3106,90539,379,5.6,0,113916474,45000000,68916474,Profit
804,88,21863,243053,488,6.1,0,222231186,85000000,137231186,Profit
805,121,3189,142115,614,6.2,0,163876815,10000000,153876815,Profit
806,123,7243,79892,619,6.4,0,60474340,40000000,20474340,Profit
807,113,15362,53687,152,5.7,1000,95149435,40000000,55149435,Profit
808,126,63710,604904,682,8.3,31000,225933435,10000000,215933435,Profit
809,124,15229,96096,172,6.4,0,255000211,70000000,185000211,Profit
810,141,11458,206776,1248,6.9,0,203388341,68000000,135388341,Profit
811,103,1336,75176,252,7.1,26000,165184237,45000000,120184237,Profit
812,119,3637,89816,347,6.3,0,96269812,60000000,36269812,Profit
813,111,3784,48559,145,6,0,39171130,25000000,14171130,Profit
814,100,14611,102129,432,5.5,0,165333180,60000000,105333180,Profit
815,92,646,64625,281,7.4,0,49469904,15000000,34469904,Profit
816,92,5810,47900,130,6.9,11000,272912430,145000000,127912430,Profit
817,96,3569,64794,131,7.3,17000,19560274,6000000,13560274,Profit
818,106,2544,86902,411,6.4,0,91753202,40000000,51753202,Profit
819,178,24183,333542,533,8.2,11000,116112375,52000000,64112375,Profit
820,107,22834,92599,225,7.1,21000,19504039,3500000,16004039,Profit
821,145,12098,76842,173,7.2,4000,161001698,14000000,147001698,Profit
822,69,1833,61753,133,7.3,5000,84460846,12300000,72160846,Profit
823,97,29252,67604,218,7.1,12000,64256513,15000000,49256513,Profit
824,94,27911,237848,377,7.8,71000,68263166,16000000,52263166,Profit
825,88,10325,185258,404,7.2,0,87055349,24000000,63055349,Profit
826,110,5127,170027,350,7.2,13000,181813770,6000000,175813770,Profit
827,95,848,64387,85,6.5,15000,248384621,78000000,170384621,Profit
828,109,16611,38348,135,6.1,0,44350926,36000000,8350926,Profit
829,112,13172,67760,226,7.3,0,39462438,7000000,32462438,Profit
830,150,14296,280228,420,7.6,29000,154026136,37000000,117026136,Profit
831,98,25780,149947,326,6.8,18000,167805466,100000000,67805466,Profit
832,101,15990,81523,214,5.6,0,72108608,70000000,2108608,Profit
833,156,20761,97047,452,6.8,0,100230832,55000000,45230832,Profit
834,107,4664,247289,611,7.1,0,369884651,23000000,346884651,Profit
835,111,15361,54723,99,6.2,0,69821334,8000000,61821334,Profit
836,127,19776,113295,235,7.1,0,87784194,60000000,27784194,Profit
837,107,12700,246492,685,6.4,7000,237681299,82500000,155181299,Profit
838,112,35941,141425,283,7.4,25000,12355734,1000000,11355734,Profit
839,113,4660,73068,419,6.8,0,124305181,48000000,76305181,Profit
840,109,33878,94892,189,6.8,0,65569869,20000000,45569869,Profit
841,104,3356,40654,97,5.3,0,77477008,35000000,42477008,Profit
842,94,27842,67296,133,5.8,0,355692760,79000000,276692760,Profit
843,81,25489,143251,710,7.7,0,32801173,19000000,13801173,Profit
844,118,28045,136680,149,6.4,13000,75450437,52000000,23450437,Profit
845,101,4400,157857,1191,7.9,12000,7.00E+07,300000,69700000,Profit
846,107,12556,85629,144,6,14000,111711453,40000000,71711453,Profit
847,117,15713,58957,91,6,0,30426096,20000000,10426096,Profit
848,105,914,27257,59,5.4,0,347434178,105000000,242434178,Profit
849,78,2462,216486,242,6.9,0,107217396,15000000,92217396,Profit
850,88,34319,50337,177,3.5,13000,78378744,20000000,58378744,Profit
851,178,23950,169023,703,7.1,10000,142940100,90000000,52940100,Profit
852,91,22668,41259,72,6.1,0,104945765,70000000,34945765,Profit
853,105,42330,357581,588,7.9,16000,5.30E+07,20000000,3.30E+07,Profit
854,120,24300,48806,263,7.3,11000,120455994,40000000,80455994,Profit
855,102,7009,146899,185,6.4,0,136267476,20000000,116267476,Profit
856,132,3152,121937,431,7.6,15000,40270895,22000000,18270895,Profit
857,150,27829,70771,671,6.7,0,30536013,30000000,536013,Profit
858,99,15369,80305,393,5.7,0,66468332,16000000,50468332,Profit
859,91,1125,121084,221,6.2,0,258022233,140000000,118022233,Profit
860,105,35694,106755,173,6.6,27000,134402450,28000000,106402450,Profit
861,110,4089,80556,184,6.6,0,41627431,20000000,21627431,Profit
862,100,19420,34258,178,6.3,0,114281051,30000000,84281051,Profit
863,90,794,88714,235,6.3,0,229736344,25000000,204736344,Profit
864,100,2389,51996,302,7,0,18564088,16000000,2564088,Profit
865,109,1775,74476,184,7.4,15000,95714875,30000000,65714875,Profit
866,86,17396,64190,129,5.6,16000,43165571,17000000,26165571,Profit
867,98,28027,168314,903,7.3,12000,115505027,27000000,88505027,Profit
868,94,32474,109620,268,6.2,15000,68729358,24000000,44729358,Profit
869,102,15053,112769,305,6.6,0,65664721,55000000,10664721,Profit
870,118,69746,171882,292,7.8,14000,3.00E+07,11000000,1.90E+07,Profit
871,104,3768,110073,194,6.2,0,152930623,75000000,77930623,Profit
872,98,1353,150082,384,7.3,36000,97505481,18000000,79505481,Profit
873,118,3197,43084,99,6.7,19000,35926213,26000000,9926213,Profit
874,95,2787,81334,291,6.5,0,145896422,40000000,105896422,Profit
875,227,1076,192775,559,8.4,11000,7.00E+07,15000000,5.50E+07,Profit
876,124,6181,103241,742,7.1,5000,114660784,75000000,39660784,Profit
877,123,11769,126307,210,6.8,19000,61808775,30000000,31808775,Profit
878,121,4142,264533,609,8.1,12000,3.80E+07,17500000,20500000,Profit
879,143,11248,243799,908,7.5,0,135330182,25000000,110330182,Profit
880,101,39822,127571,207,6.3,0,152263880,55000000,97263880,Profit
881,135,2370,125109,593,6.7,16000,93525586,65000000,28525586,Profit
882,95,46120,172754,187,7.3,13000,321885765,130000000,191885765,Profit
883,103,2987,63855,248,6.6,0,57469467,11500000,45969467,Profit
884,111,27755,152247,189,7.3,0,64822796,20000000,44822796,Profit
885,90,24534,106909,268,5.9,0,171963386,42000000,129963386,Profit
886,89,24419,58260,286,7.7,0,8679814,500000,8179814,Profit
887,92,2348,47169,162,5.9,17000,85446075,14000000,71446075,Profit
888,129,318,132048,203,6.4,12000,177259441,40000000,137259441,Profit
889,116,600,98535,734,5.5,0,161834276,40000000,121834276,Profit
890,112,1171,254404,840,7.8,0,22863596,13000000,9863596,Profit
891,137,36258,102728,279,6.6,16000,84606030,35000000,49606030,Profit
892,166,13333,459346,822,7.8,23000,333932083,150000000,183932083,Profit
893,120,3876,105446,321,7.4,11000,122200000,10700000,111500000,Profit
894,139,13021,136367,975,6.7,39000,54674226,32000000,22674226,Profit
895,138,17423,182757,483,6.9,19000,194168700,85000000,109168700,Profit
896,99,18693,114321,548,6.8,0,114830111,40000000,74830111,Profit
897,103,1342,56605,89,7.3,23000,17986781,700000,17286781,Profit
898,87,352,143086,211,8.6,0,8500000,1500000,7.00E+06,Profit
899,139,2045,107408,259,7.8,0,102272727,6000000,96272727,Profit
900,90,6775,127528,422,6.6,0,151161491,40000000,111161491,Profit
901,116,14087,156717,357,6.4,0,177371441,50000000,127371441,Profit
902,107,4243,171418,619,6.4,17000,126248813,40000000,86248813,Profit
903,94,7014,75152,288,5.8,0,190212113,40000000,150212113,Profit
904,138,14619,181879,319,7.6,0,243240178,40000000,203240178,Profit
905,97,20645,123553,174,7.3,25000,306941670,145000000,161941670,Profit
906,124,17050,83786,231,7.5,0,22222308,20000000,2222308,Profit
907,129,28886,318634,1004,7.7,52000,244931766,40000000,204931766,Profit
908,128,16751,71754,166,7.2,0,107458785,40000000,67458785,Profit
909,107,2848,59248,164,5.6,48000,15008161,12000000,3008161,Profit
910,98,2373,23546,92,6.3,819,12348905,2500000,9848905,Profit
911,130,13357,213668,270,7.8,0,368875760,40000000,328875760,Profit
912,121,1184,145580,351,7.7,0,48027970,6000000,42027970,Profit
913,74,5713,162331,332,6.3,0,231449203,55000000,176449203,Profit
914,155,3677,189032,560,7.9,0,43101594,15000000,28101594,Profit
915,90,34779,83234,475,5.7,30000,10337387,4800000,5537387,Profit
916,118,1844,275720,706,8.6,41000,6600000,3180000,3420000,Profit
917,89,485,149108,273,7.6,0,92823546,16000000,76823546,Profit
918,144,18761,137003,658,6.9,0,117487473,65000000,52487473,Profit
919,135,1439,77029,466,5.4,0,74208267,60000000,14208267,Profit
920,91,13654,163130,1264,5,6000,163403799,60000000,103403799,Profit
921,94,1289,301149,509,7.7,78000,151119219,30000000,121119219,Profit
922,130,28018,153468,204,7.3,0,151668774,18000000,133668774,Profit
923,82,303717,75345,290,5.2,0,186167139,40000000,146167139,Profit
924,172,1785,165638,301,8.3,8000,5.00E+06,4000000,1.00E+06,Profit
925,133,26388,112175,329,7.5,11000,160638883,30000000,130638883,Profit
926,101,2609,93272,251,6.5,0,54956140,20000000,34956140,Profit
927,105,3464,126464,175,7.3,0,316360478,15000000,301360478,Profit
928,105,3697,99043,643,5.8,0,73648228,60000000,13648228,Profit
929,87,4073,22838,56,4.4,0,342695435,75000000,267695435,Profit
930,115,2466,76303,376,5.6,0,33333531,30000000,3333531,Profit
931,98,17582,90374,318,6.7,0,106371651,41300000,65071651,Profit
932,129,36069,89424,224,7.2,0,48814909,32000000,16814909,Profit
933,158,144,55889,390,6.4,0,66976317,60000000,6976317,Profit
934,85,3112,117212,367,7.2,0,145771527,80000000,65771527,Profit
935,115,31523,142440,505,6.3,3000,195735876,70000000,125735876,Profit
936,125,45696,95437,211,5.7,9000,216485654,52000000,164485654,Profit
937,97,6223,149222,749,6.9,0,75902208,10500000,65402208,Profit
938,120,705,179235,2814,7.1,13000,611899420,30000000,581899420,Profit
939,105,1006,59805,95,6.4,0,51164106,26000000,25164106,Profit
940,102,46186,130094,471,6.4,0,98185582,29000000,69185582,Profit
941,121,2027,60573,248,3.7,894,164508066,160000000,4508066,Profit
942,91,6576,105902,206,6.2,0,287594577,150000000,137594577,Profit
943,89,3462,200293,621,7.8,16000,12827813,10000000,2827813,Profit
944,90,34565,201084,523,6.6,0,60780981,28000000,32780981,Profit
945,133,12874,298590,559,7,0,219076518,30000000,189076518,Profit
946,102,14552,85833,113,6.7,17000,268426634,100000000,168426634,Profit
947,95,10040,105591,178,7.1,10000,6854611,2500000,4354611,Profit
948,101,4298,54421,101,5.8,3000,84601681,40000000,44601681,Profit
949,109,328,95362,270,7.9,62000,11176469,3000000,8176469,Profit
950,101,7227,355810,889,7.9,15000,100523181,8000000,92523181,Profit
951,85,2496,80193,333,8.1,3000,8.00E+06,750000,7250000,Profit
952,85,332,90827,329,7.9,26000,20710513,160000,20550513,Profit
953,110,939,96690,293,6.6,0,56932305,55000000,1932305,Profit
954,119,53895,152591,414,7.3,0,75225693,35000000,40225693,Profit
955,129,15595,81298,341,6.9,39000,55247881,40000000,15247881,Profit
956,99,25942,155532,543,6.5,0,147080413,102000000,45080413,Profit
957,145,2380,119286,548,7.3,0,162242962,85000000,77242962,Profit
958,112,1372,89906,175,8,13000,19777647,14000000,5777647,Profit
959,120,1573,77392,245,8.2,0,9600000,1900000,7700000,Profit
960,129,2551,89972,126,6.1,0,411006740,25000000,386006740,Profit
961,129,14344,80140,323,6.5,16000,105197635,50000000,55197635,Profit
962,128,3888,36587,95,6,0,214015089,55000000,159015089,Profit
963,87,760,62038,281,6.5,0,44196684,9000000,35196684,Profit
964,91,2954,84209,201,5.2,0,183293131,26000000,157293131,Profit
965,101,2636,85673,269,6.1,0,93354918,60000000,33354918,Profit
966,124,3424,49536,379,5.9,0,215663859,75000000,140663859,Profit
967,123,43917,87351,344,6.1,2000,147845033,57000000,90845033,Profit
968,110,847,68417,195,5.6,0,130431368,54000000,76431368,Profit
969,107,17627,106111,181,7,49000,59389433,15000000,44389433,Profit
970,108,2178,94456,576,5.3,0,68766121,40000000,28766121,Profit
971,153,1383,188637,815,7.9,11000,186438883,28000000,158438883,Profit
972,98,2287,126746,600,6.2,0,223387299,55000000,168387299,Profit
973,103,4662,54242,145,6.6,14000,41296320,19800000,21496320,Profit
974,124,36873,111003,199,7.1,22000,120081841,50000000,70081841,Profit
975,106,11454,70838,208,5.6,18000,183018522,85000000,98018522,Profit
976,98,3617,71183,183,7.4,0,61399552,15000000,46399552,Profit
977,94,6017,86347,191,7.1,0,139804348,53000000,86804348,Profit
978,95,2020,57479,205,5.4,0,101564935,18000000,83564935,Profit
979,113,36009,46480,115,6.4,12000,44907260,40000000,4907260,Profit
980,101,1852,76882,106,6.5,29000,99357138,25000000,74357138,Profit
981,102,2103,181749,615,7.8,0,3151130,27000,3124130,Profit
982,109,3148,65979,220,6.3,999,35294470,30000000,5294470,Profit
983,121,1531,60508,285,6.7,4000,89456761,65000000,24456761,Profit
984,134,3007,33570,259,3.6,1000,19300000,17000000,2300000,Profit
985,110,44798,168172,380,6.5,0,230685453,80000000,150685453,Profit
986,116,14931,65297,602,6.6,0,127666415,62000000,65666415,Profit
987,111,4486,104119,518,6.2,26000,97138686,40000000,57138686,Profit
988,194,19600,217373,942,7.2,0,211643158,130000000,81643158,Profit
989,102,60646,88451,289,7.1,0,119000410,75000000,44000410,Profit
990,102,5392,44662,127,5.2,0,169852759,80000000,89852759,Profit
991,136,2997,140527,447,8,13000,33395426,3200000,30195426,Profit
992,118,28479,90046,141,6.2,17000,46216641,35000000,11216641,Profit
993,111,13645,94049,301,6.2,0,165335153,37000000,128335153,Profit
994,113,3141,143137,602,7.6,10000,47126295,30000000,17126295,Profit
995,106,4830,15310,38,5.7,3000,70181428,24000000,46181428,Profit
996,98,3345,181058,674,6.7,0,53302314,23000000,30302314,Profit
997,96,19894,198111,365,7.2,14000,96408652,15000000,81408652,Profit
998,101,3400,195255,170,6.9,0,92380927,28000000,64380927,Profit
999,103,16249,107772,398,5.4,0,85416905,35000000,50416905,Profit
1000,114,2842,109445,426,5.9,0,141069860,40000000,101069860,Profit
1001,175,669,40277,210,7.4,0,50750000,22000000,28750000,Profit
1002,139,848,236000,1043,7.8,14000,120175290,40000000,80175290,Profit
1003,87,4774,73886,165,7,25000,81491068,39000000,42491068,Profit
1004,94,3889,132963,302,6.5,0,119754278,16000000,103754278,Profit
1005,129,2024,113065,337,6.9,0,68851475,20000000,48851475,Profit
1006,102,1655,187595,978,7.6,0,26781723,2500000,24281723,Profit
1007,113,813,172080,1017,7.2,0,306776732,45000000,261776732,Profit
1008,103,33565,72673,166,6.3,0,40452643,25000000,15452643,Profit
1009,125,19809,117719,306,7.5,39000,112544580,35000000,77544580,Profit
1010,115,9082,57040,365,6.1,0,91036760,25000000,66036760,Profit
1011,146,20454,266310,690,7.7,14000,130293714,70000000,60293714,Profit
1012,122,19764,132954,514,5.9,0,128905366,65000000,63905366,Profit
1013,134,39789,259837,2254,7.7,13000,178043761,14000000,164043761,Profit
1014,127,3100,154199,252,7,0,5.05E+08,22000000,4.83E+08,Profit
1015,122,31958,146352,288,5.8,42000,371876278,130000000,241876278,Profit
1016,98,2376,76094,233,7.6,37000,100129872,12000000,88129872,Profit
1017,120,13581,293662,836,7.6,0,217764291,65000000,152764291,Profit
1018,138,17524,53251,188,6.3,0,10629321,8000000,2629321,Profit
1019,98,22318,89557,376,5.8,0,141591324,40000000,101591324,Profit
1020,113,23456,66579,134,5.7,20000,142044638,56000000,86044638,Profit
1021,101,1292,77987,120,6.1,0,49830607,19000000,30830607,Profit
1022,87,1417,97089,233,5.7,20000,78309131,60000000,18309131,Profit
1023,93,2872,45317,536,5.6,0,40846082,19000000,21846082,Profit
1024,107,14483,75347,176,5.6,0,55583804,30000000,25583804,Profit
1025,138,1942,338415,935,8,12000,156822020,25000000,131822020,Profit
1026,149,31349,99558,236,7.4,0,152266007,40000000,112266007,Profit
1027,93,42002,30765,252,4.9,963,34872033,11000000,23872033,Profit
1028,86,3423,16580,55,5.4,916,57881056,45000000,12881056,Profit
1029,117,15371,158267,559,6.7,0,155010032,54000000,101010032,Profit
1030,106,12418,55539,147,7,20000,28883511,10000000,18883511,Profit
1031,121,39690,67797,285,7.3,30000,74188937,25000000,49188937,Profit
1032,124,38227,88225,227,6.3,0,159330280,60000000,99330280,Profit
1033,97,14025,111625,369,6.2,20000,37930465,15000000,22930465,Profit
1034,107,31529,46961,132,6.2,0,69055695,32000000,37055695,Profit
1035,123,3768,71708,307,7,0,77745568,48000000,29745568,Profit
1036,118,15658,218771,651,7.2,0,113714830,46000000,67714830,Profit
1037,101,5056,92640,212,7,23000,24261569,20000000,4261569,Profit
1038,202,20143,63923,156,7.7,0,48169908,34000000,14169908,Profit
1039,87,3287,33884,79,4.6,266,176104344,70000000,106104344,Profit
1040,100,12258,76770,203,4.9,0,62357900,60000000,2357900,Profit
1041,106,8315,102167,483,5.8,0,204999686,52000000,152999686,Profit
1042,102,23352,22449,191,4.8,387,30114487,25000000,5114487,Profit
1043,113,24106,149019,666,6.1,0,350983908,180000000,170983908,Profit
1044,99,19334,31968,82,4.6,663,138259062,40000000,98259062,Profit
1045,94,3436,29971,71,5.4,0,45236543,28000000,17236543,Profit
1046,101,23328,70205,450,5.9,0,122644820,25000000,97644820,Profit
1047,96,17416,62424,90,6.5,13000,282570682,135000000,147570682,Profit
1048,104,33903,99236,321,7.5,0,50907234,20000000,30907234,Profit
1049,95,2173,49888,220,5,25000,52302796,20000000,32302796,Profit
1050,94,2812,88241,266,6.7,23000,68572378,13000000,55572378,Profit
1051,100,34446,111658,297,7.2,20000,13831503,2000000,11831503,Profit
1052,94,2820,67191,108,6,14000,187361754,55000000,132361754,Profit
1053,100,4094,71276,181,6.4,13000,29922472,19000000,10922472,Profit
1054,99,450,36108,260,5.7,0,72500000,7000000,65500000,Profit
1055,159,11424,227071,1500,7.3,10000,162091208,65000000,97091208,Profit
1056,134,4453,95241,439,7.8,11000,56505065,25000000,31505065,Profit
1057,118,5637,150764,318,6.6,0,177995103,80000000,97995103,Profit
1058,112,18141,206104,850,6.8,0,196397415,48000000,148397415,Profit
1059,125,16646,85844,322,6.7,0,75764085,60000000,15764085,Profit
1060,130,2407,106528,257,6.2,0,137298489,85000000,52298489,Profit
1061,116,31224,58450,842,6.4,0,67312826,60000000,7312826,Profit
1062,98,656730,267921,577,7.2,0,90574188,26000000,64574188,Profit
1063,113,1302,88132,274,6.2,0,212404396,66000000,146404396,Profit
1064,94,4868,36666,144,5.3,0,62646763,18000000,44646763,Profit
1065,68,10557,183425,425,7,0,67683989,16500000,51183989,Profit
1066,98,20060,294163,718,8.1,33000,30857814,16000000,14857814,Profit
1067,123,1690,175524,752,7.2,0,289317794,25000000,264317794,Profit
1068,93,22745,84070,526,7.5,0,54600000,7000000,47600000,Profit
1069,127,1557,70382,190,7.9,33000,19839492,8900000,10939492,Profit
1070,130,16693,181737,1015,7.4,10000,30652890,10000000,20652890,Profit
1071,114,4537,71842,152,7.1,0,79567667,12000000,67567667,Profit
1072,99,50284,105585,419,5.6,0,125586134,17000000,108586134,Profit
1073,135,8355,76099,162,6.7,0,136982834,75000000,61982834,Profit
1074,96,12754,186606,1125,7.5,0,60740827,32000000,28740827,Profit
1075,101,39269,107817,255,5.4,14000,246984278,80000000,166984278,Profit
1076,81,2268,8860,45,4.5,279,63800345,37000000,26800345,Profit
1077,99,23755,80617,190,6.5,36000,27462041,15000000,12462041,Profit
1078,98,7039,52805,209,5.2,0,87840042,40000000,47840042,Profit
1079,136,36925,67856,345,6.7,0,108103450,100000000,8103450,Profit
1080,113,15914,30213,112,6.8,0,110879513,19000000,91879513,Profit
1081,119,29484,70292,274,6.7,8000,65754228,40000000,25754228,Profit
1082,84,3382,94172,179,5.9,0,300135367,133000000,167135367,Profit
1083,138,19129,414219,625,8.3,11000,126216940,35000000,91216940,Profit
1084,135,1591,139288,339,7.7,0,303788635,20000000,283788635,Profit
1085,113,26239,144053,395,6.3,0,494471524,92000000,402471524,Profit
1086,122,22574,57210,158,6.8,13000,31554855,15000000,16554855,Profit
1087,94,4530,68406,162,5.4,0,129832389,60000000,69832389,Profit
1088,104,4487,108076,1690,5.1,0,249288105,100000000,149288105,Profit
1089,119,3525,22304,33,6.2,894,44352417,27000000,17352417,Profit
1090,121,3903,89509,524,5.7,2000,211989043,100000000,111989043,Profit
1091,110,5187,101386,289,7.1,0,86658558,70000000,16658558,Profit
1092,106,30,6920,22,6.7,0,2.40E+07,22000000,2.00E+06,Profit
1093,106,18712,20810,100,7.1,0,10835752,10000000,835752,Profit
1094,101,2436,162701,962,7.4,19000,41227069,11000000,30227069,Profit
1095,135,27237,54631,192,7.5,0,182016617,24000000,158016617,Profit
1096,108,1569,62271,277,5.8,0,178127760,116000000,62127760,Profit
1097,88,1584,49820,311,6.6,0,44793222,5000000,39793222,Profit
1098,121,19139,39529,142,6.7,1000,50068310,50000000,68310,Profit
1099,120,36062,95367,260,6.9,33000,114156230,38000000,76156230,Profit
1100,120,33615,148490,537,7.4,0,50315140,48000000,2315140,Profit
1101,105,42473,88035,201,7.1,10000,43318349,26000000,17318349,Profit
1102,92,488,97775,211,6.5,0,52615806,52000000,615806,Profit
1103,130,2684,133076,779,6.4,0,325756637,120000000,205756637,Profit
1104,116,845,102895,159,7.5,0,90400000,40600000,49800000,Profit
1105,95,47203,181225,784,6.6,0,310940086,33000000,277940086,Profit
1106,139,15111,162130,962,7.2,0,155721132,24000000,131721132,Profit
1107,95,1414,82082,236,6.1,10000,32204030,20000000,12204030,Profit
1108,101,57077,188652,288,7.1,22000,75993061,12500000,63493061,Profit
1109,94,41059,79146,352,4.3,25000,32438988,6000000,26438988,Profit
1110,93,12691,192940,491,8.1,0,38251425,4000000,34251425,Profit
1111,118,563,77551,434,7.6,0,11540607,2000000,9540607,Profit
1112,112,15800,64747,122,6.5,12000,42930462,35000000,7930462,Profit
1113,100,647,143121,279,7.7,10000,124596398,60000000,64596398,Profit
1114,155,38518,145257,322,6.9,0,390493908,48000000,342493908,Profit
1115,102,26998,123558,609,7.3,19000,90683916,45000000,45683916,Profit
1116,97,4692,89101,885,5.8,3000,114908830,30000000,84908830,Profit
1117,115,3454,84424,131,6.1,0,242295562,100000000,142295562,Profit
1118,88,5706,52069,95,5.6,0,62616646,30000000,32616646,Profit
1119,99,3696,96607,125,6.8,5000,191502426,30000000,161502426,Profit
1120,128,904,68119,230,7.6,0,73276047,20000000,53276047,Profit
1121,114,12624,102123,660,7.6,0,108846072,25000000,83846072,Profit
1122,121,2747,57958,345,7,0,65705772,26000000,39705772,Profit
1123,93,26760,161858,289,6.4,0,234801895,34200000,200601895,Profit
1124,113,8172,83506,144,5.5,0,171844840,70000000,101844840,Profit
1125,93,13748,49739,407,5.2,0,1.02E+08,90000000,1.20E+07,Profit
1126,106,2053,142293,245,7.2,14000,153083102,11000000,142083102,Profit
1127,117,2144,113068,382,7.8,0,75505856,40000000,35505856,Profit
1128,107,1095,58297,161,6.6,0,42886719,30000000,12886719,Profit
1129,103,2481,62009,109,5.8,2000,31042035,18000000,13042035,Profit
1130,97,2990,114797,472,7.4,0,26888376,5000000,21888376,Profit
1131,120,527,175196,350,8.3,10000,2.50E+07,3500000,21500000,Profit
1132,105,36,183288,395,8.1,22000,5535405,2500000,3035405,Profit
1133,90,15710,74875,115,6.4,11000,17273593,10000000,7273593,Profit
1134,122,903,73193,190,7.6,0,39363635,11000000,28363635,Profit
1135,122,32930,101888,365,7.9,0,26828365,18000000,8828365,Profit
1136,128,16911,66511,200,7.5,28000,95020213,40000000,55020213,Profit
1137,86,673,76407,335,7,0,14564027,1000000,13564027,Profit
1138,128,13189,136673,281,7.6,10000,54586584,20000000,34586584,Profit
1139,105,1454,79461,463,6.3,10000,65464324,20000000,45464324,Profit
1140,101,6867,34942,185,5.8,1000,56489558,25000000,31489558,Profit
1141,100,4198,112138,237,7.3,12000,26096852,7500000,18596852,Profit
1142,120,40117,69576,207,6.9,2000,44862187,15000000,29862187,Profit
1143,99,26527,58416,301,5.9,0,107196498,46000000,61196498,Profit
1144,103,6207,56741,515,6.4,1000,1.18E+08,70000000,4.80E+07,Profit
1145,97,3261,39541,334,5.3,3000,37597471,20000000,17597471,Profit
1146,88,5737,72552,374,5.5,13000,83188165,24000000,59188165,Profit
1147,110,13331,50148,116,5.4,0,170362582,45000000,125362582,Profit
1148,110,4146,141414,482,6,0,345141403,123000000,222141403,Profit
1149,110,3757,39357,113,6.8,14000,28831145,27000000,1831145,Profit
1150,114,2091,147317,197,6.4,12000,90029656,40000000,50029656,Profit
1151,124,6393,35833,96,7,10000,38307627,25000000,13307627,Profit
1152,89,1980,52509,84,7.1,13000,3325038,2500000,825038,Profit
1153,121,14890,121676,290,7.4,0,22921898,12000000,10921898,Profit
1154,122,5165,34579,62,6.6,0,96070507,12000000,84070507,Profit
1155,117,12757,81442,137,6.9,0,178051587,45000000,133051587,Profit
1156,137,5746,38658,284,5,930,39143839,20000000,19143839,Profit
1157,112,3185,86205,232,6.2,5000,72436439,35000000,37436439,Profit
1158,92,1303,71387,228,7,21000,1776935,100000,1676935,Profit
1159,206,698,113472,442,8,0,205405498,40000000,165405498,Profit
1160,120,54877,160776,402,7.8,0,136706683,30000000,106706683,Profit
1161,88,137712,26236,110,5.7,0,22942221,20000000,2942221,Profit
1162,95,1186,32378,150,6.1,0,18999718,3000000,15999718,Profit
1163,146,20516,76016,265,7.6,0,73956241,50000000,23956241,Profit
1164,132,2466,284252,1058,8,18000,441306145,8000000,433306145,Profit
1165,111,313,83374,828,7.6,0,76286096,15000000,61286096,Profit
1166,112,14954,63839,238,7.5,0,1.15E+08,777000,114223000,Profit
1167,119,6089,24285,110,6.4,10000,80383113,50000000,30383113,Profit
1168,89,584,29659,227,5.1,1000,22168359,8000000,14168359,Profit
1169,83,6081,65270,100,6.2,863,197309027,85000000,112309027,Profit
1170,104,1093,60293,114,5.5,669,119208989,50000000,69208989,Profit
1171,108,18656,227824,273,6.7,10000,317375031,40000000,277375031,Profit
1172,94,486,85333,421,7.3,0,123384128,15000000,108384128,Profit
1173,117,14486,119807,340,6,0,116643346,80000000,36643346,Profit
1174,72,3402,13324,79,5.8,302,109862682,20000000,89862682,Profit
1175,101,1738,87677,388,6.8,11000,100086793,100000000,86793,Profit
1176,88,53370,31191,120,5.4,0,92219310,35000000,57219310,Profit
1177,100,4121,84824,95,6.4,0,299965036,20000000,279965036,Profit
1178,100,25387,32103,112,5.7,0,68896829,28000000,40896829,Profit
1179,113,3341,40362,248,6.3,970,100020092,50000000,50020092,Profit
1180,117,1862,107923,197,7.1,0,254700832,6000000,248700832,Profit
1181,121,24248,60115,224,7.2,0,29541790,23000000,6541790,Profit
1182,106,11264,212499,277,6.9,0,128107642,65000000,63107642,Profit
1183,98,1081,82133,359,5.7,14000,177512032,3000000,174512032,Profit
1184,92,18765,44130,156,5.4,0,56309766,12000000,44309766,Profit
