0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Kung Fu Panda 3 (2016),Status Released,Original Language English,Runtime 1h 35m,"Budget $145,000,000.00","Revenue $519,881,355.00",Homepage http://www.kungfupanda.com/,Release Information,Jack Black,Bryan Cranston,Dustin Hoffman,Angelina Jolie,J.K. Simmons,Jackie Chan,Full Cast & Crew,
Triple 9 (2016),Status Released,Original Language English,Runtime 1h 55m,"Budget $28,000,000.00","Revenue $12,639,297.00",Homepage http://triple9movie.com/,Release Information,Casey Affleck,Chiwetel Ejiofor,Kate Winslet,Aaron Paul,Norman Reedus,Gal Gadot,Full Cast & Crew,
The Dark Knight Rises (2012),Status Released,Original Language English,Runtime 2h 45m,"Budget $250,000,000.00","Revenue $1,081,041,287.00",Homepage http://www.thedarkknightrises.com/,Release Information,Christian Bale,Michael Caine,Gary Oldman,Anne Hathaway,Tom Hardy,Marion Cotillard,Full Cast & Crew,
Student Services (2010),Original Title Mes chères études,Status Released,Original Language French,Runtime 1h 41m,Budget -,Revenue -,Homepage -,Release Information,Déborah François,Mathieu Demy,Alain Cauchi,Benjamin Siksou,Anna Sigalevitch,Full Cast & Crew,
Up (2009),Status Released,Original Language English,Runtime 1h 36m,"Budget $175,000,000.00","Revenue $731,342,744.00",Homepage http://disney.go.com/disneypictures/up/,Release Information,Ed Asner,Christopher Plummer,Jordan Nagai,Bob Peterson,Delroy Lindo,Jerome Ranft,Full Cast & Crew,
Avatar (2009),Status Released,Original Language English,Runtime 2h 42m,"Budget $237,000,000.00","Revenue $2,781,505,847.00",Homepage http://www.avatarmovie.com/,Release Information,Sam Worthington,Zoe Saldana,Sigourney Weaver,Stephen Lang,Michelle Rodriguez,Giovanni Ribisi,Full Cast & Crew,
What Every Frenchwoman Wants (1986),Original Title Les exploits d'un jeune Don Juan,Status Released,Original Language French,Runtime 1h 35m,Budget -,Revenue -,Homepage -,Release Information,Serena Grandi,Fabrice Josso,Marina Vlady,Claudine Auger,François Perrot,Aurélien Recoing,Full Cast & Crew
The Fault in Our Stars (2014),Status Released,Original Language English,Runtime 2h 5m,"Budget $12,000,000.00","Revenue $305,151,265.00",Homepage -,Release Information,Shailene Woodley,Ansel Elgort,Nat Wolff,Laura Dern,Sam Trammell,Willem Dafoe,Full Cast & Crew,
Star Wars (1977),Status Released,Original Language English,Runtime 2h 1m,"Budget $11,000,000.00","Revenue $775,398,007.00",Homepage http://www.starwars.com/films/star-wars-episode-iv-a-new-hope,Release Information,Mark Hamill,Harrison Ford,Carrie Fisher,Peter Cushing,Alec Guinness,Anthony Daniels,Full Cast & Crew,
Room (2015),Status Released,Original Language English,Runtime 1h 57m,"Budget $6,000,000.00","Revenue $35,401,758.00",Homepage http://www.roomthemovie.com,Release Information,Brie Larson,Jacob Tremblay,Joan Allen,Sean Bridgers,William H. Macy,Megan Park,Full Cast & Crew,
Desire (2011),Original Title Q,Status Released,Original Language French,Runtime 1h 43m,"Budget $1,344,000.00",Revenue -,Homepage -,Release Information,Déborah Révy,Hélène Zimmer,Gowan Didi,Johnny Amaro,Johan Libéreau,Jean-François Gallotte,Full Cast & Crew
Fifty Shades of Grey (2015),Status Released,Original Language English,Runtime 2h 5m,"Budget $40,000,000.00","Revenue $569,651,467.00",Homepage https://www.facebook.com/fiftyshadesofgreymovie,Release Information,Dakota Johnson,Jamie Dornan,Jennifer Ehle,Eloise Mumford,Victor Rasuk,Luke Grimes,Full Cast & Crew,
Divergent (2014),Status Released,Original Language English,Runtime 2h 19m,"Budget $85,000,000.00","Revenue $288,747,895.00",Homepage http://www.thedivergentseries.movie/#divergent,Release Information,Shailene Woodley,Theo James,Kate Winslet,Miles Teller,Ray Stevenson,Maggie Q,Full Cast & Crew,
A Walk Among the Tombstones (2014),Status Released,Original Language English,Runtime 1h 53m,"Budget $28,000,000.00","Revenue $53,181,600.00",Homepage -,Release Information,Liam Neeson,Dan Stevens,David Harbour,Boyd Holbrook,Adam David Thompson,Razane Jammal,Full Cast & Crew,
Cinderella (2015),Status Released,Original Language English,Runtime 1h 52m,"Budget $95,000,000.00","Revenue $542,351,353.00",Homepage -,Release Information,Lily James,Cate Blanchett,Richard Madden,Helena Bonham Carter,Holliday Grainger,Sophie McShera,Full Cast & Crew,
The Purge: Election Year (2016),Status Released,Original Language English,Runtime 1h 45m,"Budget $10,000,000.00",Revenue -,Homepage http://www.purgeelectionyear.com,Release Information,Elizabeth Mitchell,Frank Grillo,Mykelti Williamson,Edwin Hodge,Raymond J. Barry,Ethan Phillips,Full Cast & Crew,
Birdman (2014),Status Released,Original Language English,Runtime 1h 59m,"Budget $18,000,000.00","Revenue $103,215,094.00",Homepage -,Release Information,Michael Keaton,Zach Galifianakis,Edward Norton,Emma Stone,Naomi Watts,Amy Ryan,Full Cast & Crew,
Dirty Grandpa (2016),Status Released,Original Language English,Runtime 1h 42m,"Budget $11,500,000.00","Revenue $94,073,028.00",Homepage http://www.dirtygrandpa.movie/,Release Information,Zac Efron,Robert De Niro,Julianne Hough,Aubrey Plaza,Dermot Mulroney,Zoey Deutch,Full Cast & Crew,
The Conjuring (2013),Status Released,Original Language English,Runtime 1h 52m,"Budget $13,000,000.00","Revenue $318,000,141.00",Homepage http://theconjuring.warnerbros.com,Release Information,Patrick Wilson,Vera Farmiga,Lili Taylor,Ron Livingston,Hayley McFarland,Mackenzie Foy,Full Cast & Crew,
The Wolf of Wall Street (2013),Status Released,Original Language English,Runtime 3h 0m,"Budget $100,000,000.00","Revenue $392,000,694.00",Homepage http://www.thewolfofwallstreet.com/,Release Information,Leonardo DiCaprio,Jonah Hill,Margot Robbie,Kyle Chandler,Rob Reiner,Matthew McConaughey,Full Cast & Crew,
Bridget Jones's Baby (2016),Status Post Production,Original Language English,Runtime 2h 3m,"Budget $35,000,000.00",Revenue -,Homepage -,Release Information,Colin Firth,Renée Zellweger,Patrick Dempsey,Sally Phillips,Jim Broadbent,Gemma Jones,Full Cast & Crew,
Transformers: Age of Extinction (2014),Status Released,Original Language English,Runtime 2h 45m,"Budget $210,000,000.00","Revenue $245,500,000.00",Homepage http://www.transformersmovie.com,Release Information,Mark Wahlberg,Stanley Tucci,Nicola Peltz,Jack Reynor,Li Bingbing,Sophia Myles,Full Cast & Crew,
Thor: The Dark World (2013),Status Released,Original Language English,Runtime 1h 52m,"Budget $170,000,000.00","Revenue $479,765,000.00",Homepage http://marvel.com/thor,Release Information,Chris Hemsworth,Natalie Portman,Tom Hiddleston,Anthony Hopkins,Christopher Eccleston,Jaimie Alexander,Full Cast & Crew,
The Matrix (1999),Status Released,Original Language English,Runtime 2h 16m,"Budget $63,000,000.00","Revenue $463,517,383.00",Homepage http://www.warnerbros.com/movies/home-entertainment/the-matrix/37313ac7-9229-474d-a423-44b7a6bc1a54.html,Release Information,Keanu Reeves,Laurence Fishburne,Carrie-Anne Moss,Hugo Weaving,Gloria Foster,Joe Pantoliano,Full Cast & Crew,
Fast 8 (2017),Status In Production,Original Language English,Runtime -,"Budget $50,000,000.00",Revenue -,Homepage http://www.fastandfurious.com/,Release Information,Vin Diesel,Jason Statham,Dwayne Johnson,Kurt Russell,Michelle Rodriguez,Charlize Theron,Full Cast & Crew,
Sin City: A Dame to Kill For (2014),Status Released,Original Language English,Runtime 1h 42m,"Budget $65,000,000.00","Revenue $39,407,616.00",Homepage http://sincity-2.com/,Release Information,Mickey Rourke,Jessica Alba,Josh Brolin,Joseph Gordon-Levitt,Rosario Dawson,Bruce Willis,Full Cast & Crew,
Pirates of the Caribbean: The Curse of the Black Pearl (2003),Status Released,Original Language English,Runtime 2h 23m,"Budget $140,000,000.00","Revenue $655,011,224.00",Homepage http://disney.go.com/disneyvideos/liveaction/pirates/main_site/main.html,Release Information,Johnny Depp,Geoffrey Rush,Orlando Bloom,Keira Knightley,Jack Davenport,Kevin McNally,Full Cast & Crew,
Wild Card (2015),Status Released,Original Language English,Runtime 1h 32m,"Budget $30,000,000.00",Revenue -,Homepage -,Release Information,Jason Statham,Michael Angarano,Milo Ventimiglia,Dominik García-Lorido,Anne Heche,Sofía Vergara,Full Cast & Crew,
The Lord of the Rings: The Two Towers (2002),Status Released,Original Language English,Runtime 2h 59m,"Budget $79,000,000.00","Revenue $926,287,400.00",Homepage http://www.lordoftherings.net/,Release Information,Elijah Wood,Ian McKellen,Viggo Mortensen,Liv Tyler,Orlando Bloom,John Rhys-Davies,Full Cast & Crew,
Child 44 (2015),Status Released,Original Language English,Runtime 2h 17m,"Budget $50,000,000.00","Revenue $3,324,330.00",Homepage -,Release Information,Tom Hardy,Gary Oldman,Noomi Rapace,Joel Kinnaman,Paddy Considine,Jason Clarke,Full Cast & Crew,
The Purge: Anarchy (2014),Status Released,Original Language English,Runtime 1h 44m,"Budget $9,000,000.00","Revenue $108,782,847.00",Homepage -,Release Information,Frank Grillo,Carmen Ejogo,Zach Gilford,Kiele Sanchez,Zoë Borde,Justina Machado,Full Cast & Crew,
Pitch Perfect 2 (2015),Status Released,Original Language English,Runtime 1h 55m,"Budget $29,000,000.00","Revenue $286,633,264.00",Homepage -,Release Information,Anna Kendrick,Rebel Wilson,Hailee Steinfeld,Brittany Snow,Skylar Astin,Adam DeVine,Full Cast & Crew,
Sicario (2015),Status Released,Original Language English,Runtime 2h 1m,"Budget $30,000,000.00","Revenue $84,025,816.00",Homepage -,Release Information,Emily Blunt,Benicio del Toro,Josh Brolin,Victor Garber,Jon Bernthal,Daniel Kaluuya,Full Cast & Crew,
Gods of Egypt (2016),Status Released,Original Language English,Runtime 2h 7m,"Budget $140,000,000.00","Revenue $143,055,748.00",Homepage -,Release Information,Brenton Thwaites,Nikolaj Coster-Waldau,Gerard Butler,Courtney Eaton,Elodie Yung,Geoffrey Rush,Full Cast & Crew,
How to Be Single (2016),Status Released,Original Language English,Runtime 1h 50m,"Budget $38,000,000.00","Revenue $112,000,000.00",Homepage http://howtobesinglemovie.com/,Release Information,Dakota Johnson,Rebel Wilson,Alison Brie,Nicholas Braun,Damon Wayans Jr.,Anders Holm,Full Cast & Crew,
Nightcrawler (2014),Status Released,Original Language English,Runtime 1h 57m,"Budget $8,500,000.00","Revenue $38,697,217.00",Homepage http://nightcrawlerfilm.com/,Release Information,Jake Gyllenhaal,Rene Russo,Riz Ahmed,Bill Paxton,Kevin Rahm,Michael Hyatt,Full Cast & Crew,
American Sniper (2014),Status Released,Original Language English,Runtime 2h 14m,"Budget $58,800,000.00","Revenue $542,307,423.00",Homepage http://www.americansnipermovie.com,Release Information,Bradley Cooper,Sienna Miller,Kyle Gallner,Cole Konis,Ben Reed,Elise Robertson,Full Cast & Crew,
Forrest Gump (1994),Status Released,Original Language English,Runtime 2h 22m,"Budget $55,000,000.00","Revenue $677,945,399.00",Homepage -,Release Information,Tom Hanks,Robin Wright,Gary Sinise,Mykelti Williamson,Sally Field,Michael Conner Humphreys,Full Cast & Crew,
London Has Fallen (2016),Status Released,Original Language English,Runtime 1h 39m,"Budget $60,000,000.00","Revenue $195,725,584.00",Homepage https://www.facebook.com/LondonHasFallenOfficial,Release Information,Gerard Butler,Aaron Eckhart,Morgan Freeman,Angela Bassett,Melissa Leo,Robert Forster,Full Cast & Crew,
Ouija (2014),Status Released,Original Language English,Runtime 1h 29m,"Budget $5,000,000.00","Revenue $102,529,779.00",Homepage -,Release Information,Olivia Cooke,Ana Coto,Daren Kagasoff,Douglas Smith,Vivis Colombetti,Bianca A. Santos,Full Cast & Crew,
The Lion King (1994),Status Released,Original Language English,Runtime 1h 29m,"Budget $45,000,000.00","Revenue $788,241,776.00",Homepage http://movies.disney.com/the-lion-king,Release Information,Jonathan Taylor Thomas,Matthew Broderick,James Earl Jones,Jeremy Irons,Moira Kelly,Niketa Calame,Full Cast & Crew,
Night at the Museum: Secret of the Tomb (2014),Status Released,Original Language English,Runtime 1h 37m,"Budget $127,000,000.00","Revenue $349,424,282.00",Homepage -,Release Information,Ben Stiller,Rami Malek,Rebel Wilson,Robin Williams,Owen Wilson,Dick Van Dyke,Full Cast & Crew,
The Judge (2014),Status Released,Original Language English,Runtime 2h 21m,"Budget $50,000,000.00","Revenue $83,719,388.00",Homepage http://thejudgemovie.com/,Release Information,Robert Downey Jr.,Robert Duvall,Vera Farmiga,Vincent D'Onofrio,Jeremy Strong,Billy Bob Thornton,Full Cast & Crew,
The Lord of the Rings: The Return of the King (2003),Status Released,Original Language English,Runtime 3h 21m,"Budget $94,000,000.00","Revenue $1,118,888,979.00",Homepage http://www.lordoftherings.net,Release Information,Elijah Wood,Ian McKellen,Viggo Mortensen,Liv Tyler,Orlando Bloom,John Rhys-Davies,Full Cast & Crew,
Terminator 2: Judgment Day (1991),Status Released,Original Language English,Runtime 2h 17m,"Budget $100,000,000.00","Revenue $520,000,000.00",Homepage -,Release Information,Arnold Schwarzenegger,Linda Hamilton,Edward Furlong,Robert Patrick,Earl Boen,Joe Morton,Full Cast & Crew,
The Man from U.N.C.L.E. (2015),Status Released,Original Language English,Runtime 1h 56m,"Budget $75,000,000.00","Revenue $108,145,109.00",Homepage -,Release Information,Henry Cavill,Armie Hammer,Alicia Vikander,Elizabeth Debicki,Luca Calvani,Sylvester Groth,Full Cast & Crew,
Sherlock Holmes (2009),Status Released,Original Language English,Runtime 2h 8m,"Budget $90,000,000.00","Revenue $524,028,679.00",Homepage http://sherlock-holmes-movie.warnerbros.com/,Release Information,Robert Downey Jr.,Jude Law,Rachel McAdams,Mark Strong,Eddie Marsan,Robert Maillet,Full Cast & Crew,
Marauders (2016),Status Released,Original Language English,Runtime 1h 47m,Budget -,Revenue -,Homepage -,Release Information,Bruce Willis,Dave Bautista,Christopher Meloni,Danny A. Abeckaser,Lydia Hull,Tyler Jon Olson,Full Cast & Crew,
Jupiter Ascending (2015),Status Released,Original Language English,Runtime 2h 4m,"Budget $176,000,003.00","Revenue $183,987,723.00",Homepage http://www.jupiterascending.com,Release Information,Mila Kunis,Channing Tatum,Sean Bean,Eddie Redmayne,Douglas Booth,Tuppence Middleton,Full Cast & Crew,
Sex Tape (2014),Status Released,Original Language English,Runtime 1h 37m,"Budget $40,000,000.00","Revenue $126,069,509.00",Homepage -,Release Information,Cameron Diaz,Jason Segel,Rob Corddry,Ellie Kemper,Rob Lowe,Nat Faxon,Full Cast & Crew,
Pulp Fiction (1994),Status Released,Original Language English,Runtime 2h 34m,"Budget $8,000,000.00","Revenue $213,928,762.00",Homepage -,Release Information,John Travolta,Samuel L. Jackson,Uma Thurman,Bruce Willis,Ving Rhames,Harvey Keitel,Full Cast & Crew,
Back to the Future (1985),Status Released,Original Language English,Runtime 1h 56m,"Budget $19,000,000.00","Revenue $381,109,762.00",Homepage http://www.backtothefuture.com/movies/backtothefuture1,Release Information,Michael J. Fox,Christopher Lloyd,Lea Thompson,Crispin Glover,Thomas F. Wilson,Claudia Wells,Full Cast & Crew,
Harry Potter and the Philosopher's Stone (2001),Status Released,Original Language English,Runtime 2h 32m,"Budget $125,000,000.00","Revenue $976,475,550.00",Homepage http://harrypotter.warnerbros.com/harrypotterandthedeathlyhallows/mainsite/index.html,Release Information,Daniel Radcliffe,Rupert Grint,Emma Watson,Richard Harris,Maggie Smith,Robbie Coltrane,Full Cast & Crew,
13 Hours: The Secret Soldiers of Benghazi (2016),Status Released,Original Language English,Runtime 2h 24m,"Budget $50,000,000.00","Revenue $69,411,370.00",Homepage http://www.thirteenhoursmovie.com/,Release Information,Pablo Schreiber,John Krasinski,David Denman,Toby Stephens,Max Martini,James Badge Dale,Full Cast & Crew,
Terminator Salvation (2009),Status Released,Original Language English,Runtime 1h 55m,"Budget $200,000,000.00","Revenue $371,353,001.00",Homepage http://www.terminatorsalvation.com,Release Information,Christian Bale,Sam Worthington,Anton Yelchin,Moon Bloodgood,Bryce Dallas Howard,Helena Bonham Carter,Full Cast & Crew,
Frozen (2013),Status Released,Original Language English,Runtime 1h 42m,"Budget $150,000,000.00","Revenue $1,274,219,009.00",Homepage http://movies.disney.com/frozen,Release Information,Kristen Bell,Idina Menzel,Jonathan Groff,Josh Gad,Santino Fontana,Alan Tudyk,Full Cast & Crew,
Whiskey Tango Foxtrot (2016),Status Released,Original Language English,Runtime 1h 52m,"Budget $35,000,000.00","Revenue $23,083,334.00",Homepage http://www.whiskeytangofoxtrotthemovie.com/,Release Information,Tina Fey,Margot Robbie,Billy Bob Thornton,Martin Freeman,Josh Charles,Alfred Molina,Full Cast & Crew,
Pirates of the Caribbean: On Stranger Tides (2011),Status Released,Original Language English,Runtime 2h 16m,"Budget $250,000,000.00","Revenue $1,021,683,000.00",Homepage http://disney.go.com/pirates/index-on-stranger-tides.html#/video/,Release Information,Johnny Depp,Ian McShane,Penélope Cruz,Geoffrey Rush,Gemma Ward,Richard Griffiths,Full Cast & Crew,
Ex Machina (2015),Status Released,Original Language English,Runtime 1h 48m,"Budget $15,000,000.00","Revenue $36,869,414.00",Homepage http://exmachina-movie.com/,Release Information,Domhnall Gleeson,Alicia Vikander,Sonoya Mizuno,Oscar Isaac,Corey Johnson,Claire Selby,Full Cast & Crew,
The Good Dinosaur (2015),Status Released,Original Language English,Runtime 1h 33m,"Budget $175,000,000.00","Revenue $331,926,147.00",Homepage http://movies.disney.com/the-good-dinosaur,Release Information,Raymond Ochoa,Jack Bright,Jeffrey Wright,Frances McDormand,Maleah Nipay-Padilla,Ryan Teeple,Full Cast & Crew,
Casino Royale (2006),Status Released,Original Language English,Runtime 2h 24m,"Budget $150,000,000.00","Revenue $599,045,960.00",Homepage http://www.mgm.com/#/our-titles/233/Casino-Royale-(2006),Release Information,Daniel Craig,Eva Green,Mads Mikkelsen,Judi Dench,Jeffrey Wright,Giancarlo Giannini,Full Cast & Crew,
The 5th Wave (2016),Status Released,Original Language English,Runtime 1h 52m,"Budget $38,000,000.00","Revenue $109,902,567.00",Homepage https://www.facebook.com/5thWaveMovie/,Release Information,Chloë Grace Moretz,Nick Robinson,Ron Livingston,Maggie Siff,Alex Roe,Maria Bello,Full Cast & Crew,
