studio,genres,num_voted_users,num_user_for_reviews,imdb_score,aspect_ratio,movie_facebook_likes,Type,Year,Runtime,Budget,budget.diff,Revenue,Actor1,Actor2,Actor3,Actor4,Actor5,Actor6
Magn.,Drama,128729,551,7.1,2.35,50000,R,2011,136,7400000,-31849103.35,3029870,1,2,4,4,3,3
FoxS,Adventure,190132,801,7.3,2.35,15000,R,2007,107,50000000,10615497.1,32017803,2,1,2,4,3,3
SPC,Action,217740,1641,7.9,2.35,0,PG13,2000,120,17000000,-27777522.94,213525736,2,3,1,2,3,3
Uni.,Biography,230931,585,7,2.35,0,R,2009,140,80000000,39698754.96,214104620,2,2,2,3,3,3
ParV,Drama,372990,1107,8.1,2.35,16000,R,2007,158,25000000,-14384502.9,76181545,2,2,4,2,3,3
Sum.,Mystery,132423,349,7.2,2.35,15000,PG13,2010,128,45000000,1576254.59,60222298,2,2,4,1,3,3
LGF,Horror,76207,194,6,1.85,0,R,2009,90,11000000,-29301245.04,68233629,2,1,2,4,3,3
BV,Adventure,61321,217,6.2,2.35,0,PG,2005,100,35000000,-5768502.66,86369815,4,2,2,4,3,3
Uni.,Biography,110394,433,7.7,1.85,0,PG13,2004,152,40000000,-3358824.19,124731534,1,4,1,3,3,3
BV,Action,212204,738,6.6,2.35,24000,PG13,2012,132,250000000,207417764.9,284139100,2,2,2,4,3,3
Fox,Action,104066,207,5.7,2.35,15000,R,2012,98,68000000,25417764.86,68267862,2,2,2,4,3,3
SGem,Crime,40469,135,6.1,2.35,0,PG13,2008,110,20000000,-20963509.83,27640028,2,2,2,4,3,3
MGMW,Fantasy,209396,580,6.8,2.35,11000,PG13,2007,104,25000000,-14384502.9,94679598,2,2,1,3,3,3
Focus,Drama,321283,1848,7.8,1.85,17000,R,2003,102,4000000,-40059891.96,119723856,3,2,3,2,3,3
MGMW,Crime,262153,507,7.8,2.35,10000,R,2006,110,27000000,-10894725.68,56308881,2,2,4,2,3,3
Uni.,Drama,361767,1206,7.9,1.85,17000,R,2006,109,76000000,38105274.32,69959751,2,2,2,4,3,3
Wein.,Comedy,190030,583,8,1.33,30000,PG13,2011,100,15000000,-24249103.35,133432856,2,3,2,2,3,3
Uni.,Drama,47364,75,6.5,2.35,0,PG13,2010,99,44000000,576254.59,48190704,2,3,2,4,3,3
WB,Comedy,108843,281,6.1,2.35,54000,R,2012,110,7000000,-35582235.14,167221571,2,3,1,4,3,3
WB,Comedy,62861,232,5.9,1.85,0,PG,2004,95,19000000,-24358824.19,70067909,2,5,1,3,3,3
SPC,Drama,260607,485,7.9,2.35,47000,R,2009,97,5000000,-35301245.04,9760104,1,2,3,2,3,3
BV,Adventure,225102,862,7.8,2.35,16000,PG13,2000,106,26000000,-18777522.94,71000000,2,3,4,4,3,3
Par.,Horror,51204,247,4.6,1.85,26000,R,2012,95,5000000,-37582235.14,142817992,2,3,4,2,3,3
WB,Action,128010,136,6.7,2.35,0,R,1992,118,35000000,13183266.07,321731527,2,2,2,2,3,3
Wein.,Action,8885,56,5.8,2.35,0,R,2016,98,25000000,-33895023.74,1397284,1,2,2,2,3,3
Wein.,Comedy,61360,129,6.6,2.35,25000,R,2015,100,20000000,-22177171.7,36606743,2,3,4,2,3,3
Par.,Action,143696,241,7.6,2.35,0,PG,1990,134,30000000,6289980.87,200512643,2,3,4,2,3,3
WB,Fantasy,91151,283,5.4,2.35,20000,PG13,2011,100,42000000,2750896.65,89162162,2,2,2,5,3,3
WB,Biography,21098,56,6.9,2.35,0,PG13,2015,120,25000000,-17177171.7,24902723,2,3,2,3,3,3
NL,Horror,149285,668,7.5,1.85,10000,X,1984,91,1800000,-11586511.32,25504513,3,3,3,4,3,3
CBS,Drama,96233,313,7.4,1.85,26000,R,2013,105,11000000,-33204533.29,32935319,1,3,2,2,3,3
Sony,Adventure,172792,1740,6.6,2.35,0,R,2006,125,50000000,12105274.32,97607453,2,2,4,2,3,3
PDW,Adventure,127345,250,6.8,1.85,0,PG,2006,83,80000000,42105274.32,155019340,2,4,2,4,3,3
Fox,Comedy,297014,1198,7.3,1.85,0,R,2006,82,18000000,-19894725.68,261572744,1,3,4,2,3,3
Fox,Action,190439,351,7.2,2.35,0,R,1994,141,115000000,86527703.12,378882411,2,3,4,4,3,3
MGM,Adventure,291875,533,8.1,1.37,14000,Passed,1939,102,2777000,662325.2,16538431,1,3,4,2,3,3
NL,Action,162909,795,6.2,2.35,0,PG13,2002,94,63000000,21955704.27,296633907,2,3,2,2,3,3
BV,Drama,193770,2003,6.5,1.85,0,PG13,2004,108,60000000,16641175.81,256697520,4,2,2,4,3,3
BV,Action,81444,192,6.2,2.35,955,PG13,2003,115,50000000,5940108.04,88323487,2,2,4,1,3,3
Lions,Crime,248123,437,7.6,2.35,10000,R,2005,122,42000000,1231497.34,24127895,2,3,1,2,3,3
Sum.,Action,81800,211,5.5,1.85,15000,R,2011,105,50000000,10750896.65,28931401,2,3,4,2,3,3
LGF,Comedy,57266,89,5.7,2.35,14000,PG13,2012,110,40000000,-2582235.14,79700000,2,1,2,4,3,3
Mira.,Action,84325,205,5.4,1.85,0,PG,2001,88,35000000,-7636662.38,147934180,1,3,2,3,3,3
RKO,Animation,94225,136,7.4,1.33,0,Approved,1942,70,858000,-192666.667,267447150,3,3,3,1,3,3
FoxS,Comedy,22369,100,6.6,2.35,21000,PG,2015,122,10000000,-32177171.7,85978266,1,3,1,2,3,3
Fox,Action,92464,331,7.3,2.35,19000,PG13,1986,99,25000000,12017016.47,11000000,4,2,4,2,3,3
MGMW,Action,52052,173,4.5,1.85,0,PG13,2008,85,35000000,-5963509.83,25871834,1,3,4,2,3,3
Uni.,Comedy,85531,152,5.5,1.85,0,PG13,2010,98,100000000,56576254.59,310650585,2,2,2,2,3,3
WB,Comedy,151812,556,6.5,1.85,0,PG,1998,119,65000000,21407415.73,250821495,2,3,4,2,3,3
BV,Biography,133526,521,7.9,2.35,0,R,1999,157,90000000,47481720.35,60289912,2,3,4,4,3,3
Focus,Horror,25210,126,5.2,2.35,13000,R,2015,97,10000000,-32177171.7,52882018,1,3,5,2,3,3
Par.,Adventure,212085,492,7.7,2.35,15000,PG13,2007,127,70000000,30615497.1,135560026,2,3,4,4,3,3
WB,Horror,141663,383,7,1.85,20000,R,2009,123,20000000,-20301245.04,41596251,2,1,2,2,3,3
Sony,Drama,102248,403,6.1,2.35,34000,PG13,2014,118,70000000,28357932.39,154984035,2,3,2,4,3,3
Uni.,Drama,232577,1026,8.2,2.35,11000,R,1978,183,15000000,6954992.412,50000000,2,3,4,4,3,3
WB,Adventure,160321,178,6.3,2.35,0,PG13,1995,90,30000000,-2026455.82,212385533,2,2,5,4,3,3
Par.,Drama,188887,662,7.6,2.35,0,R,2001,131,70000000,27363337.62,96976270,2,2,4,2,3,3
Uni.,Comedy,211296,428,6.3,1.85,0,PG13,2004,115,80000000,36641175.81,516642939,2,3,2,2,3,3
Uni.,Comedy,85903,92,6,1.85,0,PG,1995,100,50000000,17973544.18,287928194,2,2,2,4,3,3
DW,Fantasy,58184,805,4.9,2.35,0,PG13,1999,113,80000000,37481720.35,91188905,2,3,2,3,3,3
WB,Comedy,87739,133,6.7,1.85,0,R,1984,96,4500000,-8886511.32,81198894,3,2,3,1,3,3
Fox,Crime,119150,219,7.4,1.85,0,R,1987,126,15000000,1839999.87,43848069,1,3,1,4,3,3
WB,Drama,482064,1106,8.1,2.35,14000,PG13,2004,132,30000000,-13358824.19,216763646,2,2,2,2,3,3
Rela.,Adventure,18042,73,5.9,1.85,0,PG,2013,91,55000000,10795466.71,110000000,2,2,4,2,3,3
Fox,Adventure,52908,102,6.5,2.35,0,PG,2008,90,55000000,14036490.17,17869048,2,3,4,4,3,3
DW,Adventure,140499,358,7,1.85,0,G,2000,84,45000000,222477.06,224834564,2,4,2,4,3,3
Par.,Adventure,91082,274,7.8,2.35,28000,R,2013,115,12000000,-32204533.29,17654912,2,3,4,4,3,3
Col.,Adventure,271794,584,8.1,1.85,24000,R,1986,89,8000000,-4982983.53,52287000,1,3,2,3,3,3
Focus,Comedy,307639,513,8,2.35,32000,R,2008,107,15000000,-25963509.83,32002538,2,2,1,2,3,3
Sum.,Comedy,270441,378,7.7,1.85,40000,R,2011,100,8000000,-31249103.35,39187783,2,3,2,4,3,3
Par.,Action,97838,286,7.6,2.35,3000,PG13,1996,111,46000000,11010939.14,150000000,4,3,2,2,3,3
Fox,Action,42614,120,6.8,1.85,0,R,1988,107,13000000,-1293157.89,44726644,2,4,1,4,3,3
FoxS,Drama,145395,375,7.3,2.35,23000,NC17,2011,100,6500000,-32749103.35,17693675,2,2,1,4,3,3
WB,Action,223393,550,5.6,2.35,24000,PG13,2011,114,200000000,160750896.7,219851172,2,2,2,2,3,3
Par.,Action,256213,338,7.2,2.35,0,R,2007,124,61000000,21615497.1,95696996,2,3,2,4,3,3
Uni.,Fantasy,31371,166,5.7,1.85,0,R,1990,84,13000000,-10710019.13,35763605,2,3,4,1,3,3
Uni.,Comedy,145974,611,6.3,2.35,10000,PG13,2008,108,52000000,11036490.17,609841637,2,2,4,5,3,3
MGM,Action,61018,140,5.8,2.35,0,R,1995,108,35000000,2973544.18,113000000,1,3,2,4,3,3
Fox,Biography,152089,309,8.1,2.35,0,M,1969,110,6000000,288978.25,102308889,2,1,2,4,3,3
Uni.,Comedy,104005,248,6.2,2.35,18000,R,2012,134,35000000,-7582235.14,88058786,2,3,2,2,3,3
Uni.,Adventure,283480,263,7.4,1.37,0,PG,1990,118,40000000,16289980.87,244527583,2,3,2,4,3,3
Focus,Drama,189683,559,7.7,1.85,0,R,2003,124,20000000,-24059891.96,60427839,2,2,1,2,3,3
Uni.,Horror,87447,371,6.5,2.35,0,PG13,2005,104,43000000,2231497.34,91974818,2,3,2,4,3,3
Fox,Action,140780,376,6.3,2.35,0,R,2007,89,24000000,-15384502.9,99965753,2,2,2,4,3,3
Focus,Comedy,102125,324,7,1.85,10000,R,2009,105,7000000,-33301245.04,31430334,1,3,4,4,3,3
Sony,Biography,225122,234,7.8,2.35,0,R,1997,127,35000000,-8068856.22,41954997,2,2,2,2,3,3
Par.,Adventure,245333,678,7.5,1.85,42000,PG,2011,126,170000000,130750896.7,185770160,2,3,2,4,3,3
Col.,Biography,171726,256,8.1,2.35,12000,PG,1982,191,22000000,7816666.67,77737889,4,3,4,2,3,3
Uni.,Action,75903,109,6.2,2.35,0,PG13,2014,99,25000000,-16642067.61,153997819,2,1,2,4,3,3
LGF,Action,112516,223,6.2,1.85,0,R,2009,96,20000000,-20301245.04,34560577,2,2,1,2,3,3
SGem,Action,151580,672,6.2,2.35,0,R,2004,94,45000000,1641175.81,129394835,2,2,4,2,3,3
ORF,Crime,181025,336,7.7,1.85,38000,R,2012,109,7000000,-35582235.14,48126384,2,3,2,4,3,3
BV,Comedy,29738,85,6.2,2.39,12000,PG,2014,81,28000000,-13642067.61,100654149,2,2,1,4,3,3
Par.,Horror,76828,314,5.8,1.85,24000,R,2011,83,5000000,-34249103.35,205703818,1,3,4,1,3,3
Par.,Comedy,101730,131,6.4,2.35,0,R,2010,104,20000000,-23423745.41,49779728,1,3,2,4,3,3
TriS,Adventure,182802,363,6.7,2.35,13000,PG,1991,144,70000000,44800909.09,300854823,2,3,2,1,3,3
Uni.,Action,166693,276,6.8,2.35,19000,R,2012,115,85000000,42417764.86,208076205,2,2,2,2,3,3
LGF,Crime,173848,203,7.3,2.35,25000,R,2011,119,40000000,750896.65,85412898,2,3,2,4,3,3
BV,Animation,102933,230,6.9,1.78,0,G,1996,91,100000000,65010939.14,100138851,2,3,4,4,3,3
Sony,Action,71574,244,5.9,2.35,951,PG,2005,129,75000000,34231497.34,142400065,2,2,3,2,3,3
WB,Action,129601,648,4.8,1.85,0,PG13,1999,106,170000000,127481720.4,222104681,2,1,2,4,3,3
BV,Comedy,90539,379,5.6,2.35,0,PG13,2000,100,45000000,222477.06,113916474,4,3,2,2,3,3
Fox,Action,243053,488,6.1,2.35,0,PG13,2008,88,85000000,44036490.17,222231186,2,2,2,4,3,3
LGF,Horror,142115,614,6.2,1.85,0,R,2006,108,10000000,-27894725.68,163876815,1,5,2,4,3,3
Over.,Action,121432,310,6.8,2.35,10000,R,2009,108,33000000,-7301245.04,20645327,2,2,1,4,3,3
Sony,Biography,79892,619,6.4,1.85,0,PG13,2006,123,40000000,2105274.32,60474340,2,2,4,2,3,3
BV,Comedy,53687,152,5.7,1.85,1000,G,2004,113,40000000,-3358824.19,95149435,1,3,3,3,3,3
Mira.,Drama,604904,682,8.3,1.85,31000,R,1997,126,10000000,-33068856.22,225933435,2,2,3,4,3,3
TriS,Action,96096,172,6.4,2.35,0,R,1993,112,70000000,47441048.15,255000211,2,2,2,4,3,3
Par.,Fantasy,206776,1248,6.9,1.85,0,R,2001,136,68000000,25363337.62,203388341,2,3,2,2,3,3
SonR,Action,51349,213,4.3,2.35,0,PG13,2005,101,87000000,46231497.34,71073932,2,2,2,2,3,3
BV,Adventure,75176,252,7.1,1.85,26000,PG,2011,103,45000000,5750896.65,165184237,2,3,2,2,3,3
Par.,Action,89816,347,6.3,2.35,0,PG13,2003,119,60000000,15940108.04,96269812,2,2,2,4,3,3
Par.,Crime,48559,145,6,2.35,0,R,2014,111,25000000,-16642067.61,39171130,2,2,2,4,3,3
Uni.,Action,102129,432,5.5,2.35,0,PG13,2002,92,60000000,18955704.27,165333180,4,3,2,4,3,3
FoxS,Crime,64625,281,7.4,1.85,0,R,2006,92,15000000,-22894725.68,49469904,2,2,2,2,3,3
Fox,Adventure,47900,130,6.9,1.85,11000,PG,2014,92,145000000,103357932.4,272912430,2,3,2,2,3,3
SPC,Comedy,64794,131,7.3,2.35,17000,R,2011,96,6000000,-33249103.35,19560274,2,2,2,4,3,3
Fox,Action,86902,411,6.4,2.35,0,PG13,2001,106,40000000,-2636662.38,91753202,2,3,4,2,3,3
Uni.,Action,273921,522,7.5,1.85,36000,PG13,2010,112,60000000,16576254.59,47664559,2,3,2,2,3,3
Uni.,Biography,333542,533,8.2,2.35,11000,R,1995,178,52000000,19973544.18,116112375,2,2,4,3,3,3
RAtt.,Biography,92599,225,7.1,1.85,21000,R,2011,107,3500000,-35749103.35,19504039,2,2,3,5,3,3
Focus,Adventure,87203,221,6.7,2.35,25000,R,2012,101,10000000,-32582235.14,9636289,2,3,4,4,3,3
Uni.,Biography,76842,173,7.2,2.35,4000,R,1989,145,14000000,-4666469.65,161001698,1,5,4,4,3,3
Uni.,Adventure,61753,133,7.3,1.33,5000,G,1988,69,12300000,-1993157.89,84460846,4,3,1,2,3,3
NL,Comedy,67604,218,7.1,1.85,12000,R,1997,97,15000000,-28068856.22,64256513,2,2,2,4,3,3
Focus,Adventure,237848,377,7.8,1.85,71000,PG13,2012,94,16000000,-26582235.14,68263166,2,2,4,4,3,3
DW,Comedy,185258,404,7.2,2.35,0,R,2003,91,24000000,-20059891.96,87055349,4,3,2,4,3,3
Par.,Musical,170027,350,7.2,2.35,13000,PG13,1978,110,6000000,-2045007.588,181813770,1,3,2,4,3,3
Sony,Animation,64387,85,6.5,2.35,15000,PG,2013,95,78000000,33795466.71,248384621,2,2,2,2,3,3
Sum.,Adventure,72715,103,6.5,1.85,0,R,2008,109,19000000,-21963509.83,18755936,1,3,4,4,3,3
NL,Action,38348,135,6.1,2.35,0,R,2003,109,36000000,-8059891.96,44350926,2,3,2,2,3,3
FoxS,Drama,67760,226,7.3,2.35,0,R,2009,112,7000000,-33301245.04,39462438,2,2,2,4,3,3
LGF,Action,48245,154,5.4,1.85,0,R,2008,99,45000000,4036490.17,42487390,2,3,4,2,3,3
WB,Crime,280228,420,7.6,2.35,29000,R,2010,125,37000000,-6423745.41,154026136,2,2,2,2,3,3
Uni.,Action,87768,187,6.3,2.35,12000,R,2010,111,32000000,-11423745.41,18409891,1,2,2,4,3,3
Fox,Action,149947,326,6.8,2.35,18000,PG13,2010,98,100000000,56576254.59,167805466,2,3,2,1,3,3
Fox,Action,81523,214,5.6,2.35,0,PG13,2008,101,70000000,29036490.17,72108608,2,3,3,2,3,3
WB,Drama,97047,452,6.8,2.35,0,R,1999,150,55000000,12481720.35,100230832,2,2,2,1,3,3
Fox,Comedy,247289,611,7.1,1.85,0,R,1998,119,23000000,-20592584.27,369884651,2,3,2,4,3,3
BV,Comedy,54723,99,6.2,1.85,0,PG,1984,111,8000000,-5386511.32,69821334,2,3,4,4,3,3
Uni.,Crime,113295,235,7.1,2.35,0,PG13,2009,127,60000000,19698754.96,87784194,2,2,2,4,3,3
SonR,Comedy,246492,685,6.4,1.85,7000,PG13,2006,107,82500000,44605274.32,237681299,2,3,2,3,3,3
Wein.,Drama,141425,283,7.4,1.66,25000,R,2010,112,1000000,-42423745.41,12355734,4,1,2,2,3,3
WB,Action,57873,414,6.1,2.35,0,PG,2008,135,120000000,79036490.17,93945766,2,2,2,1,3,3
MGM,Crime,73068,419,6.8,2.35,0,R,1999,113,48000000,5481720.35,124305181,2,3,2,4,3,3
FoxS,Action,94892,189,6.8,2.35,0,R,2008,109,20000000,-20963509.83,65569869,2,2,1,1,3,3
CBS,Comedy,40654,97,5.3,2.35,0,PG13,2010,106,35000000,-8423745.41,77477008,1,3,1,2,3,3
WBNL,Action,67296,133,5.8,1.85,0,PG,2012,94,79000000,36417764.86,355692760,2,3,2,2,3,3
Sony,Comedy,143251,710,7.7,1.85,0,R,2002,114,19000000,-22044295.73,32801173,2,2,2,2,3,3
Uni.,Comedy,136680,149,6.4,2.35,13000,R,2011,112,52000000,12750896.65,75450437,2,3,2,3,3,3
CIP,Horror,157857,1191,7.9,2.35,12000,R,1978,91,300000,-7745007.588,70000000,3,4,3,4,3,3
WB,Comedy,85629,144,6,1.85,14000,R,2015,100,40000000,-2177171.7,111711453,2,3,2,2,3,3
Fox,Comedy,58957,91,6,1.85,0,R,2011,106,20000000,-19249103.35,30426096,2,2,2,4,3,3
Uni.,Action,91640,210,5.6,2.35,20000,PG13,2013,96,130000000,85795466.71,61648500,2,2,2,2,3,3
Sony,Adventure,27257,59,5.4,1.85,0,PG,2013,105,105000000,60795466.71,347434178,2,2,2,3,3,3
Anch.,Horror,56402,209,6.3,2.35,17000,R,2010,108,2000000,-41423745.41,572809,3,3,3,2,3,3
WB,Comedy,216486,242,6.9,1.85,0,PG13,1994,86,15000000,-13472296.88,107217396,2,4,4,4,3,3
Sony,Action,63599,208,5.8,2.35,0,PG13,2005,110,50000000,9231497.34,44434439,2,3,2,2,3,3
Sony,Action,72259,788,6.4,1.85,0,PG13,2001,106,137000000,94363337.62,85131830,2,3,2,1,3,3
WDim.,Comedy,50337,177,3.5,1.85,13000,PG13,2013,86,20000000,-24204533.29,78378744,1,3,2,4,3,3
Uni.,Drama,169023,703,7.1,1.85,10000,PG13,1998,178,90000000,46407415.73,142940100,2,3,2,2,3,3
Sony,Adventure,41259,72,6.1,2.35,0,PG,2009,91,70000000,29698754.96,104945765,2,3,2,4,3,3
Fox,Fantasy,357581,588,7.9,1.85,16000,PG13,1990,105,20000000,-3710019.13,53000000,1,1,1,2,3,3
BV,Adventure,48806,263,7.3,2.35,11000,PG,2006,120,40000000,2105274.32,120455994,1,2,4,4,3,3
WBNL,Comedy,146899,185,6.4,2.35,0,PG13,2009,102,20000000,-20301245.04,136267476,2,3,2,1,3,3
NL,Drama,121937,431,7.6,1.85,15000,PG13,2001,132,22000000,-20636662.38,40270895,1,3,4,2,3,3
NL,Biography,70771,671,6.7,2.35,0,PG13,2005,135,30000000,-10768502.66,30536013,2,3,2,4,3,3
Sony,Comedy,80305,393,5.7,1.85,0,R,2001,89,16000000,-26636662.38,66468332,1,2,3,4,3,3
NL,Action,121084,221,6.2,2.35,0,PG13,2007,91,140000000,100615497.1,258022233,4,2,2,2,3,3
CBS,Comedy,106755,173,6.6,2.35,27000,PG13,2013,105,28000000,-16204533.29,134402450,2,2,1,2,3,3
Sum.,Action,80556,184,6.6,2.35,0,PG13,2008,115,20000000,-20963509.83,41627431,1,3,4,4,3,3
Sony,Comedy,34258,178,6.3,2.35,0,PG13,2012,100,30000000,-12582235.14,114281051,1,2,2,2,3,3
Uni.,Comedy,88714,235,6.3,1.85,0,PG,2007,90,25000000,-14384502.9,229736344,2,3,1,2,3,3
Sony,Mystery,51996,302,7,2.35,0,R,1999,100,16000000,-26518279.65,18564088,1,2,2,2,3,3
WBNL,Drama,74476,184,7.4,2.35,15000,PG13,2009,109,30000000,-10301245.04,95714875,2,2,2,4,3,3
CBS,Drama,64190,129,5.6,2.35,16000,PG13,2011,86,17000000,-22249103.35,43165571,2,3,4,2,3,3
Sony,Drama,168314,903,7.3,1.85,12000,R,2004,104,27000000,-16358824.19,115505027,2,2,2,3,3,3
Over.,Comedy,109620,268,6.2,2.35,15000,R,2009,93,24000000,-16301245.04,68729358,2,2,2,4,3,3
BV,Action,60326,142,5.8,2.35,2000,R,1997,125,50000000,6931143.78,48169156,2,2,2,4,3,3
WB,Action,112769,305,6.6,2.35,0,PG13,2006,105,55000000,17105274.32,65664721,2,3,2,4,3,3
Par.,Drama,171882,292,7.8,1.85,14000,PG13,1993,118,11000000,-11558951.85,30000000,1,1,2,4,3,3
Uni.,Action,110073,194,6.2,2.35,0,PG13,2011,104,75000000,35750896.65,152930623,2,2,2,2,3,3
Uni.,Comedy,115099,257,5.4,2.35,2000,PG,2007,96,175000000,135615497.1,173000000,2,3,2,4,3,3
SPC,Drama,150082,384,7.3,2.35,36000,PG13,2013,98,18000000,-26204533.29,97505481,2,2,2,4,3,3
Rela.,Drama,43084,99,6.7,2.35,19000,PG13,2014,117,26000000,-15642067.61,35926213,2,2,2,2,3,3
WB,Comedy,81334,291,6.5,1.85,0,PG13,2007,96,40000000,615497.1,145896422,2,3,4,4,3,3
Col.,Adventure,192775,559,8.4,2.2,11000,PG,1962,216,15000000,1720666.67,70000000,4,3,2,1,3,3
WB,Drama,190990,915,7.3,1.85,23000,PG13,2006,96,35000000,-2894725.68,15304890,2,1,2,2,3,3
Par.,Action,103241,742,7.1,2.35,5000,R,2002,138,75000000,33955704.27,114660784,2,3,2,2,3,3
SPC,Adventure,126307,210,6.8,1.85,19000,PG13,2009,123,30000000,-10301245.04,61808775,2,3,2,4,3,3
UA,Drama,264533,609,8.1,2.35,12000,PG13,2004,121,17500000,-25858824.19,38000000,1,3,1,2,3,3
CBS,Action,80574,157,6.5,2.35,12000,R,2010,98,24000000,-19423745.41,23081726,2,2,2,4,3,3
BV,Comedy,87785,362,6.8,1.85,0,PG,1999,131,100000000,57481720.35,93700000,2,2,2,2,3,3
Uni.,Comedy,100837,301,6.4,1.85,0,R,2009,146,75000000,34698754.96,61458982,2,2,2,4,3,3
ParV,Drama,243799,908,7.5,1.85,0,R,2006,143,25000000,-12894725.68,135330182,2,2,3,2,3,3
Fox,Comedy,127571,207,6.3,2.35,0,PG13,2010,97,55000000,11576254.59,152263880,2,3,2,2,3,3
PDW,Drama,125109,593,6.7,2.35,16000,PG13,2009,136,65000000,24698754.96,93525586,2,2,2,2,3,3
PDW,Action,172754,187,7.3,2.35,13000,PG,2010,95,130000000,86576254.59,321885765,2,2,2,2,3,3
BV,Drama,44966,411,5.6,2.35,0,PG13,2005,105,30000000,-10768502.66,25473093,2,2,2,4,3,3
LGF,Action,48999,280,6,2.35,0,R,2008,107,20500000,-20463509.83,10089373,1,3,4,4,3,3
Par.,Fantasy,63855,248,6.6,1.85,0,R,1989,103,11500000,-7166469.65,57469467,1,3,4,4,3,3
LGF,Crime,152247,189,7.3,2.35,0,R,2008,112,20000000,-20963509.83,64822796,2,3,4,4,3,3
Uni.,Comedy,106909,268,5.9,1.85,0,PG13,2004,90,42000000,-1358824.19,171963386,2,2,2,3,3,3
Mira.,Comedy,58260,286,7.7,1.85,0,R,2003,88,500000,-43559891.96,8679814,4,2,3,4,3,3
WB,Crime,75201,256,6.6,2.35,0,R,2010,117,80000000,36576254.59,74901339,4,2,2,4,3,3
LGF,Horror,47169,162,5.9,2.35,17000,PG13,2012,92,14000000,-28582235.14,85446075,2,3,4,2,3,3
WBNL,Comedy,132048,203,6.4,2.35,12000,PG13,2009,129,40000000,-301245.04,177259441,2,2,2,2,3,3
Saban,Drama,21370,132,6.6,2.35,0,R,2014,122,16000000,-25642067.61,2429989,1,2,1,2,3,3
Dim.,Horror,98535,734,5.5,2.35,0,R,2000,116,40000000,-4777522.94,161834276,2,2,4,2,3,3
USA,Comedy,254404,840,7.8,1.85,0,R,1999,112,13000000,-29518279.65,22863596,2,2,2,2,3,3
Fox,Adventure,102338,450,6.6,2.35,0,PG13,2008,165,130000000,89036490.17,49554002,2,2,2,4,3,3
WB,Biography,102728,279,6.6,2.35,16000,R,2011,137,35000000,-4249103.35,84606030,1,2,2,1,3,3
Par.,Drama,459346,822,7.8,2.35,23000,PG13,2008,166,150000000,109036490.2,333932083,2,2,2,2,3,3
LGS,Action,44891,202,4.2,2.35,12000,PG13,2014,99,70000000,28357932.39,61279452,2,3,2,4,3,3
MGM,Fantasy,105446,321,7.4,2.35,11000,PG,1982,114,10700000,-3483333.33,122200000,1,3,1,2,3,3
Uni.,Crime,63363,644,5.6,2.35,0,R,2006,121,50000000,12105274.32,49111202,2,2,2,4,3,3
FoxS,Drama,136367,975,6.7,1.85,39000,PG13,2011,139,32000000,-7249103.35,54674226,2,1,4,2,3,3
Fox,Action,98629,316,7.2,1.85,0,R,1986,116,16000000,3017016.47,5900000,2,3,1,2,3,3
Sony,Comedy,182757,483,6.9,1.85,19000,PG13,2006,136,85000000,47105274.32,194168700,2,2,2,2,3,3
WB,Drama,114321,548,6.8,2.35,0,PG,2006,99,40000000,2105274.32,114830111,2,2,5,3,3,3
ORF,Comedy,56605,89,7.3,2.35,23000,R,2015,103,700000,-41477171.7,17986781,3,3,1,4,3,3
UA,Comedy,143086,211,8.6,1.37,0,G,1936,87,1500000,307000,8500000,1,3,4,4,3,3
Dis.,Comedy,107408,259,7.8,1.66,0,Approved,1964,139,6000000,2093104.875,102272727,1,3,4,2,3,3
Sony,Crime,127528,422,6.6,2.35,0,PG13,2008,90,40000000,-963509.83,151161491,2,3,2,4,3,3
Par.,Comedy,156717,357,6.4,1.85,0,PG13,2003,116,50000000,5940108.04,177371441,1,3,4,2,3,3
Fox,Action,171418,619,6.4,2.35,17000,R,2010,107,40000000,-3423745.41,126248813,4,3,2,4,3,3
Fox,Comedy,75152,288,5.8,1.85,0,PG,2003,98,40000000,-4059891.96,190212113,2,1,2,2,3,3
Col.,Drama,181879,319,7.6,2.35,0,R,1992,138,40000000,18183266.07,243240178,2,3,2,2,3,3
PDW,Adventure,123553,174,7.3,1.85,25000,PG,2012,97,145000000,102417764.9,306941670,2,2,2,2,3,3
Sony,Drama,83786,231,7.5,2.35,0,R,2007,124,20000000,-19384502.9,22222308,2,2,2,4,3,3
Uni.,Comedy,318634,1004,7.7,2.35,52000,R,2003,135,40000000,-4059891.96,244931766,4,3,2,2,3,3
Sony,Comedy,71754,166,7.2,2.35,0,PG,1992,128,40000000,18183266.07,107458785,2,3,2,2,3,3
ORF,Action,59248,164,5.6,1.85,48000,R,2013,107,12000000,-32204533.29,15008161,2,3,2,4,3,3
Fox,Action,23546,92,6.3,2.35,819,G,1971,98,2500000,-641833.333,12348905,4,3,4,2,3,3
WB,Action,213668,270,7.8,1.85,0,PG13,1993,130,40000000,17441048.15,368875760,2,3,4,3,3,3
FoxS,Biography,145580,351,7.7,2.35,0,R,2006,121,6000000,-31894725.68,48027970,1,4,3,2,3,3
Uni.,Comedy,162331,332,6.3,2.35,0,R,2003,103,55000000,10940108.04,231449203,2,3,2,2,3,3
NL,Drama,189032,560,7.9,2.35,0,R,1997,155,15000000,-28068856.22,43101594,2,3,2,5,3,3
