Movie Name,Status,Language,Runtime,Budget,Revenue,8,9,10,11,12,13,14
Monte Walsh (1970),Released,English,1h 46m,"$5,000,000.00",-,Lee Marvin,Jeanne Moreau,Jack Palance,Mitchell Ryan,Jim Davis,G. D. Spradlin,Full Cast & Crew
The Cure (2014),Released,English,1h 29m,"$1,754,000.00",-,Antonia Prebble,Daniel Lissing,Stephen Lovatt,John Bach,John Landreth,Ben Fransham,Full Cast & Crew
Anarkali (2015),Released,Malayalam,2h 46m,-,-,Prithviraj Sukumaran,Priyal Gor,Biju Menon,Kabir Bedi,Mia George,Samskruthy Shenoy,Full Cast & Crew
The Red Shoes (1948),Released,English,2h 13m,-,-,Anton Walbrook,Moira Shearer,LÌ©onide Massine,Robert Helpmann,Albert Bassermann,Esmond Knight,Full Cast & Crew
McLibel (2005),Released,English,1h 25m,-,-,Login to Edit Cast & Crew,,,,,,
Dragonfyre (2013),Released,English,1h 37m,-,-,Rusty Joiner,Wesley John,Isaac C. Singleton Jr.,Maclain Nelson,Clare Niederpruem,Jake Van Wagoner,Full Cast & Crew
The House on Pine Street (2015),Released,English,1h 51m,-,-,Emily Goss,Taylor Bottles,Cathy Barnett,Jim Korinke,Natalie Pellegrini,Tisha Swart-Entwistle,Full Cast & Crew
Almighty Thor (2011),Released,English,1h 28m,-,-,Cody Deal,Patricia VelÌÁsquez,Richard Grieco,Kevin Nash,Jess Allen,Chris Ivan Cevic,Full Cast & Crew
Empire of Dreams: The Story of the Star Wars Trilogy (2004),Released,English,2h 31m,-,-,Robert Clotworthy,Kenny Baker,Jim Bloom,Leo Braudy,Ben Burtt,Walter Cronkite,Full Cast & Crew
1984 (1956),Released,English,1h 30m,-,-,Edmond O'Brien,Jan Sterling,Michael Redgrave,David Kossoff,Mervyn Johns,Donald Pleasence,Full Cast & Crew
"This Man, This Woman",In Production,English,-,-,-,PenÌ©lope Cruz,Diane Kruger,Full Cast & Crew,,,,
Hotel St. Pauli (1988),Released,English,2h 1m,-,-,Ì÷yvin Bang Berven,John Ege,Amanda Ooms,Sossen Krohg,JÌ_ns Andersson,Jorunn Kjellsby,Full Cast & Crew
Pal Joey (1957),Released,English,1h 51m,-,-,Frank Sinatra,Kim Novak,Rita Hayworth,Barbara Nichols,Bobby Sherwood,Hank Henry,Full Cast & Crew
The Lake (2017),Post Production,French,-,-,-,J.K. Simmons,Sullivan Stapleton,Diarmaid Murtagh,Sylvia Hoeks,Charlie Bewley,Dimitri Leonidas,Full Cast & Crew
Flight of the Intruder (1991),Released,English,1h 55m,"$35,000,000.00",-,Danny Glover,Willem Dafoe,Brad Johnson,Rosanna Arquette,Tom Sizemore,Full Cast & Crew,
Standing Up (2013),Released,English,1h 33m,"$6,000,000.00",-,Chandler Canterbury,Annalise Basso,Radha Mitchell,Val Kilmer,Keith Flippen,William J. Harrison,Full Cast & Crew
Testament (1983),Released,English,1h 30m,-,"$1,500,000.00",Jane Alexander,William Devane,Kevin Costner,Ross Harris,Roxana Zal,Lukas Haas,Full Cast & Crew
Enthralled (2014),Released,English,1h 49m,-,-,Kelvin Kwan,Chui Tien-You,Christopher Goh,Candy Law Lum,Mandy Lieu,Joy Sheng,Full Cast & Crew
GrossStadtklein (2013),Released,German,1h 38m,-,-,Jacob Matschenz,Jytte-Merle BÌ_hrnsen,Klaas Heufer-Umlauf,Kostja Ullmann,Pit Bukowski,Markus Hering,Full Cast & Crew
How She Move (2008),Released,English,1h 34m,-,-,Rutina Wesley,Dwain Murphy,Boyd Banks,ClÌ© Bennett,Nina Dobrev,Full Cast & Crew,
Mujhse Dosti Karoge! (2002),Released,Hindi,2h 29m,-,-,Hrithik Roshan,Rani Mukerji,Kareena Kapoor,Satish Shah,Himani Shivpuri,Kiran Kumar,Full Cast & Crew
Le Grand partage (2015),Post Production,French,-,-,-,Karin Viard,Didier Bourdon,ValÌ©rie Bonneton,Michel Vuillermoz,Josiane Balasko,Patrick Chesnais,Full Cast & Crew
A Mouse Tale (2015),Released,English,-,-,-,Miranda Cosgrove,Drake Bell,Jon Heder,Cary Elwes,Jon Lovitz,Tom Arnold,Full Cast & Crew
Intramural (2014),Released,English,1h 40m,-,-,Jake Lacy,Nikki Reed,Kate McKinnon,Beck Bennett,Nick Kocher,Brian McElhaney,Full Cast & Crew
Rollerball (1975),Released,English,2h 5m,-,"$30,000,000.00",James Caan,John Houseman,Maud Adams,John Beck,Moses Gunn,Pamela Hensley,Full Cast & Crew
Friday the 13th (2017),Planned,English,-,-,-,Login to Edit Cast & Crew,,,,,,
The Tripper (2006),Released,English,1h 33m,-,-,David Arquette,Courteney Cox,Richmond Arquette,Paz de la Huerta,Lukas Haas,Balthazar Getty,Full Cast & Crew
Fifty Pills (2006),Released,English,1h 25m,-,-,Lou Taylor Pucci,Kristen Bell,John Hensley,Nora Zehetner,Monica Keena,Full Cast & Crew,
Wo Hu: Operation Undercover (2006),Released,Mandarin,1h 42m,-,-,Eric Tsang,Francis Ng,Jordan Chan,Sonija Kwok,Kiu Wai Miu,Julian Cheung,Full Cast & Crew
Going Away (2013),Released,French,1h 31m,-,$95.00,Louise Bourgoin,Pierre Rochefort,Dominique Sanda,DÌ©borah FranÌ_ois,Eric Ruf,Benjamin Lavernhe,Full Cast & Crew
The Front Line (2011),Released,English,2h 13m,"$10,000,000.00",-,Shin Ha-kyun,Go Soo,Ryu Seung-su,Ryu Seung-Ryong,Kim Ok-bin,Park Young-seo,Full Cast & Crew
Electric Dreams (1984),Released,English,1h 35m,-,-,Lenny Von Dohlen,Virginia Madsen,Maxwell Caulfield,Bud Cort,Don Fellows,Alan Polonsky,Full Cast & Crew
Leatherface: Texas Chainsaw Massacre III (1990),Released,English,1h 21m,-,"$5,765,562.00",Kate Hodge,Ken Foree,R.A. Mihailoff,William Butler,Viggo Mortensen,Joe Unger,Full Cast & Crew
"Paradise, Hawaiian Style (1966)",Released,English,1h 31m,-,-,Elvis Presley,Suzanna Leigh,James Shigeta,Marianna Hill,Donna Butterworth,Irene Tsu,Full Cast & Crew
The Surface (2014),Released,English,1h 26m,-,-,Sean Astin,Mimi Rogers,Chris Mulkey,John Emmet Tracy,Elvis Thao,Jeff Gendelman,Full Cast & Crew
The Surface (2015),Released,English,1h 19m,-,-,Harry Hains,Nicholas McDonald,Michael Redford,Kyle Patrick Darling,Jinny Chung,Full Cast & Crew,
Castle Freak (1995),Released,English,1h 35m,-,-,Jeffrey Combs,Barbara Crampton,Jonathan Fuller,Jessica Dollarhide,Massimo Sarchielli,Elisabeth Kaza,Full Cast & Crew
Pinching Penny (2011),Released,English,1h 44m,-,-,Steven Molony,Timothy J. Meyer,Ginny Glaser,Lauren J. Wertz,Full Cast & Crew,,
Appropriate Behavior (2015),Released,English,1h 30m,-,-,Desiree Akhavan,Rebecca Henderson,Halley Feiffer,Scott Adsit,Anh Duong,Hooman Majd,Full Cast & Crew
The Secret Policeman's Ball (2012),Released,English,1h 35m,-,-,Fred Armisen,Lance Bass,Matt Berry,Russell Brand,Richard Branson,David Cross,Full Cast & Crew
A New Leaf (1971),Released,English,1h 42m,-,-,Walter Matthau,Elaine May,Jack Weston,George Rose,James Coco,Doris Roberts,Full Cast & Crew
Division III: Football's Finest (2011),Released,English,1h 38m,-,-,Andy Dick,Marshall Cook,Bryan Callen,Michael Jace,Mo Collins,Paul Henderson,Full Cast & Crew
Spirit of the Forest (2008),Released,English,1h 30m,"$20,000,000.00",-,MarÌ_a AdÌÁnez,Sean Astin,Anjelica Huston,Ron Perlman,Giovanni Ribisi,Full Cast & Crew,
Die Wolke (2006),Released,German,1h 45m,-,-,Paula Kalenberg,Franz Dinda,Hans-Laurin Beyerling,Carina Wiese,Jennifer Ulrich,Claire Oelkers,Full Cast & Crew
Mermaid Chronicles Part 1: She Creature (2001),Released,English,1h 31m,-,-,Rufus Sewell,Carla Gugino,Reno Wilson,Mark Aiken,Fintan McKeown,Aubrey Morris,Full Cast & Crew
Cinta Kolestrol (2002),Released,English,1h 48m,-,-,Erra Fazira,Abu Bakar Omar,Aleeza Kassim,Dynaz Mokhtar,Farid Kamil,Liza Zain,Full Cast & Crew
Dark Inclusion (2016),Post Production,English,1h 55m,-,-,Niels Schneider,August Diehl,Hafed Benotman,Hans Peter Cloos,RaphaÌÇle Godin,Raghunath Manet,Full Cast & Crew
Strigoi (2009),Released,English,1h 41m,-,-,Login to Edit Cast & Crew,,,,,,
The Hard Corps (2006),Released,English,1h 50m,-,-,Jean-Claude Van Damme,Razaaq Adoti,Vivica A. Fox,Peter James Bryant,Ron Bottitta,Viv Leacock,Full Cast & Crew
A Little Help (2010),Released,English,1h 49m,-,-,Jenna Fischer,Chris O'Donnell,Kim Coates,Lesley Ann Warren,Sara Kapner,Brooke Smith,Full Cast & Crew
Willy The Sparrow (1988),Rumored,English,1h 15m,-,-,Levente Igaz,KlÌÁri Tolnay,JÌ_zsef SzÌ©khelyi,Eszter KÌÁrÌÁsz,CecÌ_lia EsztergÌÁlyos,MÌÁtyÌÁs Usztics,Full Cast & Crew
Greed in the Sun (1964),Released,French,2h 10m,-,-,Jean-Paul Belmondo,Lino Ventura,Bernard Blier,AndrÌ©a Parisy,Gert FrÌ_be,Reginald Kernan,Full Cast & Crew
Manakamana (2013),Released,English,1h 58m,-,-,Chabbi Lal Gandharba,Amish Gandharba,Bindu Gayek,Narayan Gayek,Gopika Gayek,Khim Kumari Gayek,Full Cast & Crew
Underdog (2016),Released,English,0h 8m,-,-,Login to Edit Cast & Crew,,,,,,
Artifact (2012),Released,English,1h 45m,-,-,Jared Leto,Shannon Leto,Tomo Mili€çevi€à,Irving Azoff,Chester Bennington,Brandon Boyd,Full Cast & Crew
The Wrong Woman (2013),Released,English,-,-,-,Jaleel White,Danica McKellar,Jonathan Bennett,Fred Dryer,Jim O'Heir,Alicia Lagano,Full Cast & Crew
Lady Chatterley (1993),Released,English,3h 25m,-,-,Joely Richardson,Sean Bean,James Wilby,David Sterne,Roger Hammond,Full Cast & Crew,
The Magician (2015),Released,Korean,2h 2m,$500.00,-,Yoo Seung-ho,Go Ara,Kwak Do-won,Jo Yoon-hee,Jo Dal-hwan,Lee Kyoung-young,Full Cast & Crew
Waist Deep (2006),Released,English,1h 37m,-,"$21,353,303.00",Tyrese Gibson,Meagan Good,Larenz Tate,Henry Hunter Hall,Jayceon Terrell Taylor,William Duffy,Full Cast & Crew
Man Underground (2016),Released,English,1h 35m,-,-,George Basil,Pamela Fila,Full Cast & Crew,,,,
Stretch and Bobbito: Radio That Changed Lives (2015),Released,English,1h 30m,-,-,Common,Lauryn Hill,Jay-Z,Eminem,Talib Kweli,Nas,Full Cast & Crew
Love Bite (2012),Released,English,1h 31m,-,-,Ed Speleers,Jessica Szohr,Timothy Spall,Luke Pasqualino,Kierston Wareing,Robert Pugh,Full Cast & Crew
Grey Knight (1993),Released,English,1h 32m,"$1,200,000.00",-,Corbin Bernsen,Adrian Pasdar,Ray Wise,Cynda Williams,Billy Bob Thornton,Martin Sheen,Full Cast & Crew
Alpha and Omega 2: A Howl-iday Adventure (2013),Released,English,0h 45m,-,-,Ben Diskin,Kate Higgins,Marieve Herington,Liza West,Tracy Pfau,Bill Lader,Full Cast & Crew
The Orphanage (2016),Released,English,1h 31m,-,-,Jimmy Scanlon,Michelle Romano,Christian Goodwin,Vinny Vella,Full Cast & Crew,,
My Fellow Americans (1996),Released,English,1h 41m,-,-,Jack Lemmon,James Garner,Dan Aykroyd,John Heard,Wilford Brimley,Lauren Bacall,Full Cast & Crew
Ì_mer the Tourist in Star Trek (1973),Released,Turkish,1h 12m,-,-,Sadri Alisik,Erol AmaÌ_,Cemil Sahbaz,Ferdi Merter,Kayhan Yildizoglu,Elif Pektas,Full Cast & Crew
The Seventh Juror (1962),Released,French,1h 30m,-,-,Bernard Blier,Maurice Biraud,Francis Blanche,DaniÌ¬le Delorme,Jacques Riberolles,Yves Barsacq,Full Cast & Crew
One Small Hitch (2013),Released,English,1h 40m,-,-,Shane McRae,Aubrey Dollar,Daniel J. Travanti,Janet Ulrich Brooks,Robert Belushi,Rebecca Spence,Full Cast & Crew
Born to Dance (2015),Released,German,1h 36m,-,-,Tia Maipi,Stan Walker,Kherington Payne,John Tui,Parris Goebel,Full Cast & Crew,
Jealousy (2013),Released,French,1h 17m,"$4,000,000.00",-,Louis Garrel,Anna Mouglalis,Emanuela Ponzano,Arthur Igual,Rebecca Convenant,Olga Milshtein,Full Cast & Crew
The Five People You Meet In Heaven (2004),Released,English,3h 0m,-,-,Jon Voight,Ellen Burstyn,Jeff Daniels,Dagmara DomiÅãczyk,Steven Grayhm,Full Cast & Crew,
Poirot: After the Funeral (2006),Released,English,1h 37m,-,-,David Suchet,Michael Fassbender,Robert Bathurst,Geraldine James,Anna Calder-Marshall,Monica Dolan,Full Cast & Crew
Food (1993),Released,Czech,0h 14m,-,-,LudvÌ_k SvÌÁb,Bedrich Glaser,Jan Kraus,Pavel Marek,Josef Fiala,Karel Hamr,Full Cast & Crew
Kounterfeit (1996),Released,English,1h 30m,-,-,Gil Bernardy,Corbin Bernsen,Bobbie Brown,Hilary Swank,Andrew Hawkes,Bruce Payne,Full Cast & Crew
Making a Marathon (2016),Released,English,2h 54m,$30.00,-,Luke Ryan,Connie WitzÌüe,Sean McClean,Ryan Chattaway,Ian Mountford,Ian Mountford,Full Cast & Crew
Fort Apache (1948),Released,English,2h 5m,"$2,500,000.00","$3,000,000.00",John Wayne,Henry Fonda,Shirley Temple,Pedro ArmendÌÁriz,Ward Bond,George O'Brien,Full Cast & Crew
If a Tree Falls: A Story of the Earth Liberation Front (2011),Released,Dutch,1h 25m,-,-,Login to Edit Cast & Crew,,,,,,
The Adventurer (1917),Released,English,0h 31m,-,-,Charles Chaplin,Edna Purviance,Eric Campbell,Henry Bergman,Albert Austin,Phyllis Allen,Full Cast & Crew
Eureka (1983),Released,English,2h 10m,-,"$123,572.00",Gene Hackman,Theresa Russell,Rutger Hauer,Mickey Rourke,Ed Lauter,Joe Pesci,Full Cast & Crew
Flower and Snake 3: Punishment (1986),Released,Japanese,1h 13m,-,-,Minako Ogawa,Yuri Yau,Mariko Kajikawa,Sadami Sakamoto,Hideaki Nagai,Full Cast & Crew,
The Carer (2016),Released,English,1h 29m,-,-,Brian Cox,Emilia Fox,Anna Chancellor,Coco KÌ_nig,Roger Moore,Selina Cadell,Full Cast & Crew
Laleli'de Bir Azize (1999),Released,Turkish,-,-,-,GÌ_ven K€±raÌ_,Cengiz KÌ_Ì_Ì_kayvaz,Full Cast & Crew,,,,
Why Did I Get Married? (2007),Released,English,1h 53m,"$15,000,000.00","$55,184,721.00",Tyler Perry,Jill Scott,Janet Jackson,Michael Jai White,Malik Yoba,Sharon Leal,Full Cast & Crew
Wonderful World (2009),Released,English,1h 29m,-,-,Matthew Broderick,Sanaa Lathan,Michael Kenneth Williams,Mia Ford,Full Cast & Crew,,
Condorman (1981),Released,English,1h 30m,-,-,Michael Crawford,Oliver Reed,Barbara Carrera,James Hampton,Jean-Pierre Kalfon,Dana Elcar,Full Cast & Crew
Our RoboCop Remake (2014),Released,English,1h 46m,-,-,Chase Fein,Nichole Bagby,Willy Roberts,Full Cast & Crew,,,
Der Schrei der Liebe (1997),Released,English,1h 28m,-,-,JÌ_rgen Prochnow,Matthias Schloo,Eva Mattes,Katharina SchÌ_ttler,Sontje Peplow,Haluk Piyes,Full Cast & Crew
Unbelievable Adventures of Italians in Russia (1974),Released,Russian,1h 44m,-,-,Andrey Mironov,Antonia Santilli,Ninetto Davoli,Alighiero Noschese,Evgeniy Evstigneev,Tano Cimarosa,Full Cast & Crew
Zombi Kampung Pisang (2007),Released,English,1h 58m,-,-,Awie,Datuk AC Mizal,Que Haidar,Sofi Jikan,Ezlynn,Nadia Mustafar,Full Cast & Crew
Piranha Part Two: The Spawning (1981),Released,English,1h 24m,"$145,786.00",-,Tricia O'Neil,Steve Marachuk,Lance Henriksen,Ricky Paull Goldin,Ted Richert,Leslie Graves,Full Cast & Crew
Varg Veum - Buried Dogs (2008),Released,Norwegian,1h 30m,-,-,Trond Espen Seim,Andreas Cappelen,BjÌürn Floberg,Full Cast & Crew,,,
Kingdom Come (2011),Released,English,1h 28m,-,-,Daniel Gillies,Rachael Leigh Cook,Seth Green,John Lyons Murphy,Selma Blair,Bill Pullman,Full Cast & Crew
Detropia (2012),Released,English,1h 33m,-,-,Login to Edit Cast & Crew,,,,,,
Texas Lightning (1981),Released,English,1h 31m,-,-,Cameron Mitchell,Cameron Mitchell Jr.,Maureen McCormick,Peter Jason,Jean Clark,Full Cast & Crew,
The Way We Were (1973),Released,English,1h 58m,-,"$45,000,000.00",Barbra Streisand,Robert Redford,Bradford Dillman,Lois Chiles,Patrick O'Neal,Viveca Lindfors,Full Cast & Crew
BibliothÌ¬que Pascal (2010),Released,Hungarian,1h 45m,-,-,Orsolya TÌ_rÌ_k-IllyÌ©s,Andi Vasluianu,Shamgar Amram,R€Äzvan Vasilescu,Oana Pellea,Tibor PÌÁlffy,Full Cast & Crew
For Ellen (2012),Released,English,1h 33m,-,-,Paul Dano,Jon Heder,Jena Malone,Margarita Levieva,Shaylena Mandigo,Julian Gamble,Full Cast & Crew
"Four Murders Are Enough, Darling (1971)",Released,Czech,1h 43m,-,-,LubomÌ_r LipskÌ_,JiÅªina BohdalovÌÁ,Jan LibÌ_€çek,FrantiÅÁek FilipovskÌ_,Josef Hlinomaz,Iva JanÅ_urovÌÁ,Full Cast & Crew
Hammer (1972),Released,English,1h 32m,-,-,Fred Williamson,Vonetta McGee,William Smith,Bernie Hamilton,D'Urville Martin,Stack Pierce,Full Cast & Crew
Perry Mason: The Case of the Poisoned Pen (1990),Released,English,-,-,-,Raymond Burr,Barbara Hale,William R. Moses,Cindy Williams,Barbara Babcock,Full Cast & Crew,
The Winds of Kitty Hawk (1978),Released,English,1h 38m,-,-,Michael Moriarty,David Huffman,Tom Bower,Robin Gammell,Scott Hylands,John Randolph,Full Cast & Crew
The Saint: Wrong Number (1989),Released,English,-,-,-,Simon Dutton,GÌ_nther Maria Halmer,Manfred Lehmann,Volker Brandt,Christoph M. Ohrt,Vince Edwards,Full Cast & Crew
3 Dances Gulpilil (1978),Released,English,0h 8m,-,-,David Gulpilil,Full Cast & Crew,,,,,
"Four Murders Are Enough, Darling (1971)",Released,Czech,1h 43m,-,-,LubomÌ_r LipskÌ_,JiÅªina BohdalovÌÁ,Jan LibÌ_€çek,FrantiÅÁek FilipovskÌ_,Josef Hlinomaz,Iva JanÅ_urovÌÁ,Full Cast & Crew
Bobik Visiting Barbos (1977),Released,Russian,0h 9m,-,-,Yuriy Nikulin,Oleg Tabakov,Full Cast & Crew,,,,
MotÌ_rhead Live in Toronto (1984),Released,English,0h 50m,-,-,Login to Edit Cast & Crew,,,,,,
Poem of Kovpak: Snow-Storm (1975),Released,English,1h 39m,-,-,Konstantin Stepankov,Mikhail Kokshenov,Aleksandr Gaj,Yuri Demich,Gennadi Karnovich-Valua,Natalya Gvozdikova,Full Cast & Crew
Black Angel (1946),Released,English,1h 21m,-,-,Dan Duryea,June Vincent,Peter Lorre,Broderick Crawford,Constance Dowling,Wallace Ford,Full Cast & Crew
Chief Crazy Horse (1955),Released,English,1h 26m,-,-,Victor Mature,Suzan Ball,John Lund,Ray Danton,Keith Larsen,Paul Guilfoyle,Full Cast & Crew
Tokyo: The City of Glass (2014),Released,English,1h 40m,-,-,Atsushi Kimura,Gox Jk,Reiko Tajima,Full Cast & Crew,,,
Seeing Other People (2004),Released,English,1h 30m,-,-,Jay Mohr,Julianne Nicholson,Josh Charles,Andy Richter,Lauren Graham,Bryan Cranston,Full Cast & Crew
Suspicious Truth (2014),Post Production,Spanish,2h 23m,-,-,DamiÌÁn AlcÌÁzar,Alfonso Herrera,JoaquÌ_n Cosio,Osvaldo Benavides,Silvia Navarro,Flavio Medina,Full Cast & Crew
Lone Star State of Mind (2002),Released,English,1h 28m,-,-,Joshua Jackson,Jaime King,Matthew Davis,Ryan Hurst,John Mellencamp,Thomas Haden Church,Full Cast & Crew
Stalled (2013),Released,English,1h 21m,-,-,Dan Palmer,Antonia Bernath,Tamaryn Payne,Mark Holden,Giles Alderson,Victoria Broom,Full Cast & Crew
A Kiss Before Dying (1991),Released,English,1h 35m,-,"$15,429,177.00",Matt Dillon,Sean Young,Max von Sydow,Diane Ladd,Adam Horovitz,Briony Glassco,Full Cast & Crew
Tag (2015),Released,Abkhazian,1h 30m,"$2,500,000.00",-,Christopher Mintz-Plasse,Scout Taylor-Compton,Patrick Alan Davis,Jonathan Lipnicki,Helena Ball,Phillip Andre Botello,Full Cast & Crew
The Assassination of Jesse James: Death Of An Outlaw (2008),Released,English,0h 32m,-,-,Ted Levine,Casey Affleck,Brad Pitt,Mary-Louise Parker,Andrew Dominik,Sam Rockwell,Full Cast & Crew
Babes In Toyland (1986),Released,English,2h 20m,-,-,Drew Barrymore,Richard Mulligan,Eileen Brennan,Keanu Reeves,Pat Morita,Jill Schoelen,Full Cast & Crew
Beyond the Black Rainbow (2010),Released,English,1h 50m,"$1,100,000.00",-,Michael Rogers,Scott Hylands,Marilyn Norry,Eva Allan,Rondel Reynoldson,Ryley Zinger,Full Cast & Crew
Doraemon: Nobita in the Wan-Nyan Spacetime Odyssey (2004),Released,Japanese,1h 29m,-,-,Login to Edit Cast & Crew,,,,,,
To Gillian on Her 37th Birthday (1996),Released,English,1h 33m,-,"$4,137,645.00",Peter Gallagher,Michelle Pfeiffer,Claire Danes,Freddie Prinze Jr.,Seth Green,Laurie Fortier,Full Cast & Crew
The Adventures of Elmo in Grouchland (1999),Released,English,1h 13m,-,-,Kevin Clash,Mandy Patinkin,Vanessa Williams,Sonia Manzano,Roscoe Orman,Stephanie D'Abruzzo,Full Cast & Crew
Girls Lost (2016),Released,Swedish,1h 46m,-,-,Tuva Jagell,Wilma HolmÌ©n,Louise Nyvall,Emrik Ì_hlander,Vilgot Ostwald Vesterlund,Alexander Gustavsson,Full Cast & Crew
The Painting Pool (2013),Released,Persian,-,-,-,Shahab Hosseini,Negar Javaherian,Fereshteh Sadre Orafaiy,Full Cast & Crew,,,
Pieta in the Toilet (2015),Released,Japanese,2h 0m,-,-,Yojiro Noda,Hana Sugisaki,Lily Franky,Saya Ichikawa,Rie Miyazawa,Full Cast & Crew,
Pekak (2016),Released,Malay,1h 36m,"$96,727.00",-,Zahiril Adzim,Sharifah Amani,Amerul Affendi,Iedil Putra,Sharifah Sakinah,Full Cast & Crew,
Twelfth Night (1996),Released,English,2h 14m,-,-,Helena Bonham Carter,Richard E. Grant,Nigel Hawthorne,Ben Kingsley,Mel Smith,Imelda Staunton,Full Cast & Crew
Miracles (1986),Released,English,1h 27m,-,-,Tom Conti,Teri Garr,Paul RodrÌ_guez,Christopher Lloyd,Adalberto MartÌ_nez,Full Cast & Crew,
The Case of the Scorpion's Tail (1971),Released,English,1h 30m,-,-,George Hilton,Anita Strindberg,Alberto de Mendoza,Ida Galli,Janine Reynaud,Luigi Pistilli,Full Cast & Crew
The Wild Swans (2009),Released,English,1h 0m,-,-,Her Majesty Queen Margrethe II of Denmark,Stine Fischer Christensen,Ghita NÌürby,Thure Lindhardt,Benedikte Hansen,Jens JÌürn Spottag,Full Cast & Crew
Be Beautiful But Shut Up (1958),Released,French,1h 50m,-,-,Henri Vidal,MylÌ¬ne Demongeot,BÌ©atrice Altariba,RenÌ© LefÌ¬vre,Jean-Paul Belmondo,Anne Collette,Full Cast & Crew
Rudolph's Shiny New Year (1976),Released,English,1h 0m,-,-,Red Skelton,Frank Gorshin,Morey Amsterdam,Harold Peary,Paul Frees,Billie Mae Richards,Full Cast & Crew
Destiny Turns on the Radio (1995),Released,Italian,-,-,-,Dylan McDermott,Nancy Travis,James Le Gros,Quentin Tarantino,Jim Belushi,Full Cast & Crew,
N‰Ûªapcaz Å_imdi? (2012),Released,Turkish,-,-,-,Ufuk Ì_zkan,Ì_zge Ì_zberk,Zeynep BeÅÙerler,Erdal Cindoruk,Ebru Kocaaga,Emre Melemez,Full Cast & Crew
Molly Moon and the Incredible Book of Hypnotism (2015),Released,English,1h 38m,-,-,Emily Watson,Dominic Monaghan,Raffey Cassidy,Joan Collins,Anne-Marie Duff,Celia Imrie,Full Cast & Crew
By the Time It Gets Dark (2016),Released,Thai,1h 45m,-,-,Arak Amornsupasiri,Atchara Suwan,Visra Vichit-Vadakan,Inthira Charoenpura,Rassami Paoluengtong,Penpak Sirikul,Full Cast & Crew
Attack the Gas Station! (1999),Released,Korean,1h 53m,-,-,Lee Sung-jae,Yu Oh-seong,Kang Seong-jin,Yu Ji-Tae,Park Young-gyu,Jeong Joon,Full Cast & Crew
Lupe Under the Sun (2016),Released,Spanish,1h 18m,-,-,Login to Edit Cast & Crew,,,,,,
The Elusive Revengers (1966),Released,Russian,1h 18m,-,-,Viktor Kosykh,Vasili Vasilyev,Mikhail Metyolkin,Valentina Kurdyukova,Efim Kopelyan,Boris Sichkin,Full Cast & Crew
