Movie Name,Studio,Status,Language,Runtime,Budget,Revenue,8,9,10,11,12,13,14
Our Idiot Brother (2011),Wein.,Released,English,1h 30m,"$10,000,000.00","$17,273,593.00",Paul Rudd,Elizabeth Banks,Zooey Deschanel,Emily Mortimer,Hugh Dancy,Steve Coogan,Full Cast & Crew
Inland Empire (2006),$518.00,Released,English,2h 52m,-,"$849,055.00",Laura Dern,Jeremy Irons,Justin Theroux,Harry Dean Stanton,Peter J. Lucas,Diane Ladd,Full Cast & Crew
War for the Planet of the Apes (2017),Fox,Post Production,English,-,-,-,Judy Greer,Woody Harrelson,Andy Serkis,Steve Zahn,Max Lloyd-Jones,Ty Olsson,Full Cast & Crew
The Other Boleyn Girl (2008),Sony,Released,English,1h 55m,"$35,000,000.00",-,Natalie Portman,Scarlett Johansson,Eric Bana,Jim Sturgess,Kristin Scott Thomas,Mark Rylance,Full Cast & Crew
Hart's War (2002),MGM,Released,English,2h 5m,"$70,000,000.00","$32,287,044.00",Bruce Willis,Colin Farrell,Terrence Howard,Marcel Iureéª,Cole Hauser,Linus Roache,Full Cast & Crew
Dead Man Walking (1995),Gram.,Released,English,2h 2m,"$11,000,000.00","$39,363,635.00",Susan Sarandon,Sean Penn,Robert Prosky,Raymond J. Barry,R. Lee Ermey,Celia Weston,Full Cast & Crew
Glory (1989),TriS,Released,English,2h 2m,"$18,000,000.00","$26,828,365.00",Matthew Broderick,Denzel Washington,Cary Elwes,Morgan Freeman,Jihmi Kennedy,Andre Braugher,Full Cast & Crew
42 (2013),WB,Released,English,2h 8m,"$40,000,000.00","$95,020,213.00",Chadwick Boseman,T.R. Knight,Harrison Ford,Nicole Beharie,Christopher Meloni,John C. McGinley,Full Cast & Crew
Hellraiser (1987),NW,Released,English,1h 34m,"$1,000,000.00","$14,564,027.00",Andrew Robinson,Clare Higgins,Ashley Laurence,Sean Chapman,Oliver Smith,Robert Hines,Full Cast & Crew
Milk (2008),Focus,Released,English,2h 8m,"$20,000,000.00","$54,586,584.00",Sean Penn,Emile Hirsch,James Franco,Josh Brolin,Diego Luna,Alison Pill,Full Cast & Crew
The American (2010),Focus,Released,English,1h 44m,"$20,000,000.00","$65,464,324.00",George Clooney,Violante Placido,Thekla Reuten,Paolo Bonacelli,Johan Leysen,Irina BjÌ_rklund,Full Cast & Crew
Dragonball Evolution (2009),Fox,Released,English,1h 25m,"$100,000,000.00",-,Justin Chatwin,Joon Park,Jamie Chung,Emmy Rossum,James Marsters,Randall Duk Kim,Full Cast & Crew
The Witches of Eastwick (1987),WB,Released,English,1h 58m,-,"$63,766,510.00",Jack Nicholson,Cher,Susan Sarandon,Michelle Pfeiffer,Veronica Cartwright,Richard Jenkins,Full Cast & Crew
Punch-Drunk Love (2002),SonR,Released,English,1h 35m,"$25,000,000.00","$17,000,000.00",Adam Sandler,Emily Watson,Philip Seymour Hoffman,Luis GuzmÌÁn,Mary Lynn Rajskub,Robert Smigel,Full Cast & Crew
Cradle 2 the Grave (2003),WB,Released,English,1h 41m,"$25,000,000.00","$56,489,558.00",Jet Li,DMX,Kelly Hu,Anthony Anderson,Tom Arnold,Mark Dacascos,Full Cast & Crew
An Education (2009),SPC,Released,English,1h 40m,"$7,500,000.00","$26,096,852.00",Carey Mulligan,Olivia Williams,Peter Sarsgaard,Alfred Molina,Cara Seymour,Dominic Cooper,Full Cast & Crew
Cop Land (1997),Mira.,Released,English,1h 44m,"$15,000,000.00","$44,862,187.00",Sylvester Stallone,Harvey Keitel,Ray Liotta,Robert De Niro,Peter Berg,Janeane Garofalo,Full Cast & Crew
The Straight Story (1999),BV,Released,English,1h 52m,"$10,000,000.00",-,Richard Farnsworth,Sissy Spacek,Jane Galloway Heitz,Joseph A. Carpenter,Donald Wiegert,Tracey Maloney,Full Cast & Crew
Shaft (2000),Par.,Released,English,1h 39m,"$46,000,000.00","$107,196,498.00",Samuel L. Jackson,Jeffrey Wright,Christian Bale,Busta Rhymes,Dan Hedaya,Toni Collette,Full Cast & Crew
Aloha (2015),Sony,Released,English,1h 45m,"$37,000,000.00","$26,250,020.00",Bradley Cooper,Emma Stone,Rachel McAdams,John Krasinski,Bill Murray,Alec Baldwin,Full Cast & Crew
Star Trek: Insurrection (1998),Par.,Released,English,1h 43m,"$70,000,000.00","$118,000,000.00",Patrick Stewart,Jonathan Frakes,Brent Spiner,LeVar Burton,Gates McFadden,Marina Sirtis,Full Cast & Crew
The Covenant (2006),SGem,Released,English,1h 37m,"$20,000,000.00","$37,597,471.00",Steven Strait,Laura Ramsey,Jessica Lucas,Taylor Kitsch,Chace Crawford,Sebastian Stan,Full Cast & Crew
Moonstruck (1987),MGM,Released,English,1h 42m,-,"$80,640,528.00",Cher,Nicolas Cage,Vincent Gardenia,Olympia Dukakis,Danny Aiello,Julie Bovasso,Full Cast & Crew
Natural Born Killers (1994),WB,Released,English,1h 59m,"$34,000,000.00","$50,282,766.00",Woody Harrelson,Juliette Lewis,Robert Downey Jr.,Tommy Lee Jones,Tom Sizemore,Rodney Dangerfield,Full Cast & Crew
Everything is Illuminated (2005),WIP,Released,English,1h 46m,"$7,000,000.00","$2,697,930.00",Elijah Wood,Eugene Hutz,Boris Leskin,Jana Hrabetova,Jonathan Safran Foer,Stephen Samudovsky,Full Cast & Crew
Piranha 3D (2010),W/Dim.,Released,English,1h 28m,"$24,000,000.00","$83,188,165.00",Elisabeth Shue,Adam Scott,Jerry O'Connell,Steven R. McQueen,Jessica Szohr,Ving Rhames,Full Cast & Crew
The Specialist (1994),WB,Released,English,1h 50m,"$45,000,000.00","$170,362,582.00",Sylvester Stallone,Sharon Stone,James Woods,Rod Steiger,Eric Roberts,Mario Ernesto SÌÁnchez,Full Cast & Crew
The Ten Commandments (1956),Par.,Released,English,3h 40m,"$13,000,000.00","$65,000,000.00",Charlton Heston,Anne Baxter,Yul Brynner,Edward G. Robinson,Yvonne De Carlo,Debra Paget,Full Cast & Crew
The Reader (2008),Wein.,Released,English,2h 4m,"$32,000,000.00",-,Kate Winslet,Ralph Fiennes,David Kross,Jeanette Hain,Bruno Ganz,Hannah Herzsprung,Full Cast & Crew
How the Grinch Stole Christmas (2000),Uni.,Released,English,1h 44m,"$123,000,000.00","$345,141,403.00",Jim Carrey,Taylor Momsen,Jeffrey Tambor,Christine Baranski,Bill Irwin,Molly Shannon,Full Cast & Crew
Draft Day (2014),LG/S,Released,English,1h 49m,"$27,000,000.00","$28,831,145.00",Kevin Costner,Jennifer Garner,Tom Welling,Sam Elliott,Terry Crews,Ellen Burstyn,Full Cast & Crew
Get Him to the Greek (2010),Uni.,Released,English,1h 49m,"$40,000,000.00","$90,029,656.00",Jonah Hill,Russell Brand,Rose Byrne,Colm Meaney,Sean Combs,Tom Felton,Full Cast & Crew
I Spit on Your Grave 2 (2013),Anch.,Released,English,1h 46m,-,$809.00,Jemma Dallender,Joe Absolom,Yavor Baharov,Aleksandar Aleksiev,Mary Stockley,Michael Dixon,Full Cast & Crew
Million Dollar Arm (2014),BV,Released,English,2h 4m,"$25,000,000.00","$38,307,627.00",Jon Hamm,Bill Paxton,Lake Bell,Suraj Sharma,Aasif Mandvi,Madhur Mittal,Full Cast & Crew
Dune (1984),Uni.,Released,English,2h 17m,"$40,000,000.00","$30,925,690.00",Kyle MacLachlan,Francesca Annis,Leonardo Cimino,Brad Dourif,JosÌ© Ferrer,Linda Hunt,Full Cast & Crew
Bad Company (2002),BV,Released,English,1h 56m,"$70,000,000.00","$65,977,295.00",Anthony Hopkins,Chris Rock,Peter Stormare,Gabriel Macht,Kerry Washington,Adoni Maropis,Full Cast & Crew
Robot & Frank (2012),Gold.,Released,English,1h 25m,"$2,500,000.00","$3,325,038.00",Frank Langella,Liv Tyler,James Marsden,Susan Sarandon,Peter Sarsgaard,Jeremy Strong,Full Cast & Crew
Runaway Jury (2003),Fox,Released,English,2h 7m,"$60,000,000.00","$80,154,140.00",John Cusack,Gene Hackman,Dustin Hoffman,Rachel Weisz,Bruce McGill,Bruce Davison,Full Cast & Crew
Rounders (1998),Mira.,Released,English,2h 1m,"$12,000,000.00","$22,921,898.00",Matt Damon,John Turturro,Gretchen Mol,Goran Visnjic,Edward Norton,John Malkovich,Full Cast & Crew
All About Eve (1950),Fox,Released,English,2h 18m,"$1,400,000.00","$63,463.00",Bette Davis,Anne Baxter,George Sanders,Celeste Holm,Gary Merrill,Hugh Marlowe,Full Cast & Crew
Think Like a Man (2012),SGem,Released,English,2h 3m,"$12,000,000.00","$96,070,507.00",Taraji P. Henson,Gabrielle Union,Michael Ealy,Kevin Hart,Chris Brown,Arielle Kebbel,Full Cast & Crew
Matilda (1996),Sony,Released,English,1h 38m,"$36,000,000.00","$33,459,416.00",Mara Wilson,Danny DeVito,Embeth Davidtz,Rhea Perlman,Pam Ferris,Paul Reubens,Full Cast & Crew
Patriot Games (1992),Par.,Released,English,1h 57m,"$45,000,000.00","$178,051,587.00",Harrison Ford,Anne Archer,Patrick Bergin,Thora Birch,James Fox,Samuel L. Jackson,Full Cast & Crew
EuroTrip (2004),DW,Released,English,1h 33m,"$25,000,000.00","$20,796,847.00",Scott Mechlowicz,Jacob Pitts,Michelle Trachtenberg,Travis Wester,Vinnie Jones,Lucy Lawless,Full Cast & Crew
Untraceable (2008),SGem,Released,English,1h 41m,"$35,000,000.00","$32,483,410.00",Diane Lane,Billy Burke,Colin Hanks,Joseph Cross,Mary Beth Hurt,Peter Lewis,Full Cast & Crew
Victoria (2015),AF,Released,German,2h 18m,-,-,Laia Costa,Frederick Lau,Franz Rogowski,Burak Yigit,Max Mauff,AndrÌ© Hennicke,Full Cast & Crew
The Grudge 2 (2006),Sony,Released,English,1h 42m,"$20,000,000.00","$39,143,839.00",Sarah Michelle Gellar,Amber Tamblyn,Edison Chen,Arielle Kebbel,Jennifer Beals,Teresa Palmer,Full Cast & Crew
Green Street Hooligans (2005),Free,Released,English,1h 49m,-,"$3,154,346.00",Elijah Wood,Claire Forlani,Charlie Hunnam,Ross McCall,Leo Gregory,Marc Warren,Full Cast & Crew
How Do You Know (2010),Sony,Released,English,2h 1m,"$120,000,000.00","$48,668,907.00",Reese Witherspoon,Paul Rudd,Owen Wilson,Jack Nicholson,Kathryn Hahn,Molly Price,Full Cast & Crew
Genius (2016),RAtt.,Released,English,1h 44m,-,-,Colin Firth,Jude Law,Nicole Kidman,Laura Linney,Guy Pearce,Dominic West,Full Cast & Crew
Mirrors (2008),Fox,Released,English,1h 50m,"$35,000,000.00","$72,436,439.00",Kiefer Sutherland,Paula Patton,Amy Smart,Cameron Boyce,Erica Gluck,Jason Flemyng,Full Cast & Crew
Hellbound: Hellraiser II (1988),NW,Released,English,1h 37m,-,"$12,090,735.00",Clare Higgins,Ashley Laurence,Kenneth Cranham,Doug Bradley,Imogen Boorman,Sean Chapman,Full Cast & Crew
Another Earth (2011),FoxS,Released,English,1h 32m,"$100,000.00","$1,776,935.00",Brit Marling,William Mapother,Jordan Baker,Flint Beverage,Robin Lord Taylor,Matthew-Lee Erlbach,Full Cast & Crew
JFK (1991),WB,Released,English,3h 9m,"$40,000,000.00","$205,405,498.00",Kevin Costner,Tommy Lee Jones,Gary Oldman,Kevin Bacon,Michael Rooker,Jack Lemmon,Full Cast & Crew
Remember the Titans (2000),BV,Released,English,1h 53m,"$30,000,000.00","$136,706,683.00",Denzel Washington,Will Patton,Ryan Hurst,Wood Harris,Hayden Panettiere,Ryan Gosling,Full Cast & Crew
Armored (2009),SGem,Released,English,1h 28m,"$20,000,000.00","$22,942,221.00",Columbus Short,Laurence Fishburne,Skeet Ulrich,Amaury Nolasco,Matt Dillon,Jean Reno,Full Cast & Crew
Beneath the Planet of the Apes (1970),Fox,Released,English,1h 35m,"$3,000,000.00","$18,999,718.00",James Franciscus,Kim Hunter,Maurice Evans,Linda Harrison,Paul Richards,Charlton Heston,Full Cast & Crew
The Hurricane (1999),Uni.,Released,English,2h 26m,"$50,000,000.00","$73,956,241.00",Denzel Washington,Vicellous Reon Shannon,Deborah Kara Unger,Liev Schreiber,John Hannah,Dan Hedaya,Full Cast & Crew
Overboard (1987),MGM,Released,English,1h 46m,"$1,880,006.00","$26,713,187.00",Goldie Hawn,Kurt Russell,Edward Herrmann,Katherine Helmond,Mike Hagerty,Roddy McDowall,Full Cast & Crew
Blue Is the Warmest Color (2013),IFC,Released,French,2h 59m,"$4,300,000.00","$10,165,694.00",LÌ©a Seydoux,AdÌ¬le Exarchopoulos,Catherine SalÌ©e,Jeremie Laheurte,AurÌ©lien Recoing,Salim Kechiouche,Full Cast & Crew
Dragon Ball Z: Resurrection 'F' (2015),FUN,Released,Japanese,1h 33m,"$5,000,000.00","$61,768,190.00",Masako Nozawa,RyÅç Horikawa,Hiromi Tsuru,Mayumi Tanaka,Masaharu SatÅç,Toshio Furukawa,Full Cast & Crew
Escape from Planet Earth (2013),Wein.,Released,English,1h 29m,-,-,Brendan Fraser,Rob Corddry,Ricky Gervais,Jessica Alba,Sarah Jessica Parker,Kaitlin Olson,Full Cast & Crew
Other People (2016),VE,Released,English,1h 37m,-,-,Jesse Plemons,Molly Shannon,Bradley Whitford,Madisen Beaty,Maude Apatow,John Early,Full Cast & Crew
The Exorcist (1973),WB,Released,English,2h 2m,"$8,000,000.00","$441,306,145.00",Linda Blair,Max von Sydow,Ellen Burstyn,Jason Miller,Lee J. Cobb,Kitty Winn,Full Cast & Crew
White Oleander (2002),WB,Released,English,1h 49m,-,-,Alison Lohman,Michelle Pfeiffer,Cole Hauser,Robin Wright,Amy Aquino,John Billingsley,Full Cast & Crew
The Accountant (2016),WB,Post Production,English,2h 8m,-,-,Anna Kendrick,Ben Affleck,J.K. Simmons,Jeffrey Tambor,John Lithgow,Jon Bernthal,Full Cast & Crew
Sex and the City (2008),WB (NL),Released,English,2h 25m,"$65,000,000.00","$415,252,786.00",Sarah Jessica Parker,Kim Cattrall,Cynthia Nixon,Kristin Davis,Chris Noth,Willie Garson,Full Cast & Crew
United 93 (2006),Uni.,Released,English,1h 51m,"$15,000,000.00","$76,286,096.00",J.J. Johnson,Polly Adams,Trish Gates,Nancy McDoniel,Opal Alladin,Gary Commock,Full Cast & Crew
American Graffiti (1973),Uni.,Released,English,1h 50m,"$777,000.00","$115,000,000.00",Richard Dreyfuss,Ron Howard,Paul Le Mat,Charles Martin Smith,Cindy Williams,Candy Clark,Full Cast & Crew
The Grapes of Wrath (1940),Fox,Released,English,2h 9m,"$750,000.00",-,Henry Fonda,Jane Darwell,John Carradine,Charley Grapewin,Dorris Bowdon,Russell Simpson,Full Cast & Crew
Innerspace (1987),WB,Released,English,2h 0m,-,"$25,893,810.00",Martin Short,Dennis Quaid,Meg Ryan,Kevin McCarthy,Fiona Lewis,Vernon Wells,Full Cast & Crew
Muppets Most Wanted (2014),BV,Released,English,1h 52m,"$50,000,000.00","$80,383,113.00",Ricky Gervais,Ty Burrell,Tina Fey,Steve Whitmire,Eric Jacobson,Dave Goelz,Full Cast & Crew
Persepolis (2007),SPC,Released,English,1h 35m,"$7,300,000.00",-,Chiara Mastroianni,Catherine Deneuve,Danielle Darrieux,Simon Abkarian,FranÌ_ois Jerosme,Gabrielle Lopes Benites,Full Cast & Crew
Bonnie and Clyde (1967),WB,Released,English,1h 51m,"$2,500,000.00","$50,700,000.00",Warren Beatty,Faye Dunaway,Michael J. Pollard,Gene Wilder,Gene Hackman,Estelle Parsons,Full Cast & Crew
A Nightmare on Elm Street 5: The Dream Child (1989),NL,Released,English,1h 29m,"$8,000,000.00","$22,168,359.00",Robert Englund,Lisa Wilcox,Erika Anderson,Valorie Armstrong,Michael Ashton,Kelly Jo Minter,Full Cast & Crew
Frontera (2014),Magn.,Released,English,1h 43m,-,-,Ed Harris,Eva Longoria,Michael PeÌ±a,Amy Madigan,Kristen Rakes,Seth Adkins,Full Cast & Crew
Open Season (2006),Sony,Released,English,1h 23m,"$85,000,000.00","$197,309,027.00",Martin Lawrence,Ashton Kutcher,Gary Sinise,Debra Messing,Billy Connolly,Georgia Engel,Full Cast & Crew
The D Train (2015),IFC,Released,English,1h 41m,"$447,524.00","$771,317.00",James Marsden,Jack Black,Kathryn Hahn,Jeffrey Tambor,Mike White,Kyle Bornheimer,Full Cast & Crew
Beverly Hills Cop III (1994),Par.,Released,English,1h 44m,"$50,000,000.00","$119,208,989.00",Eddie Murphy,Judge Reinhold,HÌ©ctor Elizondo,Gilbert R. Hill,Timothy Carhart,Bronson Pinchot,Full Cast & Crew
Home on the Range (2004),BV,Released,English,1h 16m,"$110,000,000.00","$103,951,461.00",Randy Quaid,Steve Buscemi,Judi Dench,Cuba Gooding Jr.,G. W. Bailey,Bobby Block,Full Cast & Crew
The Arrival (1996),Orion,Released,English,1h 55m,"$25,000,000.00","$14,048,372.00",Charlie Sheen,Lindsay Crouse,Richard Schiff,Ron Silver,Teri Polo,Phyllis Applegate,Full Cast & Crew
Extraordinary Measures (2010),CBS,Released,English,1h 45m,"$31,000,000.00","$15,134,293.00",Harrison Ford,Brendan Fraser,Keri Russell,Courtney B. Vance,Meredith Droeger,Diego Velazquez,Full Cast & Crew
Cobra (1986),WB,Released,English,1h 27m,-,"$49,042,224.00",Sylvester Stallone,Brigitte Nielsen,Reni Santoni,Brian Thompson,Lee Garlington,Art LaFleur,Full Cast & Crew
Hannah and Her Sisters (1986),Orion,Released,English,1h 47m,"$6,400,000.00","$40,084,041.00",Mia Farrow,Carrie Fisher,Michael Caine,Barbara Hershey,Dianne Wiest,Maureen O'Sullivan,Full Cast & Crew
The Proposal (2009),BV,Released,English,1h 48m,"$40,000,000.00","$317,375,031.00",Sandra Bullock,Ryan Reynolds,Mary Steenburgen,Craig T. Nelson,Betty White,Denis O'Hare,Full Cast & Crew
Frankenstein (1931),Uni.,Released,English,1h 11m,"$291,000.00","$12,000,000.00",Colin Clive,Mae Clarke,John Boles,Boris Karloff,Edward Van Sloan,Frederick Kerr,Full Cast & Crew
The Handmaiden (2016),Magn.,Released,Korean,2h 25m,-,-,Kim Min-Hie,Kim Tae-Ri,Ha Jung-Woo,Cho Jin-woong,Kim Hae-sook,Moon So-ri,Full Cast & Crew
That's My Boy (2012),Sony,Released,English,1h 56m,"$70,000,000.00","$58,058,367.00",Adam Sandler,Susan Sarandon,Eva Amurri Martino,Leighton Meester,Andy Samberg,Dan Patrick,Full Cast & Crew
Beasts of No Nation (2015),BST,Released,English,2h 17m,"$6,000,000.00","$90,777.00",Idris Elba,Opeyemi Fagbohungbe,Abraham Attah,Richard Pepple,Ama K. Abebrese,Emmanuel Affadzi,Full Cast & Crew
Mr. Brooks (2007),MGM,Released,English,2h 0m,"$20,000,000.00","$41,637,263.00",Kevin Costner,Demi Moore,Dane Cook,William Hurt,Marg Helgenberger,Danielle Panabaker,Full Cast & Crew
The Man Who Wasn't There (2001),USA,Released,English,1h 56m,-,-,Billy Bob Thornton,Frances McDormand,Michael Badalucco,James Gandolfini,Scarlett Johansson,Jon Polito,Full Cast & Crew
Johnny Mnemonic (1995),Sony,Released,English,1h 37m,"$26,000,000.00","$19,075,720.00",Keanu Reeves,Dina Meyer,Takeshi Kitano,Ice-T,Dolph Lundgren,Henry Rollins,Full Cast & Crew
Mona Lisa Smile (2003),SonR,Released,English,1h 57m,"$65,000,000.00",-,Julia Roberts,Kirsten Dunst,Julia Stiles,Maggie Gyllenhaal,Ginnifer Goodwin,Topher Grace,Full Cast & Crew
Veronica Mars (2014),WB,Released,English,1h 47m,"$6,000,000.00","$3,485,127.00",Kristen Bell,Jason Dohring,Enrico Colantoni,Chris Lowell,Percy Daggs III,Tina Majorino,Full Cast & Crew
The Queen (2006),Mira.,Released,English,1h 43m,"$15,000,000.00","$123,384,128.00",Helen Mirren,Michael Sheen,James Cromwell,Sylvia Syms,Helen McCrory,Paul Barrett,Full Cast & Crew
A Scanner Darkly (2006),WIP,Released,English,1h 40m,"$8,500,000.00","$5,480,996.00",Keanu Reeves,Winona Ryder,Woody Harrelson,Robert Downey Jr.,Mitch Baker,Steven Chester Prince,Full Cast & Crew
Hot Tub Time Machine 2 (2015),Par.,Released,English,1h 33m,"$14,000,000.00","$12,314,651.00",Rob Corddry,Craig Robinson,Clark Duke,Adam Scott,Chevy Chase,Gillian Jacobs,Full Cast & Crew
S.W.A.T. (2003),Sony,Released,English,1h 57m,"$80,000,000.00","$116,643,346.00",Samuel L. Jackson,Colin Farrell,Michelle Rodriguez,LL Cool J,Josh Charles,Jeremy Renner,Full Cast & Crew
Return to Never Land (2002),BV,Released,English,1h 12m,"$20,000,000.00","$109,862,682.00",Harriet Owen,Blayne Weaver,Jeff Bennett,Kath Soucie,Corey Burton,Corey Burton,Full Cast & Crew
Where the Wild Things Are (2009),WB,Released,English,1h 41m,"$100,000,000.00","$100,086,793.00",Max Records,Catherine Keener,Lauren Ambrose,James Gandolfini,Catherine O'Hara,Forest Whitaker,Full Cast & Crew
Old Dogs (2009),BV,Released,English,1h 28m,"$35,000,000.00","$92,219,310.00",Robin Williams,John Travolta,Seth Green,Justin Long,Matt Dillon,Kelly Preston,Full Cast & Crew
Beverly Hills Cop II (1987),Par.,Released,English,1h 40m,"$20,000,000.00","$299,965,036.00",Eddie Murphy,Judge Reinhold,JÌ_rgen Prochnow,Ronny Cox,John Ashton,Brigitte Nielsen,Full Cast & Crew
Away We Go (2009),Focus,Released,English,1h 38m,"$25,000,000.00",-,John Krasinski,Maya Rudolph,Carmen Ejogo,Catherine O'Hara,Jeff Daniels,Allison Janney,Full Cast & Crew
Brick Mansions (2014),Rela.,Released,English,1h 30m,"$28,000,000.00","$68,896,829.00",Paul Walker,David Belle,RZA,Robert Maillet,Carlo Rota,Kalinka Petrie,Full Cast & Crew
Secrets & Lies (1996),Oct.,Released,English,2h 22m,"$4,500,000.00","$13,417,292.00",Timothy Spall,Phyllis Logan,Brenda Blethyn,Claire Rushbrook,Marianne Jean-Baptiste,Liz Smith,Full Cast & Crew
Half Nelson (2006),Think,Released,English,1h 47m,"$700,000.00",-,Ryan Gosling,Jeff Lima,Shareeka Epps,Nathan Corbett,Tyra Kwao-Vovo,Rosemary Ledee,Full Cast & Crew
Don't Say a Word (2001),Fox,Released,English,1h 53m,"$50,000,000.00","$100,020,092.00",Michael Douglas,Sean Bean,Brittany Murphy,Skye McCole Bartusiak,Guy Torry,Jennifer Esposito,Full Cast & Crew
Indecent Proposal (1993),Par.,Released,English,1h 57m,"$38,000,000.00","$266,614,059.00",Robert Redford,Demi Moore,Woody Harrelson,Seymour Cassel,Oliver Platt,Billy Bob Thornton,Full Cast & Crew
Nocturnal Animals (2016),Focus,Released,English,1h 56m,"$20,000,000.00",-,Amy Adams,Jake Gyllenhaal,Michael Shannon,Aaron Taylor-Johnson,Isla Fisher,Ellie Bamber,Full Cast & Crew
Rogue One: A Star Wars Story (2016),BV,In Production,English,-,-,-,Felicity Jones,Mads Mikkelsen,Ben Mendelsohn,Alan Tudyk,Diego Luna,Forest Whitaker,Full Cast & Crew
Mandela: Long Walk to Freedom (2013),Wein.,Released,English,2h 21m,"$35,000,000.00","$27,330,000.00",Idris Elba,Naomie Harris,Tony Kgoroge,Riaad Moosa,Fana Mokoena,Robert Hobbs,Full Cast & Crew
Four Weddings and a Funeral (1994),Gram.,Released,English,1h 57m,"$6,000,000.00","$254,700,832.00",Hugh Grant,Andie MacDowell,James Fleet,Simon Callow,John Hannah,Kristin Scott Thomas,Full Cast & Crew
In the Valley of Elah (2007),WIP,Released,English,2h 4m,"$23,000,000.00","$29,541,790.00",Tommy Lee Jones,Charlize Theron,Susan Sarandon,Frances Fisher,James Franco,Jonathan Tucker,Full Cast & Crew
Step Brothers (2008),Sony,Released,English,1h 38m,"$65,000,000.00","$128,107,642.00",Will Ferrell,John C. Reilly,Mary Steenburgen,Richard Jenkins,Adam Scott,Kathryn Hahn,Full Cast & Crew
