,max_features,precision
0,0.1,0.21791691966788923
1,0.2,0.24115390679016846
2,0.3,0.24866859383719309
3,0.4,0.24355095562543813
4,0.5,0.2511601075480172
5,0.6,0.2453187473220178
6,0.7,0.2482830314060879
7,0.8,0.23158759737792964
8,0.9,0.24328276145716826
9,1.0,0.23873319847199612
